COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
4008	q u ¹	q u ŋ ¹	q u ¹	q u ¹	q ə ¹	k u ¹	q u ¹	q u ¹	q u ¹	q u ¹			q u ¹	q u ¹	q u ¹	q u ¹
2839	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹
861	l aː k ¹	l aː k ¹	l aː k ¹	l aː k ¹	ˀd aː k ¹	ˀd aː k ¹	l aː k ¹	l aː k ¹	l aː k ¹	l aː k ¹	ˀd aː k ¹	ˀd aː k ¹	l aː k ¹	l aː k ¹	l aː k ¹	l aː k ¹
6773	l aː k ¹	l aː k ¹	l aː k ¹	l aːi ¹	ˀd aː k ¹	ˀd aː k ¹	l aː k ¹	l aː k ¹	l aː k ¹	l aː k ¹	ˀd aː k ¹	ˀd aː k ¹	l aː k ¹	l aː k ¹	l aː k ¹	l aː k ¹
6774	l aːi ¹	l aːi ¹	l aːi ¹	l a ¹	l aːi ¹	l aːi ¹		l aːi ¹	l aːi ¹	l aːi ¹	l aːi ¹	l aːi ¹	l aːi ¹	l aːi ¹	l aːi ¹	
5739	l aː k ¹	l aː k ¹	l aː k ¹	l a ¹	ˀd aː k ¹	ˀd aː k ¹	l aː k ¹	l aː k ¹	l aː k ¹	l aː k ¹	ˀd aː k ¹	ˀd aː k ¹	l aː k ¹	l aː k ¹	l ə ¹	l aː k ¹
5740	kʰ ə t ¹	kʰ ə t ¹	kʰ ə t ¹	kʰ j a t ¹	x ə t ¹	x ə t ¹	h j a t ¹	kʰ ə t ¹	kʰ ə t ¹	kʰ ə t ¹	x ə t ¹	h ə t ¹	h ə t ¹	kʰ ə t ¹	h ə t ¹	kʰ ə t ¹
4237					q a ¹	q a ¹					q a ¹	q a ¹				
4011					ts o ŋ ¹	ts o ŋ ¹					ts o ŋ ¹	ȶ o ŋ ¹				
4009		kʷ aːu ¹										q a ¹	kʷ aːu ¹			
862							q au ¹					q a ¹				
1182				n a ¹			n a ¹									
5003							l o ŋ ¹						l u ŋ ¹			
4236		ȶ au ¹		t a ¹												
5001		p aːu ¹											p j a ¹			
6451	p i ¹	p ai ¹	p i ¹	p i ¹			p i ¹	p i ¹	p i ¹	p i ¹			p i ¹	p i ¹	p i ¹	p i ¹
3550	ɕ u m ¹	ɕ u m ¹	h j u m ¹	h j u m ¹	ɕ u m ¹	ɕ u m ¹	h j u m ¹	h j u m ¹	h j u m ¹	ɕ u m ¹	ɕ u m ¹	ɕ i m ¹	h u m ¹	ɕ u m ¹	ɕ u m ¹	ɕ u m ¹
4445	p u t ¹	p uː t ¹	p uː t ¹	p w ə t ¹	p o t ¹	p u t ¹	p w ə t ¹	p u t ¹	p u t ¹	p u t ¹	p u t ¹	p u t ¹	p u t ¹	p u t ¹	p uː t ¹	p uː t ¹
4321	t a p ¹	t a p ¹	t a p ¹	t a p ¹	t a p ¹	t a p ¹	t a p ¹	t a p ¹	t a p ¹	t a p ¹	t a p ¹	t a p ¹		t a p ¹	t a p ¹	t a p ¹
5401	n̥ j a ¹	n̥ j ã ¹	n̥ j a ¹	pʰ j a ¹			pʰ j aː k ¹	pʰ j a ¹	pʰ j a ¹	n̥ j a ¹			ȵ ã ¹	n̥ j a ¹	n̥ j a ¹	n̥ j a ¹
680	l o ŋ ¹	l o ŋ ¹	l o ŋ ¹	l o ŋ ¹	l o ŋ ¹	l o ŋ ¹	l o ŋ ¹	l o ŋ ¹	l o ŋ ¹	l o ŋ ¹	l o ŋ ¹	l o ŋ ¹	l o ŋ ¹	l o ŋ ¹	l o ŋ ¹	l o ŋ ¹
3875	h aːi ¹		h aːi ¹	h aːi ¹	h aːi ¹	h aːi ¹	h aːi ¹	h aːi ¹	h aːi ¹	h aːi ¹	h aːi ¹	h aːi ¹		h aːi ¹	h aːi ¹	h aːi ¹
816	ʔ u ¹	ʔ u ¹	ʔ u ¹	ʔ u ¹	ʔ u ¹	ʔ u ¹				ʔ u ¹		ʔ u ¹	ʔ u ¹			ʔ u ¹
817	d ə n ¹	s ə n ¹	d ə n ¹	t ə n ¹	t ə n ¹	t ə n ¹	ⁿd ə n ¹	ⁿd ə n ¹	ⁿd ə n ¹	d ə n ¹	t ə n ¹	t ə n ¹	z ə n ¹	ⁿd ə n ¹	ⁿd ə n ¹	t ə n ¹
782	pʰ j aː t ¹	pʰ j aː t ¹	pʰ j aː t ¹	pʰ j aː t ¹	pʰ j aː t ¹	pʰ aː t ¹	pʰ j aː t ¹	pʰ j aː t ¹	pʰ j aː t ¹	pʰ j aː t ¹	pʰ aː t ¹	pʰ aː t ¹	pʰ j aː t ¹	pʰ j aː t ¹	pʰ j aː t ¹	pʰ j aː t ¹
2341		q e ¹	q e ¹		q e ¹	q e ¹	k e ¹	q e ¹	q e ¹	q e ¹	q e ¹	q e ¹	q e ¹			q e ¹
10396	ˀn j u ¹	n j u ¹	ˀn j u ¹	n j u ¹	ˀn j u ¹	ˀn j u ¹	n j u ¹	n j u ¹	n j u ¹	ˀn j u ¹	ˀn j u ¹	ˀn j u ¹	n j u ¹	ˀn j u ¹	ˀn j u ¹	ˀn j u ¹
2340	ȶ e ¹			ȶ e ¹										ȶ e ¹	ȶ e ¹	
6452					ʁ a ¹	ʁ a ¹					ʁ a ¹	ʁ a ¹				
5402					m̥ a ¹	m̥ a ¹					m̥ a ¹	m̥ a ¹				
3876		l aːi ¹											l aːi ¹			
4606	n aː n ¹	n aː n ¹	n aː n ¹	n aː n ¹	n aː n ¹	n aː n ¹	n aː n ¹	n aː n ¹	n aː n ¹	n aː n ¹	n aː n ¹	n aː n ¹	n aː n ¹	n aː n ¹	n aː n ¹	n aː n ¹
5207	m a n ¹	m a n ¹	m a n ¹	m a n ¹	m a n ¹	m a n ¹	m a n ¹	m a n ¹	m a n ¹	m a n ¹	m a n ¹	m a n ¹	m a n ¹	m a n ¹	m a n ¹	m a n ¹
6036	ˀd w ə ¹		ⁿd w a ¹	ⁿd w ə ¹	k w a ¹	k w a ¹	ⁿd w ə ¹	ⁿd w a ¹	ⁿd w a ¹	ˀd w a ¹	k w a ¹	k w a ¹		ˀd o ¹	ˀd w a ¹	ˀd w a ¹
7280	ts j e ¹	ts e ¹	ȶ a ¹	ȶ j e ¹	ts j a ¹	ts j a ¹	ȶ j a ¹	ȶ a ¹	ȶ a ¹	ȶ a ¹	ts a ¹	ts j a ¹	s e ¹	ts j e ¹	ts j a ¹	ts j a ¹
4304	h aːu ¹		h aːu ¹	h aːu ¹			h aːu ¹	h aːu ¹	h aːu ¹	h aːu ¹			h aːu ¹	h aːu ¹	h aːu ¹	h aːu ¹
6983	ʔ j u t ¹	j uː t ¹	ʔ j uː t ¹	j w ə t ¹	ʔ j o t ¹	ʔ j u t ¹	j w ə t ¹	j u t ¹	ʔ j u t ¹	ʔ j u t ¹	ʔ j u t ¹	ʔ j u t ¹	j u t ¹	ʔ j u t ¹	ʔ j uː t ¹	ʔ j uː t ¹
1570	k ə ¹		q e ŋ ¹		q e ŋ ¹	q e ŋ ¹		q e ŋ ¹	q e ŋ ¹	q e ŋ ¹	q e ŋ ¹	q e ŋ ¹		q e ŋ ¹		q e ŋ ¹
1976										ts aː n ¹						ts aː n ¹
5168	p u ŋ ¹	p u ŋ ¹	p u ŋ ¹	p u ŋ ¹	p o ŋ ¹	p o ŋ ¹	p u ŋ ¹	p u ŋ ¹	p u ŋ ¹	p u ŋ ¹	p o ŋ ¹	p o ŋ ¹	p u ŋ ¹	p u ŋ ¹	p u ŋ ¹	p u ŋ ¹
1264	ts u ¹	ts o ¹	ts u ¹	ts u ¹	ts j o ¹	ts j u ¹	ȶ u ¹	ts u ¹	ts u ¹	ts u ¹	ȶ o ¹	ts u ¹	s o ¹	ts u ¹	ts u ¹	ts u ¹
1973					l u ¹			l u ¹			l u ¹	l u ¹			l u ¹	
1971	ts i m ¹	ts i m ¹	ȶ i m ¹	ts ə m ¹		ts j u m ¹	ȶ i m ¹						ts i m ¹	ts i m ¹	ts i m ¹	
1571	l o ¹				l o ¹						l o ¹	l o ¹				
1975								l j aː n ¹	l j aː n ¹							
1974					ts j u p ¹				s u p ¹		s u p ¹					
4305		qʰ aːu ¹			qʰ aːu ¹	qʰ aːu ¹					qʰ aːu ¹	qʰ aːu ¹				
1574				q oi ¹			q oi ¹									
6037		p aːu ¹											p aːu ¹			
1572		q a m ¹											q a m ¹			
915	t ui ¹	t ui ¹	t ui ¹	t ui ¹	t ui ¹	t ui ¹	t ui ¹	t ui ¹	t ui ¹	t ui ¹	t ui ¹	t ui ¹	t ui ¹	t ui ¹	t ui ¹	t ui ¹
1996	p o n ¹	p o n ¹								pʰ o n ¹			pʰ o n ¹	p o n ¹	pʰ w a n ¹	pʰ o n ¹
1997			t j e p ¹					t j e p ¹		t j e p ¹	t j e p ¹		t j e ¹			
1767	ts o ŋ ¹	ts u ŋ ¹	ts u ŋ ¹	ȶ u ŋ ¹	ts u ŋ ¹	ts u ŋ ¹	ȶ u ŋ ¹	ts u ŋ ¹	ts u ŋ ¹	ts u ŋ ¹	ts u ŋ ¹	ts u ŋ ¹	ts u ŋ ¹	ts u ŋ ¹	ts u ŋ ¹	ts u ŋ ¹
6810			ⁿb j aːi ¹		ˀb j aːi ¹	ˀb j aːi ¹		ⁿb j aːi ¹	ⁿb j aːi ¹	ˀb j aːi ¹	ˀb j aːi ¹	ˀb j aːi ¹		m j aːi ¹		ˀb j aːi ¹
6812						ʔ aː m ¹				ʔ aː m ¹						ʔ aː m ¹
10884	ts e ŋ ¹		ts e ŋ ¹		ts e ŋ ¹	ts e ŋ ¹		ts e ŋ ¹	ts e ŋ ¹	ts e ŋ ¹	ts e ŋ ¹	ts e ŋ ¹		ts i ŋ ¹	ts i ŋ ¹	ts e ŋ ¹
10901	k w e ŋ ¹	k w e ŋ ¹	k w e ŋ ¹	k i ŋ ¹	k w e ŋ ¹	k w e ŋ ¹	k j ə ŋ ¹	k w e ŋ ¹	k w e ŋ ¹	k w e ŋ ¹	k w e ŋ ¹	k w e ŋ ¹	k i ŋ ¹	k w e ŋ ¹	k w e ŋ ¹	k w e ŋ ¹
5807	ʔ au ¹	ʔ au ¹	ʔ au ¹	ʔ au ¹			ʔ au ¹	ʔ au ¹	ʔ au ¹	ʔ au ¹			ʔ au ¹	ʔ au ¹	ʔ au ¹	ʔ au ¹
10867	ˀd o ŋ ¹	l o ŋ ¹	ⁿd o ŋ ¹	ⁿd o ŋ ¹	ˀd o ŋ ¹	ˀd o ŋ ¹	ⁿd o ŋ ¹	ⁿd o ŋ ¹	ⁿd o ŋ ¹	ˀd o ŋ ¹	ˀd o ŋ ¹	ˀd o ŋ ¹	l o ŋ ¹	ˀd o ŋ ¹	ˀd o ŋ ¹	ˀd o ŋ ¹
4039	m i t ¹	m i t ¹	m i t ¹		m i t ¹	m i t ¹	m i t ¹			m i t ¹	m i t ¹	m i t ¹	m i t ¹	m i t ¹	m i t ¹	m i t ¹
6814													tsʰ ɿ ¹		tsʰ ɿ ¹	
6809		k ə n ¹			k ə n ¹		k ə n ¹						k ə n ¹		k ə n ¹	
6807	p i ¹			v i ¹			ⁿb i ¹								ˀb i ¹	
2000					ts j e n ¹	ts j e n ¹	t e ŋ ¹		ts e n ¹							
4041								ts u m ¹	ts u m ¹							
6811					p e n ¹	p j ə ŋ ¹					p j ə ŋ ¹					
5808					ⁿd au ¹	ˀd au ¹					ˀd au ¹	ˀd au ¹				
10885		t aːu ¹		t aːu ¹			t aːu ¹						t aːu ¹			
6122	j j u ¹		j j u ¹		j j u ¹	j j u ¹		j j u ¹	j j u ¹	j j u ¹	j j u ¹	j j u ¹		j j u ¹		j j u ¹
417	k w aː n ¹	k w aː n ¹	k w aː n ¹	k w ə n ¹	k w aː n ¹	k w aː n ¹	k w ə n ¹	k w aː n ¹	k o n ¹	k w aː n ¹	k w aː n ¹	k w aː n ¹	k w aː n ¹	k w aː n ¹	k w a n ¹	k w aː n ¹
6398	l j e m ¹		l j e m ¹	l j i m ¹	l j e m ¹	l j e m ¹	l j ə m ¹	l j e m ¹	l j e m ¹	l j e m ¹	l j e m ¹	l j e m ¹		l j i m ¹	l j a m ¹	l j e m ¹
3625	k w aː k ¹		k w aː k ¹	k o k ¹			k w ə k ¹		k w aː k ¹	k w aː k ¹				k w aː k ¹	k w a k ¹	k w aː k ¹
3628					ts ai ¹	ts ai ¹		ts ai ¹		ts ai ¹	ts ai ¹	ts ai ¹				
4396		n̥ a ¹	n̥ a ¹							n̥ a ¹	n̥ a ¹	n̥ a ¹	n̥ a ¹	n̥ a ¹	n̥ a ¹	n̥ a ¹
1713			n̥ a ¹		n̥ a ¹	n̥ a ¹				n̥ a ¹	n̥ a ¹	n̥ a ¹		n̥ a ¹	n̥ a ¹	
344		kʰ a m ¹	h j a m ¹	h j a m ¹						ɕ a m ¹	qʰ a m ¹	qʰ a m ¹	ɕ a m ¹	ɕ a m ¹	ɕ a m ¹	ɕ a m ¹
2285	pʰ j e ¹	pʰ j e ¹	pʰ j e ¹	pʰ j e ¹	pʰ e ¹	pʰ e ¹	pʰ e ¹	pʰ i ¹	pʰ i ¹	pʰ i ¹	pʰ e ¹	pʰ e ¹	pʰ j e ¹	pʰ j e ¹	pʰ e ¹	pʰ j e ¹
2305	j u t ¹		j uː t ¹			j u t ¹	j w ə t ¹	j u t ¹	j u t ¹	j u t ¹	j u t ¹			j u t ¹	j uː t ¹	j uː t ¹
343	n̥ a ¹	n̥ a ¹							ȵ ui ¹				n̥ a ¹	n̥ a ¹		n̥ a ¹
6123		m j u ¹		m j u ¹			m j u ¹						m j u ¹		m j u ¹	
1712	ɕ a m ¹	kʰ a m ¹														
4397				pʰ j a ¹			pʰ j a ¹	pʰ a ¹	pʰ a ¹							
348							h j ã ¹	h j aː ŋ ¹	h a ¹							
1715							h j ã ¹	h a ¹								
6400		kʷ aː ŋ ¹											kʷ aː ŋ ¹			
3627		ȶ aː k ¹											ȶ aː k ¹			
11002	ʔ i t ¹	j i t ¹	ʔ i t ¹	j i t ¹	ʔ j i t ¹	ʔ i t ¹	ʔ i t ¹	j i t ¹	ʔ i t ¹	ʔ i t ¹	ʔ i t ¹	ʔ i t ¹	j ə t ¹	ʔ i t ¹	ʔ i t ¹	ʔ i t ¹
6348	m ai ¹	m ai ¹	m ai ¹	m ai ¹	m ə ¹	m ai ¹	m ai ¹	m ai ¹	m ai ¹	m ai ¹	m ai ¹	m ai ¹	m ai ¹	m əi ¹	m ai ¹	m ai ¹
6349	ʁ aː n ¹	q aː n ¹	ʁ aː n ¹	ʁ aː n ¹	ʁ aː n ¹	ʁ ɐː n ¹	ɣ aː n ¹	ʁ aː n ¹	ʁ aː n ¹	ʁ aː n ¹	ʁ aː n ¹	ʁ aː n ¹	q aː n ¹	ʁ aː n ¹	ʁ aː n ¹	ʁ aː n ¹
10602	ˀb ə n ¹	m ə n ¹	ⁿb ə n ¹	ⁿb ə n ¹	ˀb ə n ¹	ˀb ə n ¹	ⁿb ə n ¹	ⁿb ə n ¹	ⁿb ə n ¹	ˀb ə n ¹	ˀb ə n ¹	ˀb ə n ¹	m ə n ¹	ˀm ə n ¹	ˀb ə n ¹	ˀb ə n ¹
7063	ˀb i n ¹	m i n ¹	ⁿb i n ¹		ˀb i n ¹	ˀb i n ¹		ⁿb i n ¹	ⁿb i n ¹	ˀb i n ¹	ˀb i n ¹	ˀb i n ¹	m i n ¹	ˀm i n ¹	ˀb i n ¹	ˀb i n ¹
492	t j e m ¹	t i m ¹	t j e m ¹	t j i m ¹	t j e m ¹	t j e n ¹	t j ə m ¹		t j e m ¹	t j e m ¹	t j e m ¹	t j e m ¹	t i m ¹	t i m ¹	t j a m ¹	
5654	m j e n ¹	m i n ¹	m j e n ¹	m i n ¹	m j e n ¹	m j e n ¹	ⁿb j e n ¹	m j e n ¹	m j e n ¹	m j e n ¹	m j e n ¹	m j eː n ¹	m i n ¹	m i n ¹	m j a n ¹	m j e n ¹
7208	h i ¹	h i ¹	h i ¹	h i ¹		ɕ i ¹	h i ¹	h i ¹	h i ¹	h i ¹				ɕ i ¹	h i ¹	h i ¹
7029	ʔ u n ¹		ʔ u n ¹					ʔ u n ¹	ʔ u n ¹	ʔ u n ¹				ʔ u n ¹	ʔ u n ¹	ʔ u n ¹
880	l e ¹	l e ¹	l e ¹	l e ¹	l e ¹	l e ¹	l e ¹	l e ¹	l e ¹	l e ¹	l e ¹	l e ¹	l e ¹	l əi ¹	l e ¹	l e ¹
7065				j a ¹												j a ¹
495								ⁿb i n ¹								ˀb i n ¹
493				f a n ¹												f a n ¹
7031				ȵ o n ¹	ˀŋ o n ¹	ˀŋ o n ¹	ȵ w ə n ¹									
7209					t j e m ¹						t j e m ¹	t j e m ¹				
7032											t a ŋ ¹	t a ŋ ¹				
7030		p u n ¹											p u n ¹			
3181										s j e ¹	s j e ¹					
983	ȵ aː n ¹	ȵ aː n ¹	ȵ aː n ¹	ȵ aː n ¹	ȵ aː n ¹	ȵ aː n ¹	ȵ aː n ¹	ȵ aː n ¹	ȵ aː n ¹	ȵ aː n ¹	ȵ aː n ¹	ȵ aː n ¹	ȵ aː n ¹	ȵ aː n ¹	ȵ aː n ¹	ȵ aː n ¹
10273	v u ¹	v u ¹	v u ¹		v u ¹	v u ¹		v u ¹	v u ¹	v u ¹	v u ¹		v u ¹	v u ¹	v u ¹	v u ¹
1627	kʰ u ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹		ɣ o ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹		kʰ u ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹
4056	h ə n ¹	h ə n ¹	h ə n ¹		x ə n ¹	x ə n ¹			h ə n ¹	h ə n ¹	x ə n ¹	h ə n ¹	h ə n ¹	x ə n ¹	h ə n ¹	h ə n ¹
5927	h u m ¹		h u m ¹	h u m ¹	h u m ¹	h u m ¹	h u m ¹	h u m ¹	h u m ¹	h u m ¹	h u m ¹	h ə m ¹		h u m ¹	h u m ¹	h u m ¹
10168	kʰ u ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹					kʰ u ŋ ¹	kʰ u ŋ ¹			kʰ u ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹
10510										ⁿd aː n ¹	t aː n ¹					ⁿd aː ŋ ¹
10503	f aː ŋ ¹	p a ŋ ¹	f aː ŋ ¹	f a ŋ ¹	f aː ŋ ¹	v a ŋ ¹	h w aː n ¹			ɣ aː n ¹	f aː ŋ ¹		p a ŋ ¹	f aː ŋ ¹	f aː ŋ ¹	f aː ŋ ¹
10507						s j aː ŋ ¹				s j aː ŋ ¹		s i ŋ ¹				
2033	t o ¹	t o ¹	t o ¹	t o ¹	t o ¹	t o ¹	t o ¹	t o ¹	t o ¹	t o ¹	t o ¹	t o ¹	t o ¹	t o ¹	t o ¹	t o ¹
3176	n aːu ¹			n aːu ¹										n aːu ¹		n aːu ¹
10274		v a t ¹														v a t ¹
3179					ɕ o n ¹	ɕ o n ¹		h ɥ a n ¹	h j o n ¹			ɕ o n ¹			ɕ w a n ¹	
10172								q e ¹	q e ¹		q e ¹					
10509								kʰ aːi ¹	kʰ aːi ¹		kʰ aːi ¹	kʰ aːi ¹				
10171							t i ŋ ¹	t i ŋ ¹								
10170					l aːu ¹	l aːu ¹					l aːu ¹	l aːu ¹				
10276				l o ¹			l o ¹					l ə ¹				
1628					l o k ¹							l o k ¹				
3177		t a ¹					t a ¹						t a ¹			
4057				k u ŋ ¹			k u ŋ ¹									
5928		tʰ j aːu ¹											tʰ j aːu ¹			
3951	m ai ¹	m ai ¹	m ai ¹	m ai ¹		m ai ¹	m ai ¹	m ai ¹	m ai ¹	m ai ¹	m ai ¹		m ai ¹	m əi ¹	m ai ¹	m ai ¹
3952	f u ŋ ¹	f u ŋ ¹	f u ŋ ¹	l u ŋ ¹						f u ŋ ¹			f u ŋ ¹	f u ŋ ¹	f u ŋ ¹	f u ŋ ¹
7486	j eu ¹		j eːu ¹	j j u ¹					j j u ¹	j j u ¹				j j u ¹		j j eu ¹
5065	kʰ e ¹	kʰ e ¹	kʰ e ¹	kʰ e ¹	x e ¹	x e ¹		kʰ e ¹	kʰ e ¹	kʰ e ¹	x e ¹	x e ¹	kʰ e ¹	kʰ e ¹	kʰ e ¹	kʰ e ¹
5961	l aː k ¹	l e ¹	l aː k ¹	l a ¹	l aː k ¹	l aː k ¹		l aː k ¹	l aː k ¹	l aː k ¹	l aː k ¹	l aː k ¹	l e ¹	l aː k ¹	l aː k ¹	l aː k ¹
1433	ʔ j e ¹	j a ¹	ʔ j a ¹	j j e ¹	ʔ j a ¹	ʔ j a ¹	j j a ¹	j a ¹	ʔ j a ¹	ʔ j a ¹	ʔ j a ¹	ʔ j a ¹	j a ¹	ʔ j e ¹	ʔ j a ¹	ʔ j a ¹
1450	t a ¹	t a ¹	t a ¹	t a ¹	t a ¹	t a ¹		t a ¹	t a ¹	t a ¹	t a ¹	t a ¹	t a ¹	t a ¹	t a ¹	t a ¹
1467	ˀd u k ¹	q u k ¹	ⁿd u k ¹	ⁿd o k ¹	k u k ¹	q u k ¹	ⁿd u k ¹	ⁿd u k ¹	ⁿd u k ¹	ˀd u k ¹	q u k ¹	k u k ¹	l u k ¹	ˀd u k ¹	ˀd u k ¹	ˀd u k ¹
3482		ȵ o n ¹	ȵ o n ¹		ȵ o n ¹	ȵ o n ¹		ȵ w a n ¹	ȵ o n ¹	ȵ o n ¹	ȵ o n ¹		ȵ u n ¹		ȵ o n ¹	
469	t j u m ¹	t u m ¹	t j u m ¹	t j u m ¹	t j u m ¹	t j u m ¹	t j u m ¹	t j u m ¹	t j u m ¹	t j u m ¹	t j u m ¹	t j i m ¹	t u m ¹	t j u m ¹	t j u m ¹	t j u m ¹
3126	t u k ¹	t u k ¹								t u k ¹			t u k ¹	t u k ¹	t u k ¹	t u k ¹
3127	m j e ¹	m j a ¹	m j a ¹	m j e ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹	m j a ¹	m j e ¹	m j a ¹	m j a ¹
5962				j i ¹												j i ¹
3481	m aːu ¹			m aːu ¹			m aːu ¹					m aːu ¹		m aːu ¹		m aːu ¹
470	t u ŋ ¹	t u ŋ ¹						t u ŋ ¹			t u ŋ ¹				t u ŋ ¹	t u ŋ ¹
7487		ŋ w a ¹			ŋ w ã ¹		ŋ w a ¹					ŋ w a ¹	ŋ w a ¹		ŋ w a ¹	
3128			f j a ¹		f a ¹	f j a ¹					f j a ¹	f a ¹				
3954					s i ¹	s i ¹		ɕ i ¹	ɕ i ¹		s i ¹	s i ¹				
3130								j o ¹	j o ¹							
7488						k w aː ŋ ¹					k w aː ŋ ¹					
3953					h ai ¹							h ai ¹				
3129				k u ŋ ¹			kʰ o ŋ ¹									
6618			j o ¹		j o ¹	j o ¹		j o ¹	j o ¹	j o ¹	j o ¹					
3934	ˀm aː n ¹	m aː n ¹								ˀm aː n ¹			m aː n ¹	ˀm aː n ¹	ˀm aː n ¹	ˀm aː n ¹
4623	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹	h a ¹
7099	l j ə k ¹	l ə k ¹	l j ə k ¹	l j əː k ¹	l j i k ¹	l j ə k ¹	l j ə k ¹	l j ə k ¹	l j ə k ¹	l ɪ k ¹	l j ə k ¹	l j i k ¹	l j ə k ¹	l j ə k ¹	l j ə k ¹	l j ə k ¹
4726	h j e n ¹	h i n ¹	h j e n ¹	h i n ¹	ɕ e n ¹	ɕ e n ¹	h j e n ¹	h j e n ¹	h j e n ¹	ɕ e n ¹	ɕ e n ¹	ɕ eː n ¹	h i n ¹	ɕ i n ¹	ɕ j a n ¹	ɕ e n ¹
10465	ˀb aː n ¹	m aː n ¹	ⁿb aː n ¹	v aː n ¹	ˀb aː n ¹	ˀb aː n ¹	ⁿb aː n ¹	ⁿb aː n ¹	ⁿb aː n ¹	ˀb aː n ¹	ˀb aː n ¹	ˀb aː n ¹	m aː n ¹	ˀm aː n ¹	ˀb aː n ¹	ˀb aː n ¹
5519	h ə n ¹	l ə n ¹	h ə n ¹	h ə n ¹	x ə n ¹	x ə n ¹	h ə n ¹	h ə n ¹	h ə n ¹	h ə n ¹	x ə n ¹	h ə n ¹	l ə n ¹	x ə n ¹	h ə n ¹	h ə n ¹
10430	tsʰ ə ¹	tsʰ ə ¹	s e ¹	tsʰ ə ¹	tsʰ ə ¹	tsʰ ə ¹		tsʰ e ¹	s e ¹	tsʰ i ¹	tsʰ e ¹	tsʰ ə ¹	tsʰ ə ¹	tsʰ ə ¹	tsʰ ə ¹	tsʰ ə ¹
799	l w ə ¹	l o ¹	l w a ¹	l w ə ¹				l w a ¹	l w a ¹	l w a ¹	l a ¹		l o ¹	l o ¹	l w a ¹	l w a ¹
4358			p aːi ¹				p ai ¹	p aːi ¹	p aːi ¹	p aːi ¹	p aːi ¹		p aːi ¹			
4359			m ai ¹				m ai ¹	m ai ¹		m ai ¹	m ai ¹					
5893	kʰ u n ¹	qʰ u n ¹	kʰ w ə n ¹	kʰ u n ¹	kʰ u n ¹	kʰ w ə n ¹	kʰ w ə n ¹	kʰ u n ¹	kʰ w ə n ¹	kʰ w ə n ¹	kʰ w ə n ¹	kʰ w ə n ¹	kʰ u n ¹	qʰ u n ¹	kʰ w ə n ¹	kʰ u n ¹
6617	m aː t ¹	m aː t ¹		m aː t ¹			m aː t ¹					m aː t ¹	m aː t ¹	m aː t ¹	m aː t ¹	m aː t ¹
4360						z a ¹										z a ¹
4356	l w ə ¹			l w ə ¹											l w a ¹	
4357	ts aː p ¹			ts a ¹	ˀd a ¹											
3935			f j a ¹	f j e ¹	f a ¹	f j a ¹		f j a ¹	f j a ¹		f j a ¹	f a ¹				
7100								kʰ a ŋ ¹	kʰ a ŋ ¹							
801						ˀd a ¹						ˀd a ¹				
800					ɕ o n ¹		s w ə n ¹									
2856	ɣ ui ¹	ɣ ui ¹	ɣ ui ¹		ɣ i ¹	ɣ i ¹			ɣ ui ¹	ɣ ui ¹	ɣ i ¹		ɣ ui ¹	ɣ ui ¹		ɣ ui ¹
2857	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹	t i n ¹
3645	ɣ aː n ¹	ɣ aː n ¹	ɣ aː n ¹	ɣ aː n ¹	ɣ aː n ¹	ɣ aː n ¹	ɣ aː n ¹	ɣ aː n ¹	ɣ aː n ¹	ɣ aː n ¹	ɣ aː n ¹	ɣ aː n ¹	ɣ aː n ¹	ɣ aː n ¹	ɣ aː n ¹	ɣ aː n ¹
3032	f j e n ¹	f j aː n ¹	f j aː n ¹	v i n ¹	f j aː n ¹	f j aː n ¹	v j e n ¹	h j aː n ¹	h j aː n ¹	ɕ j aː n ¹	f j aː n ¹	ɕ aː n ¹	f j aː n ¹	f j i n ¹	v j a n ¹	ɕ aː n ¹
