COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
8582-9									ⁿb j a ¹							
9097-9									l a m ¹							
10125-9									v a ¹							
9460-9									l aːi ¹							
9649-9									pʰ uː t ¹							
9870-9									ŋ a p ¹							
8680-9									ŋ a m ¹							
7699-9									ȶ i t ¹							
9001-9									Ø w a t ¹							
9494-9									t i p ¹							
7666-9									ɕ ə n ¹							
9598-9									t a k ¹							
8023-9									q u m ¹							
6882-10										z ə t ¹						
6485-10										ˀb ə n ¹						
4690-10										m o n ¹						
5671-10										f ə n ¹						
4272-10										l aː p ¹						
10935-10										ⁿb e ¹						
4760-10										n j aː n ¹						
1881-10										v a n ¹						
4777-10										ɕ ə t ¹						
10969-10										v a n ¹						
10970-10										ˀȵ u ¹						
10206-10										v a n ¹						
6565-10										k w a n ¹						
1281-10										ʔ j e n ¹						
10569-10										n a m ¹						
6899-10										pʰ j u ŋ ¹						
7081-10										k ui ¹						
4090-10										ⁿd a m ¹						
2197-10										h u m ¹						
3352-10										t i ¹						
3892-10										ɕ ə t ¹						
1071-10										q aː m ¹						
10313-10										m ai ¹						
2671-10										ⁿd j ə t ¹						
5502-10										f aː k ¹						
7382-10										ⁿd u n ¹						
932-10										ts i ŋ ¹						
533-10										m ai ¹						
4159-10										v a ¹						
2804-10										n u k ¹						
5451-10										ɣ ai ¹						
5773-10										ʔ au ¹						
6933-10										ʔ au ¹						
4657-10										ʔ au ¹						
4658-10										f j aː ŋ ¹						
6966-10										ɕ i ¹						
5351-10										ˀɣ a ¹						
4073-10										ⁿd aːi ¹						
2163-10										ⁿb j aː ŋ ¹						
1121-10										f a ¹						
5790-10										v aː ŋ ¹						
10413-10										ˀm a ¹						
6731-10										ˀm a ¹						
1645-10										ˀm a ¹						
4914-10										ˀm a ¹						
6175-10										ŋ a ¹						
3092-10										s i ŋ ¹						
1247-10										l j aː n ¹						
5620-10										ɕ j eu ¹						
4897-10										ʁ a ¹						
4811-10										pʰ aː ŋ ¹						
1213-10										q aːi ¹						
11019-10										ʁ aː ŋ ¹						
11020-10										q aːi ¹						
2129-10										ʔ e p ¹						
3211-10										ŋ aː n ¹						
714-10										n o k ¹						
1729-10										q a ¹						
3679-10										m a ¹						
1054-10										m eu ¹						
7448-10										m u m ¹						
582-10										ˀm i ¹						
4743-10										m o n ¹						
5419-10										l j ə n ¹						
5601-10										ˀb i n ¹						
2705-10										m o m ¹						
6381-10										ˀȵ o ŋ ¹						
1017-10										ˀb a ¹						
645-10										l u k ¹						
273-10										m ə t ¹						
4338-10										ⁿd j a k ¹						
2533-10										k i ¹						
1089-10										kʰ u p ¹						
843-10										n a n ¹						
2787-10										m̥ a t ¹						
4462-10										ˀn u n ¹						
10918-10										h a n ¹						
6582-10										h ui ¹						
2070-10										k a ¹						
3075-10										ˀȵ aː k ¹						
10848-10										v a ¹						
2480-10										ts ə n ¹						
2214-10										k ai ¹						
7225-10										h ə t ¹						
3515-10										p j a m ¹						
2588-10										ts ə n ¹						
2908-10										p j aː k ¹						
2393-10										ˀn a ¹						
1156-10										ŋ ai ¹						
2374-10										ⁿd a ¹						
2146-10										kʰ a ¹						
5133-10										ˀn a ŋ ¹						
4981-10										m u k ¹						
10239-10										m a ¹						
599-10										n j uː t ¹						
5048-10										q o ¹						
6331-10										h a ¹						
290-10										s i n ¹						
311-10										h aː k ¹						
3430-10										m j a ¹						
5369-10										m j a ¹						
2749-10										ȶ o n ¹						
2621-10										l j a p ¹						
1181-10										t a k ¹						
949-10										t j u ¹						
2839-10										t i n ¹						
861-10										l aː k ¹						
6773-10										l aː k ¹						
5739-10										l aː k ¹						
5740-10										kʰ ə t ¹						
3550-10										ɕ u m ¹						
4445-10										p uː t ¹						
680-10										l o ŋ ¹						
817-10										ⁿd ə n ¹						
782-10										pʰ j aː t ¹						
10396-10										ˀn j u ¹						
4606-10										n aː n ¹						
5207-10										m a n ¹						
7280-10										ts j a ¹						
6983-10										ʔ j uː t ¹						
5168-10										p u ŋ ¹						
1264-10										ts u ¹						
915-10										t ui ¹						
1767-10										ts u ŋ ¹						
10901-10										k w e ŋ ¹						
10867-10										ˀd o ŋ ¹						
417-10										k w aː n ¹						
2285-10										pʰ j e ¹						
11002-10										ʔ i t ¹						
6348-10										m ai ¹						
6349-10										ʁ aː n ¹						
10602-10										ˀb ə n ¹						
5654-10										m j e n ¹						
880-10										l e ¹						
983-10										ȵ aː n ¹						
2033-10										t o ¹						
1433-10										ʔ j a ¹						
1467-10										ˀd u k ¹						
469-10										t j u m ¹						
3127-10										m j a ¹						
4623-10										h a ¹						
7099-10										l j ə k ¹						
4726-10										ɕ e n ¹						
10465-10										ˀb aː n ¹						
5519-10										h ə n ¹						
5893-10										kʰ w u n ¹						
2857-10										t i n ¹						
3645-10										ɣ aː n ¹						
3032-10										f j aː n ¹						
2088-10										v j e n ¹						
2463-10										p u ¹						
4794-10										n i ¹						
4569-10										l u ŋ ¹						
4586-10										ts u ¹						
4552-10										p a ¹						
3228-10										q o ŋ ¹						
3245-10										j a ¹						
6651-10										l aː k ¹						
6652-10										ⁿb aː n ¹						
1817-10										l aː k ¹						
1818-10										ˀb j aː k ¹						
11052-10										n u ¹						
1230-10										l aː k ¹						
3380-10										h e k ¹						
8174-10										ɣ u m ¹						
8599-10										p j a m ¹						
7782-10										ⁿd j ai ¹						
8294-10										l i k ¹						
8514-10										h aːi ¹						
9669-10										l j a k ¹						
8531-10										p aːi ¹						
7954-10										ʔ u k ¹						
9968-10										s aː m ¹						
8040-10										t a ¹						
9304-10										ts i ¹						
8345-10										t o k ¹						
8765-10										ȶ o k ¹						
8849-10										s e ŋ ¹						
9286-10										k w aː ŋ ¹						
9581-10										n u n ¹						
9267-10										l a ¹						
8497-10										ts ə n ¹						
7602-10										ʔ aː p ¹						
8431-10										v j ə n ¹						
10036-10										s u k ¹						
10019-10										l a k ¹						
9216-10										n e ¹						
8074-10										q a t ¹						
9511-10										p a n ¹						
8243-10										ʔ j a m ¹						
9250-10										t j e m ¹						
7568-10										s aːi ¹						
8832-10										k u ¹						
8057-10										ˀȵ e ¹						
7716-10										h u p ¹						
9899-10										ts i ¹						
7585-10										kʰ au ¹						
8582-10										ⁿb j a ¹						
9097-10										l a m ¹						
10125-10										v a ¹						
9460-10										l aːi ¹						
9649-10										pʰ uː t ¹						
9870-10										ŋ a p ¹						
8680-10										ŋ a m ¹						
7699-10										ȶ i t ¹						
9001-10										ŋ w a t ¹						
9494-10										t i p ¹						
7666-10										ɕ ə n ¹						
9598-10										t a k ¹						
8023-10										q u m ¹						
6882-11											z ə t ¹					
6485-11											ˀb ə n ¹					
4690-11											m o n ¹					
5671-11											f ə n ¹					
4272-11											l aː p ¹					
10935-11											ⁿb e ¹					
4760-11											n j e n ¹					
1881-11											v a n ¹					
4777-11											ɕ ə t ¹					
10969-11											v a n ¹					
10970-11											ˀȵ u ¹					
10206-11											v a n ¹					
6565-11											k w a n ¹					
1281-11											ʔ j e n ¹					
10569-11											n a m ¹					
6899-11											pʰ j u ŋ ¹					
7081-11											k ui ¹					
4090-11											ⁿd a m ¹					
2197-11											h u m ¹					
3352-11											t i ¹					
3892-11											ɕ ə t ¹					
1071-11											q aː m ¹					
10313-11											m ai ¹					
2671-11											ⁿd j ə t ¹					
5502-11											f aː k ¹					
7382-11											ⁿd u n ¹					
932-11											ts i ŋ ¹					
533-11											m ai ¹					
4159-11											v a ¹					
2804-11											n u k ¹					
5451-11											ɣ ai ¹					
5773-11											ʔ au ¹					
6933-11											ʔ au ¹					
4657-11											ʔ au ¹					
4658-11											f j aː ŋ ¹					
6966-11											ɕ i ¹					
5351-11											ˀɣ a ¹					
4073-11											ⁿd aːi ¹					
2163-11											ⁿb j aː ŋ ¹					
1121-11											f a ¹					
5790-11											v aː ŋ ¹					
10413-11											ˀm a ¹					
6731-11											ˀm a ¹					
1645-11											ˀm a ¹					
4914-11											ˀm a ¹					
6175-11											ŋ a ¹					
3092-11											s i ŋ ¹					
1247-11											l j aː n ¹					
5620-11											ɕ j eu ¹					
4897-11											ʁ a ¹					
4811-11											pʰ aː ŋ ¹					
1213-11											q aːi ¹					
11019-11											ʁ aː ŋ ¹					
11020-11											q aːi ¹					
2129-11											ʔ e p ¹					
3211-11											ŋ aː n ¹					
714-11											n o k ¹					
1729-11											q a ¹					
3679-11											m a ¹					
1054-11											m eu ¹					
7448-11											m u m ¹					
582-11											ˀm i ¹					
4743-11											m j o n ¹					
5419-11											l j ə n ¹					
5601-11											ˀb i n ¹					
2705-11											m o m ¹					
6381-11											ˀȵ o ŋ ¹					
1017-11											ˀb a ¹					
645-11											l u k ¹					
273-11											m ə t ¹					
4338-11											ⁿd j a k ¹					
2533-11											k i ¹					
1089-11											kʰ u p ¹					
843-11											n a n ¹					
2787-11											m̥ a t ¹					
4462-11											ˀn u n ¹					
10918-11											h a n ¹					
6582-11											h ui ¹					
2070-11											k a ¹					
3075-11											ˀȵ aː k ¹					
10848-11											v a ¹					
2480-11											ts ə n ¹					
2214-11											k ai ¹					
7225-11											h ə t ¹					
3515-11											p j a m ¹					
2588-11											ts ə n ¹					
2908-11											p j aː k ¹					
2393-11											ˀn a ¹					
1156-11											ŋ ai ¹					
2374-11											ⁿd a ¹					
2146-11											qʰ a ¹					
5133-11											ˀn a ŋ ¹					
4981-11											m u k ¹					
10239-11											m a ¹					
599-11											n j uː t ¹					
5048-11											q o ¹					
6331-11											h a ¹					
290-11											ȶʰ i n ¹					
311-11											h aː k ¹					
3430-11											m j a ¹					
5369-11											m j a ¹					
2749-11											ȶ o n ¹					
2621-11											l j a p ¹					
1181-11											t a k ¹					
949-11											t j u ¹					
2839-11											t i n ¹					
861-11											l aː k ¹					
6773-11											l aː k ¹					
5739-11											l aː k ¹					
5740-11											kʰ ə t ¹					
3550-11											ɕ u m ¹					
4445-11											p uː t ¹					
680-11											l o ŋ ¹					
817-11											d ə n ¹					
782-11											pʰ j aː t ¹					
10396-11											ˀn j u ¹					
4606-11											n aː n ¹					
5207-11											m a n ¹					
7280-11											ts a ¹					
6983-11											ʔ j uː t ¹					
5168-11											p u ŋ ¹					
1264-11											ts u ¹					
915-11											t ui ¹					
1767-11											ts u ŋ ¹					
10901-11											k w e ŋ ¹					
10867-11											ˀd o ŋ ¹					
417-11											k w aː n ¹					
2285-11											pʰ Ø e ¹					
11002-11											ʔ i t ¹					
6348-11											m ai ¹					
6349-11											ʁ aː n ¹					
10602-11											ˀb ə n ¹					
5654-11											m j e n ¹					
880-11											l e ¹					
983-11											ȵ aː n ¹					
2033-11											t o ¹					
1433-11											ʔ j a ¹					
1467-11											ˀd u k ¹					
469-11											t j u m ¹					
3127-11											m j a ¹					
4623-11											h a ¹					
7099-11											l j ə k ¹					
4726-11											ɕ e n ¹					
10465-11											ˀb aː n ¹					
5519-11											h ə n ¹					
5893-11											kʰ j u n ¹					
2857-11											t i n ¹					
3645-11											ɣ aː n ¹					
3032-11											f j aː n ¹					
2088-11											v j e n ¹					
2463-11											p u ¹					
4794-11											n i ¹					
4569-11											l u ŋ ¹					
4586-11											ts u ¹					
4552-11											p a ¹					
3228-11											q o ŋ ¹					
3245-11											j a ¹					
6651-11											l aː k ¹					
6652-11											ⁿb aː n ¹					
1817-11											l aː k ¹					
1818-11											ˀb j aː k ¹					
11052-11											n u ¹					
1230-11											l aː k ¹					
3380-11											h e k ¹					
8174-11											ɣ u m ¹					
8599-11											p j a m ¹					
7782-11											ⁿd j ai ¹					
8294-11											l i k ¹					
8514-11											h aːi ¹					
9669-11											l j a k ¹					
8531-11											p aːi ¹					
7954-11											ʔ u k ¹					
9968-11											s aː m ¹					
8040-11											t a ¹					
9304-11											ts i ¹					
8345-11											t o k ¹					
8765-11											ȶ o k ¹					
8849-11											s e ŋ ¹					
9286-11											k w aː ŋ ¹					
9581-11											n u n ¹					
9267-11											l w a ¹					
8497-11											ts ə n ¹					
7602-11											ʔ aː p ¹					
8431-11											v j ə n ¹					
10036-11											s u k ¹					
10019-11											l a k ¹					
9216-11											n e ¹					
8074-11											q a t ¹					
9511-11											p a n ¹					
8243-11											ʔ j a m ¹					
9250-11											t j e m ¹					
7568-11											s aːi ¹					
8832-11											k u ¹					
8057-11											ˀȵ e ¹					
7716-11											h u p ¹					
9899-11											ts i ¹					
7585-11											kʰ au ¹					
8582-11											ⁿb j a ¹					
9097-11											l a m ¹					
10125-11											v a ¹					
9460-11											l aːi ¹					
9649-11											pʰ uː t ¹					
9870-11											ŋ a p ¹					
8680-11											n a m ¹					
7699-11											ȶ i t ¹					
9001-11											ŋ w a t ¹					
9494-11											t i p ¹					
7666-11											ɕ ə n ¹					
9598-11											t a k ¹					
8023-11											q u m ¹					
6882-12												z ə t ¹				
6485-12												ˀb ə n ¹				
4690-12												m o n ¹				
5671-12												f ə n ¹				
4272-12												l aː p ¹				
10935-12												ⁿb e ¹				
4760-12												n j e n ¹				
1881-12												v a n ¹				
4777-12												ɕ ə t ¹				
10969-12												v a n ¹				
10970-12												ˀȵ u ¹				
10206-12												v a n ¹				
6565-12												k w a n ¹				
1281-12												ʔ j e n ¹				
10569-12												n a m ¹				
6899-12												pʰ j u ŋ ¹				
7081-12												k ui ¹				
4090-12												ⁿd a m ¹				
2197-12												h u m ¹				
3352-12												t i ¹				
3892-12												ɕ ə t ¹				
1071-12												q aː m ¹				
10313-12												m ai ¹				
2671-12												ⁿd j ə t ¹				
5502-12												f aː k ¹				
7382-12												ⁿd u n ¹				
932-12												ts i ŋ ¹				
533-12												m ai ¹				
4159-12												v a ¹				
2804-12												n u k ¹				
5451-12												ɣ ai ¹				
5773-12												ʔ au ¹				
6933-12												ʔ au ¹				
4657-12												ʔ au ¹				
4658-12												f j aː ŋ ¹				
6966-12												ɕ i ¹				
5351-12												ˀɣ a ¹				
4073-12												ⁿd aːi ¹				
2163-12												ⁿb j aː ŋ ¹				
1121-12												f a ¹				
5790-12												v aː ŋ ¹				
10413-12												ˀm a ¹				
6731-12												ˀm a ¹				
1645-12												ˀm a ¹				
4914-12												ˀm a ¹				
6175-12												n a ¹				
3092-12												s i ŋ ¹				
1247-12												l j aː n ¹				
5620-12												ɕ j eu ¹				
4897-12												ʁ a ¹				
4811-12												pʰ aː ŋ ¹				
1213-12												q aːi ¹				
11019-12												ʁ aː ŋ ¹				
11020-12												q aːi ¹				
2129-12												ʔ e p ¹				
3211-12												ŋ aː n ¹				
714-12												n o k ¹				
1729-12												q a ¹				
3679-12												m a ¹				
1054-12												m eu ¹				
7448-12												m u m ¹				
582-12												ˀm i ¹				
4743-12												m o n ¹				
5419-12												l j ə n ¹				
5601-12												ˀb i n ¹				
2705-12												m o m ¹				
6381-12												ˀȵ o ŋ ¹				
1017-12												ˀb a ¹				
645-12												l u k ¹				
273-12												m ə t ¹				
4338-12												ⁿd j a k ¹				
2533-12												k i ¹				
1089-12												kʰ u p ¹				
843-12												n a n ¹				
2787-12												m̥ a t ¹				
4462-12												ˀn u n ¹				
10918-12												h a n ¹				
6582-12												h ui ¹				
2070-12												k a ¹				
3075-12												ˀȵ aː k ¹				
10848-12												v a ¹				
2480-12												ts ə n ¹				
2214-12												k ai ¹				
7225-12												h ə t ¹				
3515-12												p j a m ¹				
2588-12												ts ə n ¹				
2908-12												p j aː k ¹				
2393-12												ˀn a ¹				
1156-12												ŋ ai ¹				
2374-12												ⁿd a ¹				
2146-12												qʰ a ¹				
5133-12												ˀn a ŋ ¹				
4981-12												m u k ¹				
10239-12												m a ¹				
599-12												n j uː t ¹				
5048-12												q o ¹				
6331-12												h a ¹				
290-12												kʰ i n ¹				
311-12												h aː k ¹				
3430-12												m j a ¹				
5369-12												m j a ¹				
2749-12												ȶ o n ¹				
2621-12												l j a p ¹				
1181-12												t a k ¹				
949-12												t j u ¹				
2839-12												t i n ¹				
861-12												l aː k ¹				
6773-12												l aː k ¹				
5739-12												l aː k ¹				
5740-12												kʰ ə t ¹				
3550-12												ɕ u m ¹				
4445-12												p uː t ¹				
680-12												l o ŋ ¹				
817-12												d ə n ¹				
782-12												pʰ j aː t ¹				
10396-12												ˀn j u ¹				
4606-12												n aː n ¹				
5207-12												m a n ¹				
7280-12												ts j a ¹				
6983-12												ʔ j uː t ¹				
5168-12												p u ŋ ¹				
1264-12												ts u ¹				
915-12												t ui ¹				
1767-12												ts u ŋ ¹				
10901-12												k w e ŋ ¹				
10867-12												ˀd o ŋ ¹				
417-12												k w aː n ¹				
2285-12												pʰ e ¹				
11002-12												ʔ i t ¹				
6348-12												m ai ¹				
6349-12												ʁ aː n ¹				
10602-12												ˀb ə n ¹				
5654-12												m e n ¹				
880-12												l e ¹				
983-12												ȵ aː n ¹				
2033-12												t o ¹				
1433-12												ʔ j a ¹				
1467-12												ˀd u k ¹				
469-12												t j u m ¹				
3127-12												m j a ¹				
4623-12												h a ¹				
7099-12												l j ə k ¹				
4726-12												ɕ e n ¹				
10465-12												ˀb aː n ¹				
5519-12												h ə n ¹				
5893-12												kʰ Ø u n ¹				
2857-12												t i n ¹				
3645-12												ɣ aː n ¹				
3032-12												f j aː n ¹				
2088-12												v j e n ¹				
2463-12												p u ¹				
4794-12												n i ¹				
4569-12												l u ŋ ¹				
4586-12												ts u ¹				
4552-12												p a ¹				
3228-12												q o ŋ ¹				
3245-12												j a ¹				
6651-12												l aː k ¹				
6652-12												ⁿb aː n ¹				
1817-12												l aː k ¹				
1818-12												ˀb j aː k ¹				
11052-12												n u ¹				
1230-12												l aː k ¹				
3380-12												h e k ¹				
8174-12												ɣ u m ¹				
8599-12												p j a m ¹				
7782-12												ⁿd j ai ¹				
8294-12												l i k ¹				
8514-12												h aːi ¹				
9669-12												l j a k ¹				
8531-12												p aːi ¹				
7954-12												ʔ u k ¹				
9968-12												s aː m ¹				
8040-12												t a ¹				
9304-12												Ø i ¹				
8345-12												t o k ¹				
8765-12												ȶ o k ¹				
8849-12												s e ŋ ¹				
9286-12												k w aː ŋ ¹				
9581-12												n u n ¹				
9267-12												l w a ¹				
8497-12												ts ə n ¹				
7602-12												ʔ aː p ¹				
8431-12												v j ə n ¹				
10036-12												s u k ¹				
10019-12												l a k ¹				
9216-12												n e ¹				
8074-12												q a t ¹				
9511-12												p a n ¹				
8243-12												ʔ j a m ¹				
9250-12												t e m ¹				
7568-12												s aːi ¹				
8832-12												k u ¹				
8057-12												ˀȵ e ¹				
7716-12												h u p ¹				
9899-12												ts i ¹				
7585-12												kʰ au ¹				
8582-12												ⁿb j a ¹				
9097-12												l a m ¹				
10125-12												v a ¹				
9460-12												l aːi ¹				
9649-12												pʰ uː t ¹				
9870-12												ŋ a p ¹				
8680-12												n a m ¹				
7699-12												ȶ i t ¹				
9001-12												n w a t ¹				
9494-12												t i p ¹				
7666-12												ɕ ə n ¹				
9598-12												t a k ¹				
8023-12												q u m ¹				
6882-13													z ə t ¹			
6485-13													ˀb ə n ¹			
4690-13													m o n ¹			
5671-13													f j ə n ¹			
4272-13													l aː p ¹			
10935-13													ˀb e ¹			
4760-13													n j Ø n ¹			
1881-13													v a n ¹			
4777-13													ɕ ə t ¹			
10969-13													v a n ¹			
10970-13													ˀȵ u ¹			
10206-13													v a n ¹			
6565-13													k w a n ¹			
1281-13													ʔ j e n ¹			
10569-13													n a m ¹			
6899-13													pʰ j u ŋ ¹			
7081-13													k ui ¹			
4090-13													ⁿd a m ¹			
2197-13													h u m ¹			
3352-13													t i ¹			
3892-13													ɕ ə t ¹			
1071-13													q aː m ¹			
10313-13													m ai ¹			
2671-13													ⁿd j ə t ¹			
5502-13													f aː k ¹			
7382-13													ⁿd u n ¹			
932-13													ts i ŋ ¹			
533-13													m ai ¹			
4159-13													v a ¹			
2804-13													n u k ¹			
5451-13													ɣ ai ¹			
5773-13													ʔ au ¹			
6933-13													ʔ au ¹			
4657-13													ʔ au ¹			
4658-13													f j aː ŋ ¹			
6966-13													ɕ i ¹			
5351-13													ˀɣ a ¹			
4073-13													ⁿd Ø ¹			
2163-13													m j aː ŋ ¹			
1121-13													f a ¹			
5790-13													v aː ŋ ¹			
10413-13													ˀm a ¹			
6731-13													ˀm a ¹			
1645-13													ˀm a ¹			
4914-13													ˀm a ¹			
6175-13													ŋ a ¹			
3092-13													s i ŋ ¹			
1247-13													l j aː n ¹			
5620-13													ɕ j eu ¹			
4897-13													Ø a ¹			
4811-13													pʰ aː ŋ ¹			
1213-13													q aːi ¹			
11019-13													Ø aː ŋ ¹			
11020-13													q aːi ¹			
2129-13													ʔ e p ¹			
3211-13													ŋ aː n ¹			
714-13													n o k ¹			
1729-13													q a ¹			
3679-13													m a ¹			
1054-13													m j eu ¹			
7448-13													m u m ¹			
582-13													ˀm i ¹			
4743-13													m o n ¹			
5419-13													l j ə n ¹			
5601-13													ˀb i n ¹			
2705-13													m o m ¹			
6381-13													ˀȵ o ŋ ¹			
1017-13													ˀb a ¹			
645-13													l u k ¹			
273-13													m ə t ¹			
4338-13													ⁿd j a k ¹			
2533-13													k i ¹			
1089-13													kʰ u p ¹			
843-13													n a n ¹			
2787-13													ɕ a t ¹			
4462-13													ˀn u n ¹			
10918-13													h a n ¹			
6582-13													h ui ¹			
2070-13													k a ¹			
3075-13													ˀȵ aː k ¹			
10848-13													v a ¹			
2480-13													ts ə n ¹			
2214-13													k ai ¹			
7225-13													h ə t ¹			
3515-13													p j a m ¹			
2588-13													ts ə n ¹			
2908-13													p j aː k ¹			
2393-13													ˀn a ¹			
1156-13													ŋ ai ¹			
2374-13													ⁿd a ¹			
2146-13													qʰ a ¹			
5133-13													ˀn a ŋ ¹			
4981-13													m u k ¹			
10239-13													m a ¹			
599-13													n j uː t ¹			
5048-13													q o ¹			
6331-13													h a ¹			
290-13													Ø i n ¹			
311-13													h aː k ¹			
3430-13													m j a ¹			
5369-13													m j a ¹			
2749-13													ȶ o n ¹			
2621-13													l j a p ¹			
1181-13													t a k ¹			
949-13													t j u ¹			
2839-13													t i n ¹			
861-13													l aː k ¹			
6773-13													l aː k ¹			
5739-13													l aː k ¹			
5740-13													kʰ ə t ¹			
3550-13													ɕ u m ¹			
4445-13													p uː t ¹			
680-13													l o ŋ ¹			
817-13													ⁿd ə n ¹			
782-13													pʰ j aː t ¹			
10396-13													ˀn j u ¹			
4606-13													n aː n ¹			
5207-13													m a n ¹			
7280-13													ts j a ¹			
6983-13													ʔ j uː t ¹			
5168-13													p u ŋ ¹			
1264-13													ts w u ¹			
915-13													t ui ¹			
1767-13													ts u ŋ ¹			
10901-13													k w e ŋ ¹			
10867-13													ˀd o ŋ ¹			
417-13													k w aː n ¹			
2285-13													pʰ j e ¹			
11002-13													ʔ i t ¹			
6348-13													m ai ¹			
6349-13													Ø aː n ¹			
10602-13													ˀb ə n ¹			
5654-13													m e n ¹			
880-13													l e ¹			
983-13													ȵ aː n ¹			
2033-13													t o ¹			
1433-13													ʔ j a ¹			
1467-13													ˀd u k ¹			
469-13													t j u m ¹			
3127-13													m j a ¹			
4623-13													h a ¹			
7099-13													l ə k ¹			
4726-13													ɕ e n ¹			
10465-13													ˀb aː n ¹			
5519-13													h ə n ¹			
5893-13													kʰ u n ¹			
2857-13													t i n ¹			
3645-13													ɣ aː n ¹			
3032-13													f j aː n ¹			
2088-13													v j a n ¹			
2463-13													p u ¹			
4794-13													n i ¹			
4569-13													l u ŋ ¹			
4586-13													ts u ¹			
4552-13													p a ¹			
3228-13													q o ŋ ¹			
3245-13													j a ¹			
6651-13													l aː k ¹			
6652-13													ˀb aː n ¹			
1817-13													l aː k ¹			
1818-13													ˀb j aː k ¹			
11052-13													n u ¹			
1230-13													l aː k ¹			
3380-13													h e k ¹			
8174-13													ɣ u m ¹			
8599-13													p j a m ¹			
7782-13													ⁿd j ai ¹			
8294-13													l w i k ¹			
8514-13													h aːi ¹			
9669-13													l j a k ¹			
8531-13													p aːi ¹			
7954-13													ʔ u k ¹			
9968-13													s aː m ¹			
8040-13													t a ¹			
9304-13													ts i ¹			
8345-13													t o k ¹			
8765-13													ȶ w o k ¹			
8849-13													s e ŋ ¹			
9286-13													k w aː ŋ ¹			
9581-13													n u n ¹			
9267-13													l w a ¹			
8497-13													ts ə n ¹			
7602-13													ʔ aː p ¹			
8431-13													v j ə n ¹			
10036-13													s u k ¹			
10019-13													l a k ¹			
9216-13													n e ¹			
8074-13													q a t ¹			
9511-13													p a n ¹			
8243-13													ʔ j a m ¹			
9250-13													t Ø m ¹			
7568-13													s aːi ¹			
8832-13													k u ¹			
8057-13													ˀȵ e ¹			
7716-13													h u p ¹			
9899-13													ts i ¹			
7585-13													kʰ au ¹			
8582-13													m j a ¹			
9097-13													l a m ¹			
10125-13													v a ¹			
9460-13													l aːi ¹			
9649-13													pʰ uː t ¹			
9870-13													ŋ a p ¹			
8680-13													ŋ a m ¹			
7699-13													ȶ i t ¹			
9001-13													ŋ w a t ¹			
9494-13													t i p ¹			
7666-13													ɕ ə n ¹			
9598-13													t a k ¹			
8023-13													q u m ¹			
6882-14														z ə t ¹		
6485-14														ˀb ə n ¹		
4690-14														m o n ¹		
5671-14														f ə n ¹		
4272-14														l aː p ¹		
10935-14														ˀb e ¹		
4760-14														n j aː n ¹		
1881-14														v a n ¹		
4777-14														ɕ ə t ¹		
10969-14														v a n ¹		
10970-14														ȵ u ¹		
10206-14														v a n ¹		
6565-14														k w a n ¹		
1281-14														ʔ j e n ¹		
10569-14														n a m ¹		
6899-14														pʰ j u ŋ ¹		
7081-14														k ui ¹		
4090-14														ⁿd a m ¹		
2197-14														h u m ¹		
3352-14														t i ¹		
3892-14														ɕ ə t ¹		
1071-14														q aː m ¹		
10313-14														m ai ¹		
2671-14														ⁿd j ə t ¹		
5502-14														f aː k ¹		
7382-14														ⁿd u n ¹		
932-14														ts i ŋ ¹		
533-14														m ai ¹		
4159-14														v a ¹		
2804-14														n u k ¹		
5451-14														ɣ ai ¹		
5773-14														ʔ au ¹		
6933-14														ʔ au ¹		
4657-14														ʔ au ¹		
4658-14														f j aː ŋ ¹		
6966-14														ɕ i ¹		
5351-14														ˀɣ a ¹		
4073-14														ⁿd aːi ¹		
2163-14														ˀb j aː ŋ ¹		
1121-14														f a ¹		
5790-14														v aː ŋ ¹		
10413-14														ˀm a ¹		
6731-14														ˀm a ¹		
1645-14														ˀm a ¹		
4914-14														ˀm a ¹		
6175-14														ˀŋ a ¹		
3092-14														s i ŋ ¹		
1247-14														l j aː n ¹		
5620-14														ɕ j eu ¹		
4897-14														ʁ a ¹		
4811-14														pʰ aː ŋ ¹		
1213-14														q aːi ¹		
11019-14														ʁ aː ŋ ¹		
11020-14														q aːi ¹		
2129-14														ʔ e p ¹		
3211-14														ŋ aː n ¹		
714-14														n o k ¹		
1729-14														q a ¹		
3679-14														m a ¹		
1054-14														m eu ¹		
7448-14														m u m ¹		
582-14														ˀm i ¹		
4743-14														m o n ¹		
5419-14														l j ə n ¹		
5601-14														ˀb i n ¹		
2705-14														m o m ¹		
6381-14														ȵ o ŋ ¹		
1017-14														ˀb a ¹		
645-14														l u k ¹		
273-14														m ə t ¹		
4338-14														ⁿd j a k ¹		
2533-14														k i ¹		
1089-14														kʰ u p ¹		
843-14														n a n ¹		
2787-14														m̥ a t ¹		
4462-14														ˀn u n ¹		
10918-14														h a n ¹		
6582-14														h ui ¹		
2070-14														k a ¹		
3075-14														ȵ aː k ¹		
10848-14														v a ¹		
2480-14														ts ə n ¹		
2214-14														k ai ¹		
7225-14														h ə t ¹		
3515-14														p j a m ¹		
2588-14														ts ə n ¹		
2908-14														p j aː k ¹		
