COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
2129-7							ʔ ai ¹									
3211-7							ŋ aː n ¹									
714-7							n au ¹									
1729-7							q a ¹									
3679-7							m a ¹									
1054-7							m ai ¹									
7448-7							m u m ¹									
582-7							m i ¹									
4743-7							m o n ¹									
5419-7							l j ə n ¹									
5601-7							ⁿb i n ¹									
2705-7							m o m ¹									
6381-7							ɣ o ŋ ¹									
1017-7							ɣ a ¹									
645-7							l aː k ¹									
273-7							m a t ¹									
4338-7							ⁿd j a k ¹									
2533-7							k i ¹									
1089-7							kʰ u p ¹									
843-7							n a n ¹									
2787-7							n a t ¹									
4462-7							n o n ¹									
10918-7							h a n ¹									
6582-7							h ui ¹									
2070-7							k a ¹									
3075-7							ȵ aː k ¹									
10848-7							v a ¹									
2480-7							ȶ e n ¹									
2214-7							k ai ¹									
7225-7							h ə t ¹									
3515-7							p j a m ¹									
2588-7							ȶ e n ¹									
2908-7							p aː k ¹									
2393-7							n a ¹									
1156-7							t ai ¹									
2374-7							ⁿd a ¹									
2146-7							kʰ a ¹									
5133-7							n a ŋ ¹									
4981-7							m j a k ¹									
10239-7							m a ¹									
599-7							ȵ j a t ¹									
5048-7							q o ¹									
6331-7							h a ¹									
290-7							h i n ¹									
311-7							h aː k ¹									
3430-7							m j a ¹									
5369-7							m j a ¹									
2749-7							ȶ a n ¹									
2621-7							l j a p ¹									
1181-7							t a k ¹									
949-7							t j u ¹									
2839-7							t i n ¹									
861-7							l aː k ¹									
6773-7							l aː k ¹									
5739-7							l aː k ¹									
5740-7							h w ə t ¹									
3550-7							ɕ u m ¹									
4445-7							p a t ¹									
680-7							l o ŋ ¹									
817-7							t a n ¹									
782-7							pʰ j a t ¹									
10396-7							n j u ¹									
4606-7							n a n ¹									
5207-7							m a n ¹									
7280-7							ȶ j a ¹									
6983-7							j j a t ¹									
5168-7							p u ŋ ¹									
1264-7							ȶ u ¹									
915-7							t ui ¹									
1767-7							ȶ u ŋ ¹									
10901-7							k a ŋ ¹									
10867-7							ⁿd o ŋ ¹									
417-7							k a n ¹									
2285-7							pʰ j ai ¹									
11002-7							j i t ¹									
6348-7							m ai ¹									
6349-7							ɣ aː n ¹									
10602-7							h ə n ¹									
5654-7							m j ə n ¹									
880-7							l e ¹									
983-7							ȵ aː n ¹									
2033-7							t o ¹									
1433-7							j j a ¹									
1467-7							ⁿd j a k ¹									
469-7							t j u m ¹									
3127-7							m j a ¹									
4623-7							h a ¹									
7099-7							l j a k ¹									
4726-7							h j ə n ¹									
10465-7							ⁿb aː n ¹									
5519-7							h ə n ¹									
5893-7							kʰ u n ¹									
2857-7							t i n ¹									
3645-7							ɣ aː n ¹									
3032-7							h j a n ¹									
2088-7							v j a n ¹									
2463-7							p u ¹									
4794-7							n i ¹									
4569-7							l u ŋ ¹									
4586-7							ȶ u ¹									
4552-7							p a ¹									
3228-7							q o ŋ ¹									
3245-7							j a ¹									
6651-7							l aː k ¹									
6652-7							p aː n ¹									
1817-7							l aː k ¹									
1818-7							ⁿb j a k ¹									
11052-7							n u ¹									
1230-7							l aː k ¹									
3380-7							h aː k ¹									
8174-7							ɣ u m ¹									
8599-7							p j a m ¹									
7782-7							ⁿd j ai ¹									
8294-7							l i k ¹									
8514-7							h aːi ¹									
9669-7							l j a k ¹									
8531-7							p aːi ¹									
7954-7							ʔ u k ¹									
9968-7							s aː m ¹									
8040-7							t a ¹									
9304-7							ȶ i ¹									
8345-7							t a k ¹									
8765-7							ȶ e k ¹									
8849-7							s i ŋ ¹									
9286-7							k aː ŋ ¹									
9581-7							n u n ¹									
9267-7							l a ¹									
8497-7							ȶ e n ¹									
7602-7							ʔ aː p ¹									
8431-7							v j a n ¹									
10036-7							s u k ¹									
10019-7							l a k ¹									
9216-7							n au ¹									
8074-7							k a t ¹									
9511-7							p a n ¹									
8243-7							j a m ¹									
9250-7							t j ə m ¹									
7568-7							s aːi ¹									
8832-7							k u ¹									
8057-7							p e ¹									
7716-7							h u p ¹									
9899-7							ȶ i ¹									
7585-7							n au ¹									
8582-7							m j a ¹									
9097-7							l a m ¹									
10125-7							v a ¹									
9460-7							l aːi ¹									
9649-7							pʰ ə t ¹									
9870-7							ŋ a p ¹									
8680-7							h a m ¹									
7699-7							ȶ i t ¹									
9001-7							h a t ¹									
9494-7							t i p ¹									
7666-7							h j a n ¹									
9598-7							t a k ¹									
8023-7							kʰ u m ¹									
9053-7							ɣ u t ¹									
10091-7							s a k ¹									
10002-7							pʰ j a ¹									
7765-7							t aːu ¹									
8800-7							m e ¹									
9934-7							k a ¹									
9985-7							ʔ aːu ¹									
7850-7							t a p ¹									
7816-7							ʔ a m ¹									
8663-7							kʰ u m ¹									
8697-7							ȶ i t ¹									
9615-7							j a n ¹									
8362-7							t a t ¹									
8091-7							t ai ¹									
8748-7							h a ¹									
22-7							n aːu ¹									
11084-7							s aːu ¹									
7365-7							n au ¹									
4201-7							s i ¹									
5841-7							h w ə ¹									
4640-7							t a ¹									
662-7							l aː n ¹									
384-7							ȵ aːu ¹									
5151-7							m e ¹									
1399-7							t o ¹									
5259-7							j j a t ¹									
10353-7							ɣ a ¹									
10370-7							ȵ i ¹									
7401-7							h aː m ¹									
2958-7							h i ¹									
2770-7							ŋ au ¹									
6434-7							l j a k ¹									
6192-7							h j a t ¹									
2231-7							p aː t ¹									
5116-7							ȶ u ¹									
7297-7							s u p ¹									
3731-7							p e k ¹									
748-7							n a m ¹									
2180-7							h a m ¹									
4107-7							ȵ a m ¹									
2688-7							k o n ¹									
616-7							k i ŋ ¹									
1898-7							ⁿd a k ¹									
203-7							m ai ¹									
897-7							ⁿb j a ¹									
10189-7							h j ə n ¹									
1592-7							s o k ¹									
6088-7							t j a ŋ ¹									
2975-7							ⁿd aː ŋ ¹									
6714-7							h u m ¹									
731-7							q a m ¹									
2722-7							j u ¹									
5637-7							h aː t ¹									
765-7							j i k ¹									
1695-7							h i m ¹									
2112-7							ɕ j u ¹									
6634-7							m a ¹									
7331-7							n a ¹									
7348-7							h aː ŋ ¹									
6527-7							t i ¹									
3568-7							q a n ¹									
4378-7							ɣ aːi ¹									
6292-7							ⁿd j a n ¹									
3585-7							ɣ aː ŋ ¹									
4428-7							ⁿd a m ¹									
7046-7							h j a ŋ ¹									
1915-7							j a m ¹									
4518-7							k u ŋ ¹									
2516-7							ɕ j əu ¹									
4480-7							p aː n ¹									
2499-7							ⁿb j a k ¹									
5584-7							h o ¹									
2429-7							h aːi ¹									
5224-7							q aːu ¹									
3464-7							h j a k ¹									
10142-7							t o ŋ ¹									
7159-7							v a n ¹									
6599-7							n ui ¹									
10207-7							m u ¹									
6837-7							s a n ¹									
2654-7							v i ¹									
367-7							ɕ u k ¹									
5858-7							n j a ¹									
5944-7							h aː ŋ ¹									
7138-7							ʔ ui ¹									
4845-7							j a ¹									
10570-7							k ui ¹									
5300-7							ⁿb j a n ¹									
1748-7							h i k ¹									
3532-7							t u ¹									
310-7							t ai ¹									
4321-7							t a p ¹									
6685-7							h aːu ¹									
6882-8								z ə t ¹								
6485-8								ⁿb ə n ¹								
4690-8								m o n ¹								
5671-8								f ə n ¹								
4272-8								l aː p ¹								
10935-8								ⁿb e ¹								
4760-8								n j aː n ¹								
1881-8								v a n ¹								
4777-8								h ə t ¹								
10969-8								v a n ¹								
10970-8								ȵ u ¹								
10206-8								v a n ¹								
6565-8								k a n ¹								
1281-8								j e n ¹								
10569-8								n a m ¹								
6899-8								pʰ j u ŋ ¹								
7081-8								k ui ¹								
4090-8								ⁿd a m ¹								
2197-8								h u m ¹								
3352-8								t i ¹								
3892-8								h ə t ¹								
1071-8								q aː m ¹								
10313-8								m ai ¹								
2671-8								ⁿd j ə t ¹								
5502-8								f aː k ¹								
7382-8								ⁿd u n ¹								
932-8								ts i ŋ ¹								
533-8								m ai ¹								
4159-8								v a ¹								
2804-8								n u k ¹								
5451-8								ɣ ai ¹								
5773-8								ʔ au ¹								
6933-8								ʔ au ¹								
4657-8								ʔ au ¹								
4658-8								f j aː ŋ ¹								
6966-8								h i ¹								
5351-8								ɣ a ¹								
4073-8								ⁿd aːi ¹								
2163-8								ⁿb j aː ŋ ¹								
1121-8								f a ¹								
5790-8								v aː ŋ ¹								
10413-8								m a ¹								
6731-8								m a ¹								
1645-8								m a ¹								
4914-8								m a ¹								
6175-8								n a ¹								
3092-8								s i ŋ ¹								
1247-8								l j aː n ¹								
5620-8								h j u ¹								
4897-8								ⁿd a ¹								
4811-8								pʰ aː ŋ ¹								
1213-8								q aːi ¹								
11019-8								n aː ŋ ¹								
11020-8								q aːi ¹								
2129-8								ʔ e p ¹								
3211-8								ŋ aː n ¹								
714-8								n aː k ¹								
1729-8								q a ¹								
3679-8								m a ¹								
1054-8								m ai ¹								
7448-8								m u m ¹								
582-8								m i ¹								
4743-8								m o n ¹								
5419-8								l j ə n ¹								
5601-8								ⁿb i n ¹								
2705-8								m o m ¹								
6381-8								ȵ o ŋ ¹								
1017-8								ⁿb a ¹								
645-8								l u k ¹								
273-8								m ə t ¹								
4338-8								ⁿd j a k ¹								
2533-8								k i ¹								
1089-8								kʰ u p ¹								
843-8								n a n ¹								
2787-8								h a t ¹								
4462-8								n u n ¹								
10918-8								h a n ¹								
6582-8								h ui ¹								
2070-8								k a ¹								
3075-8								ȵ aː k ¹								
10848-8								v a ¹								
2480-8								ts ə n ¹								
2214-8								k ai ¹								
7225-8								h a t ¹								
3515-8								p j a m ¹								
2588-8								ts ə n ¹								
2908-8								p j aː k ¹								
2393-8								n a ¹								
1156-8								ŋ ai ¹								
2374-8								ⁿd a ¹								
2146-8								qʰ a ¹								
5133-8								n a ŋ ¹								
4981-8								m u k ¹								
10239-8								m a ¹								
599-8								n j u t ¹								
5048-8								q o ¹								
6331-8								h a ¹								
290-8								ɕ i n ¹								
311-8								h aː k ¹								
3430-8								m j a ¹								
5369-8								m j a ¹								
2749-8								ȶ o n ¹								
2621-8								l j a p ¹								
1181-8								t a k ¹								
949-8								t j u ¹								
2839-8								t i n ¹								
861-8								l aː k ¹								
6773-8								l aː k ¹								
5739-8								l aː k ¹								
5740-8								h ə t ¹								
3550-8								h j u m ¹								
4445-8								p o t ¹								
680-8								l o ŋ ¹								
817-8								t ə n ¹								
782-8								pʰ j aː t ¹								
10396-8								n j u ¹								
4606-8								n aː n ¹								
5207-8								m a n ¹								
7280-8								ȶ a ¹								
6983-8								j u t ¹								
5168-8								p o ŋ ¹								
1264-8								ts u ¹								
915-8								t ui ¹								
1767-8								ts u ŋ ¹								
10901-8								k i ŋ ¹								
10867-8								ⁿd o ŋ ¹								
417-8								k aː n ¹								
2285-8								pʰ j e ¹								
11002-8								ȶ i t ¹								
6348-8								m ai ¹								
6349-8								ɣ aː n ¹								
10602-8								ⁿb ə n ¹								
5654-8								m j e n ¹								
880-8								l e ¹								
983-8								ȵ aː n ¹								
2033-8								t o ¹								
1433-8								j a ¹								
1467-8								ⁿd u k ¹								
469-8								t j u m ¹								
3127-8								m j a ¹								
4623-8								h a ¹								
7099-8								l j ə k ¹								
4726-8								h e n ¹								
10465-8								ⁿb aː n ¹								
5519-8								h a n ¹								
5893-8								kʰ u n ¹								
2857-8								t i n ¹								
3645-8								ɣ aː n ¹								
3032-8								pʰ j aː n ¹								
2088-8								v j a n ¹								
2463-8								p u ¹								
4794-8								n i ¹								
4569-8								l u ŋ ¹								
4586-8								ts u ¹								
4552-8								p a ¹								
3228-8								q o ŋ ¹								
3245-8								j a ¹								
6651-8								l aː k ¹								
6652-8								ⁿb aː n ¹								
1817-8								l aː k ¹								
1818-8								ⁿb j aː k ¹								
11052-8								n u ¹								
1230-8								l aː k ¹								
3380-8								h aː k ¹								
8174-8								ɣ u m ¹								
8599-8								p j a m ¹								
7782-8								ⁿd j ai ¹								
8294-8								l i k ¹								
8514-8								h aːi ¹								
9669-8								l j a k ¹								
8531-8								p aːi ¹								
7954-8								ʔ u k ¹								
9968-8								s aː m ¹								
8040-8								t a ¹								
9304-8								ȶ i ¹								
8345-8								t o k ¹								
8765-8								ȶ o k ¹								
8849-8								s e ŋ ¹								
9286-8								k aː ŋ ¹								
9581-8								n u n ¹								
9267-8								l w a ¹								
8497-8								ts ə n ¹								
7602-8								ʔ aː p ¹								
8431-8								v j ə n ¹								
10036-8								s u k ¹								
10019-8								l a k ¹								
9216-8								n e ¹								
8074-8								q a t ¹								
9511-8								p a n ¹								
8243-8								j a m ¹								
9250-8								t j e m ¹								
7568-8								s aːi ¹								
8832-8								k u ¹								
8057-8								ȵ e ¹								
7716-8								h u p ¹								
9899-8								ȶ i ¹								
7585-8								h au ¹								
8582-8								ⁿb j a ¹								
9097-8								l a m ¹								
10125-8								v a ¹								
9460-8								l aːi ¹								
9649-8								pʰ u t ¹								
9870-8								ŋ a p ¹								
8680-8								n a m ¹								
7699-8								ȶ i t ¹								
9001-8								v a t ¹								
9494-8								t i p ¹								
7666-8								h ə n ¹								
9598-8								t a k ¹								
8023-8								q u m ¹								
9053-8								n u t ¹								
10091-8								s ə k ¹								
10002-8								pʰ j aːu ¹								
7765-8								t aːu ¹								
8800-8								m e ¹								
9934-8								k a ¹								
9985-8								ʔ aːu ¹								
7850-8								t aː p ¹								
7816-8								ʔ a m ¹								
8663-8								ʔ u m ¹								
8697-8								ȶ i t ¹								
9615-8								j a n ¹								
8362-8								t ə t ¹								
8091-8								t ai ¹								
8748-8								h a ¹								
22-8								ⁿd aːu ¹								
11084-8								s aːu ¹								
7365-8								n aːi ¹								
4201-8								s i ¹								
5841-8								f a ¹								
4640-8								t a ¹								
662-8								l ə n ¹								
384-8								ȵ aːu ¹								
5151-8								m e ¹								
1399-8								t o ¹								
5259-8								j ə t ¹								
10353-8								ɣ a ¹								
10370-8								ȵ i ¹								
7401-8								h aː m ¹								
2958-8								h i ¹								
2770-8								ŋ o ¹								
6434-8								l j a k ¹								
6192-8								h ə t ¹								
2231-8								p aː t ¹								
5116-8								ȶ u ¹								
7297-8								s u p ¹								
3731-8								p e k ¹								
748-8								n a m ¹								
2180-8								h a m ¹								
4107-8								ȵ a m ¹								
2688-8								k a n ¹								
616-8								k i ŋ ¹								
1898-8								ⁿd a k ¹								
203-8								m ai ¹								
897-8								ⁿb j a ¹								
10189-8								h e n ¹								
1592-8								s aː k ¹								
6088-8								t j a ŋ ¹								
2975-8								ⁿd aː ŋ ¹								
6714-8								h u m ¹								
731-8								q a m ¹								
2722-8								j u ¹								
5637-8								h aː t ¹								
765-8								j i k ¹								
1695-8								ɕ i m ¹								
2112-8								s j u ¹								
6634-8								m a ¹								
7331-8								n a ¹								
7348-8								ⁿb aː ŋ ¹								
6527-8								t i ¹								
3568-8								z a n ¹								
4378-8								ɣ aːi ¹								
6292-8								ⁿd j ə n ¹								
3585-8								v aː ŋ ¹								
4428-8								ⁿd a m ¹								
7046-8								h a ŋ ¹								
1915-8								j a m ¹								
4518-8								k u ŋ ¹								
2516-8								s j u ¹								
4480-8								ⁿb aː n ¹								
2499-8								ⁿb j aː k ¹								
5584-8								h o ¹								
2429-8								h a ¹								
5224-8								q aːu ¹								
3464-8								kʰ a k ¹								
10142-8								t o ŋ ¹								
7159-8								v a n ¹								
6599-8								n ui ¹								
10207-8								m u ¹								
6837-8								s a n ¹								
2654-8								v i ¹								
367-8								v u k ¹								
5858-8								n j a ¹								
451-8								f a n ¹								
5944-8								h aː ŋ ¹								
512-8								l j aː k ¹								
7138-8								ʔ aːu ¹								
4845-8								j a ¹								
4915-8								q aː t ¹								
10570-8								k ui ¹								
5300-8								ⁿb j aː n ¹								
5418-8								ȶ i ¹								
1748-8								f i k ¹								
3532-8								t u ¹								
310-8								t e ¹								
5368-8								f a ¹								
4321-8								t a p ¹								
5065-8								ȶ e ¹								
5961-8								l aː k ¹								
1450-8								t a ¹								
10430-8								ⁿd ə ¹								
6210-8								t au ¹								
5468-8								z ə n ¹								
6685-8								h aːu ¹								
6882-9									z ə t ¹							
6485-9									ⁿb ə n ¹							
4690-9									m o n ¹							
5671-9									f ə n ¹							
4272-9									l aː p ¹							
10935-9									ⁿb e ¹							
4760-9									n j aː n ¹							
1881-9									v a n ¹							
4777-9									h j ə t ¹							
10969-9									v a n ¹							
10970-9									ʔ u ¹							
10206-9									v a n ¹							
6565-9									k a n ¹							
1281-9									ʔ j e n ¹							
10569-9									n a m ¹							
6899-9									pʰ j u ŋ ¹							
7081-9									k ui ¹							
4090-9									ⁿd a m ¹							
2197-9									h u m ¹							
3352-9									t i ¹							
3892-9									h j ə t ¹							
1071-9									q aː m ¹							
10313-9									m ai ¹							
2671-9									ⁿd j ə t ¹							
5502-9									f aː k ¹							
7382-9									ⁿd u n ¹							
932-9									ȶ i ŋ ¹							
533-9									m ai ¹							
4159-9									v a ¹							
2804-9									n u k ¹							
5451-9									ɣ ai ¹							
5773-9									ʔ au ¹							
6933-9									ʔ au ¹							
4657-9									ʔ au ¹							
4658-9									f j aː ŋ ¹							
6966-9									h i ¹							
5351-9									ɣ a ¹							
4073-9									ⁿd aːi ¹							
2163-9									ⁿb j aː ŋ ¹							
1121-9									f a ¹							
5790-9									v aː ŋ ¹							
10413-9									m a ¹							
6731-9									m a ¹							
1645-9									m a ¹							
4914-9									m a ¹							
6175-9									v a ¹							
3092-9									s i ŋ ¹							
1247-9									l j aː n ¹							
5620-9									h j u ¹							
4897-9									ⁿd a ¹							
4811-9									pʰ aː ŋ ¹							
1213-9									q aːi ¹							
11019-9									ⁿd aː ŋ ¹							
11020-9									q aːi ¹							
2129-9									ʔ e p ¹							
3211-9									ŋ aː n ¹							
714-9									n a k ¹							
1729-9									q a ¹							
3679-9									m a ¹							
1054-9									m e ¹							
7448-9									m u m ¹							
582-9									m i ¹							
4743-9									m o n ¹							
5419-9									l j ə n ¹							
5601-9									ⁿb i n ¹							
2705-9									m o m ¹							
6381-9									ȵ o ŋ ¹							
1017-9									ⁿb a ¹							
645-9									l u k ¹							
273-9									m a t ¹							
4338-9									ⁿd j a k ¹							
2533-9									k i ¹							
1089-9									kʰ u p ¹							
843-9									n a n ¹							
2787-9									h a t ¹							
4462-9									n u n ¹							
10918-9									h a n ¹							
6582-9									h ui ¹							
2070-9									k a ¹							
3075-9									ʔ aː k ¹							
10848-9									v a ¹							
2480-9									ts ə n ¹							
2214-9									k ai ¹							
7225-9									h ə t ¹							
3515-9									p j a m ¹							
2588-9									ts ə n ¹							
2908-9									p j aː k ¹							
2393-9									n a ¹							
1156-9									ŋ ai ¹							
2374-9									ⁿd a ¹							
2146-9									qʰ a ¹							
5133-9									n a ŋ ¹							
4981-9									m u k ¹							
10239-9									m a ¹							
599-9									n j u t ¹							
5048-9									q o ¹							
6331-9									h a ¹							
290-9									ɕ i n ¹							
311-9									h aː k ¹							
3430-9									m j a ¹							
5369-9									m j a ¹							
2749-9									ȶ o n ¹							
2621-9									l j a p ¹							
1181-9									t a k ¹							
949-9									t j u ¹							
2839-9									t i n ¹							
861-9									l aː k ¹							
6773-9									l aː k ¹							
5739-9									l aː k ¹							
5740-9									h ə t ¹							
3550-9									h j u m ¹							
4445-9									p o t ¹							
680-9									l o ŋ ¹							
817-9									t ə n ¹							
782-9									pʰ j aː t ¹							
10396-9									n j u ¹							
4606-9									n aː n ¹							
5207-9									m a n ¹							
7280-9									ȶ a ¹							
6983-9									ʔ j u t ¹							
5168-9									p u ŋ ¹							
1264-9									ts u ¹							
915-9									t ui ¹							
1767-9									ts u ŋ ¹							
10901-9									k a ŋ ¹							
10867-9									ⁿd o ŋ ¹							
417-9									k aː n ¹							
2285-9									pʰ j ai ¹							
11002-9									ʔ i t ¹							
6348-9									m ai ¹							
6349-9									ⁿd aː n ¹							
10602-9									ⁿb ə n ¹							
5654-9									m j e n ¹							
880-9									l e ¹							
983-9									ȵ aː n ¹							
2033-9									t o ¹							
1433-9									ʔ j a ¹							
1467-9									ⁿd u k ¹							
469-9									t j u m ¹							
3127-9									m j a ¹							
4623-9									h a ¹							
7099-9									l j aː k ¹							
4726-9									h j e n ¹							
10465-9									ⁿb aː n ¹							
5519-9									h ə n ¹							
5893-9									kʰ u n ¹							
2857-9									t i n ¹							
3645-9									ɣ aː n ¹							
3032-9									f j aː n ¹							
2088-9									v j a n ¹							
2463-9									p u ¹							
4794-9									n i ¹							
4569-9									l u ŋ ¹							
4586-9									ts u ¹							
4552-9									p a ¹							
3228-9									q o ŋ ¹							
3245-9									j a ¹							
6651-9									l aː k ¹							
6652-9									ⁿb aː n ¹							
1817-9									l aː k ¹							
1818-9									ⁿb j aː k ¹							
11052-9									n u ¹							
1230-9									l aː k ¹							
3380-9									h e k ¹							
8174-9									ɣ u m ¹							
8599-9									p j a m ¹							
7782-9									ⁿd j ai ¹							
8294-9									l i k ¹							
8514-9									h aːi ¹							
9669-9									l j a k ¹							
8531-9									p aːi ¹							
7954-9									ʔ u k ¹							
9968-9									s aː m ¹							
8040-9									t a ¹							
9304-9									ȶ i ¹							
8345-9									t o k ¹							
8765-9									ȶ o k ¹							
8849-9									s e ŋ ¹							
9286-9									k aː ŋ ¹							
9581-9									n u n ¹							
9267-9									l a ¹							
8497-9									ts ə n ¹							
7602-9									ʔ aː p ¹							
8431-9									v j ə n ¹							
10036-9									s u k ¹							
10019-9									l a k ¹							
9216-9									n e ¹							
8074-9									q a t ¹							
9511-9									p a n ¹							
8243-9									ʔ j a m ¹							
9250-9									t j e m ¹							
7568-9									s aːi ¹							
8832-9									k u ¹							
8057-9									ȵ e ¹							
7716-9									h u p ¹							
9899-9									ȶ i ¹							
7585-9									kʰ au ¹							
8582-9									ⁿb j a ¹							
9097-9									l a m ¹							
10125-9									v a ¹							
9460-9									l aːi ¹							
9649-9									pʰ u t ¹							
9870-9									ŋ a p ¹							
8680-9									n a m ¹							
7699-9									ȶ i t ¹							
9001-9									qʰ a t ¹							
9494-9									t i p ¹							
7666-9									h i n ¹							
9598-9									t a k ¹							
8023-9									q u m ¹							
9053-9									ɣ u t ¹							
10091-9									s a k ¹							
10002-9									pʰ j aːu ¹							
7765-9									t aːu ¹							
8800-9									m e ¹							
9934-9									k a ¹							
9985-9									ʔ aːu ¹							
7850-9									t aː p ¹							
7816-9									ʔ a m ¹							
8663-9									ʔ u m ¹							
8697-9									ȶ i t ¹							
9615-9									ʔ j a n ¹							
8362-9									t ə t ¹							
8091-9									t ai ¹							
8748-9									h a ¹							
22-9									t aːu ¹							
11084-9									s aːu ¹							
7365-9									n aːi ¹							
4201-9									s i ¹							
5841-9									f a ¹							
4640-9									t a ¹							
662-9									l ə n ¹							
384-9									ȵ aːu ¹							
5151-9									m e ¹							
1399-9									t o ¹							
5259-9									ʔ j ə t ¹							
10353-9									ɣ a ¹							
10370-9									ȵ i ¹							
7401-9									h aː m ¹							
2958-9									h i ¹							
2770-9									ŋ o ¹							
6434-9									l j ə k ¹							
6192-9									h j ə t ¹							
2231-9									p aː t ¹							
5116-9									ȶ u ¹							
7297-9									s u p ¹							
3731-9									p e k ¹							
748-9									n a m ¹							
2180-9									h a m ¹							
4107-9									ȵ a m ¹							
2688-9									k o n ¹							
616-9									k i ŋ ¹							
1898-9									ⁿd a k ¹							
203-9									m ai ¹							
897-9									ⁿb j a ¹							
10189-9									h j e n ¹							
1592-9									s o k ¹							
6088-9									t j a ŋ ¹							
2975-9									ⁿd aː ŋ ¹							
6714-9									h u m ¹							
731-9									q a m ¹							
2722-9									j u ¹							
5637-9									qʰ aː t ¹							
765-9									j i k ¹							
1695-9									h i m ¹							
2112-9									s j u ¹							
6634-9									m a ¹							
7331-9									n a ¹							
7348-9									ⁿb aː ŋ ¹							
6527-9									t i ¹							
3568-9									z a n ¹							
4378-9									ɣ aːi ¹							
6292-9									ⁿd j ə n ¹							
3585-9									v aː ŋ ¹							
4428-9									ⁿd a m ¹							
7046-9									h a ŋ ¹							
1915-9									ʔ j a m ¹							
4518-9									k u ŋ ¹							
2516-9									s j eu ¹							
4480-9									ⁿb aː n ¹							
2499-9									ⁿb j aː k ¹							
5584-9									h o ¹							
2429-9									h oi ¹							
5224-9									q aːu ¹							
3464-9									h a k ¹							
10142-9									t o ŋ ¹							
7159-9									v a n ¹							
6599-9									n ui ¹							
10207-9									m u ¹							
6837-9									s ə n ¹							
2654-9									v i ¹							
367-9									v u k ¹							
5858-9									n j a ¹							
451-9									f a n ¹							
5944-9									h aː ŋ ¹							
512-9									l j aː k ¹							
7138-9									ʔ ui ¹							
4845-9									j a ¹							
4915-9									q aː t ¹							
10570-9									k ui ¹							
5300-9									ⁿb j aː n ¹							
5418-9									ȶ i ¹							
1748-9									f i t ¹							
3532-9									t u ¹							
310-9									t e ¹							
5368-9									f a ¹							
4321-9									t a p ¹							
5065-9									kʰ e ¹							
5961-9									l aː k ¹							
1450-9									t a ¹							
10430-9									tsʰ aːi ¹							
6210-9									t au ¹							
5468-9									z ə n ¹							
6685-9									h aːu ¹							
6882-10										ɣ ə t ¹						
6485-10										ˀb i n ¹						
4690-10										m u n ¹						
5671-10										f ə n ¹						
4272-10										l aː p ¹						
10935-10										ⁿb e ¹						
4760-10										n j aː n ¹						
1881-10										v a n ¹						
4777-10										ɕ ə t ¹						
10969-10										v a n ¹						
10970-10										ˀȵ u ¹						
10206-10										v a n ¹						
6565-10										k w a n ¹						
1281-10										ʔ j e n ¹						
10569-10										n a m ¹						
6899-10										pʰ j u ŋ ¹						
7081-10										k ui ¹						
4090-10										ⁿd a m ¹						
2197-10										h u m ¹						
3352-10										t i ¹						
3892-10										ɕ ə t ¹						
1071-10										q aː m ¹						
10313-10										m ai ¹						
2671-10										ⁿd j ə t ¹						
5502-10										f aː k ¹						
7382-10										ⁿd u n ¹						
932-10										ts i ŋ ¹						
533-10										m ai ¹						
4159-10										v a ¹						
2804-10										n u k ¹						
5451-10										ɣ ai ¹						
5773-10										ʔ au ¹						
6933-10										ʔ au ¹						
4657-10										ʔ au ¹						
4658-10										f j aː ŋ ¹						
6966-10										ɕ i ¹						
5351-10										ˀɣ a ¹						
4073-10										ⁿd aːi ¹						
2163-10										m j aː ŋ ¹						
1121-10										f a ¹						
5790-10										v aː ŋ ¹						
10413-10										m a ¹						
6731-10										m a ¹						
1645-10										m a ¹						
4914-10										m a ¹						
6175-10										qʰ a ¹						
3092-10										s i ŋ ¹						
1247-10										l j aː n ¹						
5620-10										ɕ u ¹						
4897-10										ʁ a ¹						
4811-10										pʰ aː ŋ ¹						
1213-10										q aːi ¹						
11019-10										ʁ aː ŋ ¹						
11020-10										q aːi ¹						
2129-10										ʔ e p ¹						
3211-10										ŋ aː n ¹						
714-10										n o k ¹						
1729-10										q a ¹						
3679-10										m a ¹						
1054-10										m aːu ¹						
7448-10										m u m ¹						
582-10										m i ¹						
4743-10										m o n ¹						
5419-10										l j ə n ¹						
5601-10										ˀb i n ¹						
2705-10										m o m ¹						
6381-10										ˀȵ o ŋ ¹						
1017-10										ˀb a ¹						
645-10										l u k ¹						
273-10										m ə t ¹						
4338-10										ⁿd j a k ¹						
2533-10										k i ¹						
1089-10										kʰ u p ¹						
843-10										n a n ¹						
2787-10										m̥ a t ¹						
4462-10										ˀn u n ¹						
10918-10										h a n ¹						
6582-10										h ui ¹						
2070-10										k a ¹						
3075-10										ˀȵ aː k ¹						
10848-10										v a ¹						
2480-10										ts ə n ¹						
2214-10										k ai ¹						
7225-10										h ə t ¹						
3515-10										p j a m ¹						
2588-10										ts ə n ¹						
2908-10										p j aː k ¹						
2393-10										ˀn a ¹						
1156-10										ŋ ai ¹						
2374-10										ⁿd a ¹						
