ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_SUBGROUP
1474	134_monkey	monkey	MonpaTomko	Monpa Tomko	zalamu	zalamu	z a l a m u	kala1376	27.16536	92.23077	Tshanglic	3 7 5 7 4 7	AXBYBZ	SALAMY	8	8.S.C 8.A.V 8.L.C 8.A.V 8.M.C 8.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	zalamu	0	1208
1475	134_monkey	monkey	MonpaNamsu	Monpa Namsu	zala	zala	z a l a	kala1376	27.359505	92.34921	Tshanglic	3 7 5 7	AXBZ	SALA	5	5.S.C 5.A.V 5.L.C 5.A.V	2.0 1.5 1.75 0.8	zala	0	1208
1476	134_monkey	monkey	MonpaTembang	Monpa Tembang	zala	zala	z a l a	tsha1245	27.333876	92.40513	Tshanglic	3 7 5 7	AXBZ	SALA	7	7.S.C 7.A.V 7.L.C 7.A.V	2.0 1.5 1.75 0.8	zala	0	1208
1477	134_monkey	monkey	MonpaDirangDum	Monpa Dirang Dum	zala	zala	z a l a	tsha1245	27.334341	92.293734	Tshanglic	3 7 5 7	AXBZ	SALA	3	3.S.C 3.A.V 3.L.C 3.A.V	2.0 1.5 1.75 0.8	zala	0	1208
1478	134_monkey	monkey	MonpaSangti	Monpa Sangti	zala	zala	z a l a	tsha1245	27.402266	92.314934	Tshanglic	3 7 5 7	AXBZ	SALA	6	6.S.C 6.A.V 6.L.C 6.A.V	2.0 1.5 1.75 0.8	zala	0	1208
1479	134_monkey	monkey	MonpaDirang	Monpa Dirang	zala	zala	z a l a	tsha1245	27.34959	92.27914	Tshanglic	3 7 5 7	AXBZ	SALA	2	2.S.C 2.A.V 2.L.C 2.A.V	2.0 1.5 1.75 0.8	zala	0	1208
1480	134_monkey	monkey	MonpaTawangMonastery	Monpa Tawang Monastery	pra	pra	p r a	dakp1242	27.586829	91.85796	Takpa
1481	134_monkey	monkey	MonpaZimithang	Monpa Zimithang	pra	pra	p r a	dakp1242	27.335901	92.306528	Takpa
1482	134_monkey	monkey	MonpaChangprong	Monpa Changprong	pra	pra	p r a	dakp1242	27.578928	91.876393	Takpa
5000	134_monkey	monkey	SartangKhoitam	Sartang Khoitam	zuduŋ	zuduŋ	z u d u ŋ	khoi1252	27.358518	92.438415	Khobwa
5001	134_monkey	monkey	ChugParchu	Chug Parchu	ʃedom	ʃedom	ʃ e d o m	chug1252	27.420054	92.234173	Khobwa
5002	134_monkey	monkey	SartangDarbuA	Sartang Darbu 1	zuduŋ	zuduŋ	z u d u ŋ	sart1249	27.329171	92.358727	Khobwa
5003	134_monkey	monkey	LishLish	Lish Lish	hiŋtʃaŋdakpu	hiŋtʃaŋdakpu	h i ŋ tʃ a ŋ d a k p u	lish1235	27.368692	92.249809	Khobwa
5004	134_monkey	monkey	SherdukpenRupa	Sherdukpen Rupa	dʒuduŋ	dʒuduŋ	dʒ u d u ŋ	sher1256	27.203981	92.398629	Khobwa
5005	134_monkey	monkey	SartangDarbuB	Sartang Darbu 2	dʒutuŋ	dʒutuŋ	dʒ u t u ŋ	sart1249	27.329171	92.358727	Khobwa
5006	134_monkey	monkey	SartangKhoina	Sartang Khoina	dʒuduŋ	dʒuduŋ	dʒ u d u ŋ	khoi1253	27.337381	92.529683	Khobwa
5007	134_monkey	monkey	BugunSingchung	Bugun Singchung	stuŋ	stuŋ	s t u ŋ	sing1271	27.195773	92.473437	Khobwa
5008	134_monkey	monkey	BugunWangho	Bugun Wangho	stuŋ	stuŋ	s t u ŋ	wang1301	27.231398	92.436886	Khobwa
5009	134_monkey	monkey	BugunBichom	Bugun Bichom	stuŋ	stuŋ	s t u ŋ	bich1234	27.272159	92.574219	Khobwa
5010	134_monkey	monkey	BugunKaspi	Bugun Kaspi	stuŋ	stuŋ	s t u ŋ	kasp1234	27.204143	92.549541	Khobwa
5011	134_monkey	monkey	BugunNamphri	Bugun Namphri	ʃəduŋ	ʃəduŋ	ʃ ə d u ŋ	namp1239	27.196633	92.504931	Khobwa
5012	134_monkey	monkey	SherdukpenShergaon	Sherdukpen Shergaon	dʒuduŋ	dʒuduŋ	dʒ u d u ŋ	sher1256	27.104558	92.27076	Khobwa
6788	134_monkey	monkey	MijiNafra	Miji Nafra	ʃudo	ʃudo	ʃ u d o	miji1239	27.373776	92.546071	Khobwa
6789	134_monkey	monkey	HrusoAkaJamiri	Hruso Aka Jamiri	ʃoɸu	ʃoɸu	ʃ o ɸ u	hrus1242	27.184929	92.599114	Khobwa
6790	134_monkey	monkey	NamreiNabolang	Namrei Nabolang	ʃəbo	ʃəbo	ʃ ə b o	miji1239	27.546333	92.797975	Khobwa
6791	134_monkey	monkey	NamreiBisai	Namrei Bisai	ʃubo	ʃubo	ʃ u b o	miji1239	27.682796	92.700031	Khobwa
6792	134_monkey	monkey	DammaiRurang	Dammai Rurang	ʃubo	ʃubo	ʃ u b o	miji1239	27.368455	92.500637	Khobwa
6793	134_monkey	monkey	DammaiDibin	Dammai Dibin	ʃubo	ʃubo	ʃ u b o	miji1239	27.437363	92.531354	Khobwa
1483	135_month	month	MonpaKalaktang	Monpa Kalaktang	lanithur	lanithur	l a n i tʰ u r	kala1376	27.104162	92.113017	Tshanglic	5 7 4 7 1 7 5	AXBYBYN	LANITYR	4	4.L.C 4.A.V 4.N.C 4.I.V 4.T.C 4.Y.V 4.R.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	lanitʰur	0	1217
1484	135_month	month	MonpaBalemu	Monpa Balemu	laɲi	laɲi	l a ɲ i	kala1376	26.964717	92.164581	Tshanglic	5 7 4 7	AXBZ	LANI	1	1.L.C 1.A.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	laɲi	0	1217
1485	135_month	month	MonpaTomko	Monpa Tomko	lani	lani	l a n i	kala1376	27.16536	92.23077	Tshanglic	5 7 4 7	AXBZ	LANI	8	8.L.C 8.A.V 8.N.C 8.I.V	2.0 1.5 1.75 0.8	lani	0	1217
1486	135_month	month	MonpaNamsu	Monpa Namsu	laɲi	laɲi	l a ɲ i	kala1376	27.359505	92.34921	Tshanglic	5 7 4 7	AXBZ	LANI	5	5.L.C 5.A.V 5.N.C 5.I.V	2.0 1.5 1.75 0.8	laɲi	0	1217
1487	135_month	month	MonpaTembang	Monpa Tembang	laɲi	laɲi	l a ɲ i	tsha1245	27.333876	92.40513	Tshanglic	5 7 4 7	AXBZ	LANI	7	7.L.C 7.A.V 7.N.C 7.I.V	2.0 1.5 1.75 0.8	laɲi	0	1217
1488	135_month	month	MonpaDirangDum	Monpa Dirang Dum	lanithur	lanithur	l a n i tʰ u r	tsha1245	27.334341	92.293734	Tshanglic	5 7 4 7 1 7 5	AXBYBYN	LANITYR	3	3.L.C 3.A.V 3.N.C 3.I.V 3.T.C 3.Y.V 3.R.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	lanitʰur	0	1217
1489	135_month	month	MonpaSangti	Monpa Sangti	laŋi	laŋi	l a ŋ i	tsha1245	27.402266	92.314934	Tshanglic	5 7 4 7	AXBZ	LANI	6	6.L.C 6.A.V 6.N.C 6.I.V	2.0 1.5 1.75 0.8	laŋi	0	1217
1490	135_month	month	MonpaDirang	Monpa Dirang	laji	laji	l a j i	tsha1245	27.34959	92.27914	Tshanglic	5 7 6 7	AXBZ	LAJI	2	2.L.C 2.A.V 2.J.C 2.I.V	2.0 1.5 1.75 0.8	laji	0	1217
1491	135_month	month	MonpaTawangMonastery	Monpa Tawang Monastery	leʔ	leʔ	l e ʔ	dakp1242	27.586829	91.85796	Takpa
1492	135_month	month	MonpaZimithang	Monpa Zimithang	leʔ	leʔ	l e ʔ	dakp1242	27.335901	92.306528	Takpa
1493	135_month	month	MonpaChangprong	Monpa Changprong	leʔ	leʔ	l e ʔ	dakp1242	27.578928	91.876393	Takpa
5013	135_month	month	SartangKhoitam	Sartang Khoitam	nambluaŋ	nambluaŋ	n a m b l u a ŋ	khoi1252	27.358518	92.438415	Khobwa
5014	135_month	month	ChugParchu	Chug Parchu	namlahin	namlahin	n a m l a h i n	chug1252	27.420054	92.234173	Khobwa
5015	135_month	month	SartangDarbuA	Sartang Darbu 1	nambruwan	nambruwan	n a m b r u w a n	sart1249	27.329171	92.358727	Khobwa
5016	135_month	month	LishLish	Lish Lish	namba	namba	n a m b a	lish1235	27.368692	92.249809	Khobwa
5017	135_month	month	SherdukpenRupa	Sherdukpen Rupa	namblu	namblu	n a m b l u	sher1256	27.203981	92.398629	Khobwa
5018	135_month	month	SartangDarbuB	Sartang Darbu 2	nambɾu	nambɾu	n a m b ɾ u	sart1249	27.329171	92.358727	Khobwa
5019	135_month	month	SartangKhoina	Sartang Khoina	nambluhen	nambluhen	n a m b l u h e n	khoi1253	27.337381	92.529683	Khobwa
5020	135_month	month	BugunSingchung	Bugun Singchung	habije	habije	h a b i j e	sing1271	27.195773	92.473437	Khobwa
5021	135_month	month	BugunWangho	Bugun Wangho	habije	habije	h a b i j e	wang1301	27.231398	92.436886	Khobwa
5022	135_month	month	BugunBichom	Bugun Bichom	habije	habije	h a b i j e	bich1234	27.272159	92.574219	Khobwa
5023	135_month	month	BugunKaspi	Bugun Kaspi	habije	habije	h a b i j e	kasp1234	27.204143	92.549541	Khobwa
5024	135_month	month	BugunNamphri	Bugun Namphri	habije	habije	h a b i j e	namp1239	27.196633	92.504931	Khobwa
5025	135_month	month	SherdukpenShergaon	Sherdukpen Shergaon	namlu	namlu	n a m l u	sher1256	27.104558	92.27076	Khobwa
6525	135_month	month	MijiNafra	Miji Nafra	lu	lu	l u	miji1239	27.373776	92.546071	Khobwa
6526	135_month	month	HrusoAkaJamiri	Hruso Aka Jamiri	khobe	khobe	kʰ o b e	hrus1242	27.184929	92.599114	Khobwa
6527	135_month	month	NamreiNabolang	Namrei Nabolang	lə	lə	l ə	miji1239	27.546333	92.797975	Khobwa
6528	135_month	month	NamreiBisai	Namrei Bisai	lə	lə	l ə	miji1239	27.682796	92.700031	Khobwa
6529	135_month	month	DammaiRurang	Dammai Rurang	lə	lə	l ə	miji1239	27.368455	92.500637	Khobwa
6530	135_month	month	DammaiDibin	Dammai Dibin	lə	lə	l ə	miji1239	27.437363	92.531354	Khobwa
1494	136_moon	moon	MonpaKalaktang	Monpa Kalaktang	laniŋ	laniŋ	l a n i ŋ	kala1376	27.104162	92.113017	Tshanglic	5 7 4 7 4	AXBYN	LANIN	4	4.L.C 4.A.V 4.N.C 4.I.V 4.N.c	2.0 1.5 1.75 1.3 0.8	laniŋ	0	1226
1495	136_moon	moon	MonpaBalemu	Monpa Balemu	laɲiŋ	laɲiŋ	l a ɲ i ŋ	kala1376	26.964717	92.164581	Tshanglic	5 7 4 7 4	AXBYN	LANIN	1	1.L.C 1.A.V 1.N.C 1.I.V 1.N.c	2.0 1.5 1.75 1.3 0.8	laɲiŋ	0	1226
1496	136_moon	moon	MonpaTomko	Monpa Tomko	laɲi	laɲi	l a ɲ i	kala1376	27.16536	92.23077	Tshanglic	5 7 4 7	AXBZ	LANI	8	8.L.C 8.A.V 8.N.C 8.I.V	2.0 1.5 1.75 0.8	laɲi	0	1226
1497	136_moon	moon	MonpaNamsu	Monpa Namsu	laɲi	laɲi	l a ɲ i	kala1376	27.359505	92.34921	Tshanglic	5 7 4 7	AXBZ	LANI	5	5.L.C 5.A.V 5.N.C 5.I.V	2.0 1.5 1.75 0.8	laɲi	1	1226
1498	136_moon	moon	MonpaTembang	Monpa Tembang	laɲi	laɲi	l a ɲ i	tsha1245	27.333876	92.40513	Tshanglic	5 7 4 7	AXBZ	LANI	7	7.L.C 7.A.V 7.N.C 7.I.V	2.0 1.5 1.75 0.8	laɲi	1	1226
1499	136_moon	moon	MonpaDirangDum	Monpa Dirang Dum	laɲi	laɲi	l a ɲ i	tsha1245	27.334341	92.293734	Tshanglic	5 7 4 7	AXBZ	LANI	3	3.L.C 3.A.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	laɲi	0	1226
1500	136_moon	moon	MonpaSangti	Monpa Sangti	laŋi	laŋi	l a ŋ i	tsha1245	27.402266	92.314934	Tshanglic	5 7 4 7	AXBZ	LANI	6	6.L.C 6.A.V 6.N.C 6.I.V	2.0 1.5 1.75 0.8	laŋi	1	1226
1501	136_moon	moon	MonpaDirang	Monpa Dirang	laiŋam	laiŋam	l a i ŋ a m	tsha1245	27.34959	92.27914	Tshanglic	5 7 7 4 7 4	AXYBYN	LAINAM	2	2.L.C 2.A.V 2.I.V 2.N.C 2.A.V 2.M.c	2.0 1.5 1.3 1.75 1.3 0.8	laiŋam	0	1227
1502	136_moon	moon	MonpaTawangMonastery	Monpa Tawang Monastery	lei	lei	l e i	dakp1242	27.586829	91.85796	Takpa
1503	136_moon	moon	MonpaZimithang	Monpa Zimithang	lei	lei	l e i	dakp1242	27.335901	92.306528	Takpa
1504	136_moon	moon	MonpaChangprong	Monpa Changprong	laɲi; lei	laɲi	l a ɲ i	dakp1242	27.578928	91.876393	Takpa
1505	136_moon	moon	MonpaChangprong	Monpa Changprong	laɲi; lei	lei	l e i	dakp1242	27.578928	91.876393	Takpa
5026	136_moon	moon	SartangKhoitam	Sartang Khoitam	namluʔ	namluʔ	n a m l u ʔ	khoi1252	27.358518	92.438415	Khobwa
5027	136_moon	moon	ChugParchu	Chug Parchu	atnamba	atnamba	a t n a m b a	chug1252	27.420054	92.234173	Khobwa
5028	136_moon	moon	SartangDarbuA	Sartang Darbu 1	nambru	nambru	n a m b r u	sart1249	27.329171	92.358727	Khobwa
5029	136_moon	moon	LishLish	Lish Lish	namba	namba	n a m b a	lish1235	27.368692	92.249809	Khobwa
5030	136_moon	moon	SherdukpenRupa	Sherdukpen Rupa	namblu	namblu	n a m b l u	sher1256	27.203981	92.398629	Khobwa
5031	136_moon	moon	SartangDarbuB	Sartang Darbu 2	nambru	nambru	n a m b r u	sart1249	27.329171	92.358727	Khobwa
5032	136_moon	moon	SartangKhoina	Sartang Khoina	namblu	namblu	n a m b l u	khoi1253	27.337381	92.529683	Khobwa
5033	136_moon	moon	BugunSingchung	Bugun Singchung	habije	habije	h a b i j e	sing1271	27.195773	92.473437	Khobwa
5034	136_moon	moon	BugunWangho	Bugun Wangho	habije	habije	h a b i j e	wang1301	27.231398	92.436886	Khobwa
5035	136_moon	moon	BugunBichom	Bugun Bichom	habije	habije	h a b i j e	bich1234	27.272159	92.574219	Khobwa
5036	136_moon	moon	BugunKaspi	Bugun Kaspi	habije	habije	h a b i j e	kasp1234	27.204143	92.549541	Khobwa
5037	136_moon	moon	BugunNamphri	Bugun Namphri	habije	habije	h a b i j e	namp1239	27.196633	92.504931	Khobwa
5038	136_moon	moon	SherdukpenShergaon	Sherdukpen Shergaon	namlu	namlu	n a m l u	sher1256	27.104558	92.27076	Khobwa
6391	136_moon	moon	MijiNafra	Miji Nafra	lu	lu	l u	miji1239	27.373776	92.546071	Khobwa
6392	136_moon	moon	HrusoAkaJamiri	Hruso Aka Jamiri	hŏbe	hŏbe	h ŏ b e	hrus1242	27.184929	92.599114	Khobwa
6393	136_moon	moon	NamreiNabolang	Namrei Nabolang	lə	lə	l ə	miji1239	27.546333	92.797975	Khobwa
6394	136_moon	moon	NamreiBisai	Namrei Bisai	lə; ʃudʒoŋbijoŋ	lə	l ə	miji1239	27.682796	92.700031	Khobwa
6395	136_moon	moon	NamreiBisai	Namrei Bisai	lə; ʃudʒoŋbijoŋ	ʃudʒoŋbijoŋ	ʃ u dʒ o ŋ b i j o ŋ	miji1239	27.682796	92.700031	Khobwa
6396	136_moon	moon	DammaiRurang	Dammai Rurang	lə	lə	l ə	miji1239	27.368455	92.500637	Khobwa
6397	136_moon	moon	DammaiDibin	Dammai Dibin	lə	lə	l ə	miji1239	27.437363	92.531354	Khobwa
1506	137_morning	morning	MonpaKalaktang	Monpa Kalaktang	betpuk	betpuk	b e t p u k	kala1376	27.104162	92.113017	Tshanglic	1 7 1 1 7 1	AXMBYN	PETPYK	4	4.P.C 4.E.V 4.T.c 4.P.C 4.Y.V 4.K.c	2.0 1.5 1.1 1.75 1.3 0.8	betpuk	0	1236
1507	137_morning	morning	MonpaBalemu	Monpa Balemu	namniŋ	namniŋ	n a m n i ŋ	kala1376	26.964717	92.164581	Tshanglic	4 7 4 4 7 4	AXMBYN	NAMNIN	1	1.N.C 1.A.V 1.M.c 1.N.C 1.I.V 1.N.c	2.0 1.5 1.1 1.75 1.3 0.8	namniŋ	0	1235
1508	137_morning	morning	MonpaTomko	Monpa Tomko	namniŋ	namniŋ	n a m n i ŋ	kala1376	27.16536	92.23077	Tshanglic	4 7 4 4 7 4	AXMBYN	NAMNIN	8	8.N.C 8.A.V 8.M.c 8.N.C 8.I.V 8.N.c	2.0 1.5 1.1 1.75 1.3 0.8	namniŋ	0	1235
1509	137_morning	morning	MonpaNamsu	Monpa Namsu	namniŋ	namniŋ	n a m n i ŋ	kala1376	27.359505	92.34921	Tshanglic	4 7 4 4 7 4	AXMBYN	NAMNIN	5	5.N.C 5.A.V 5.M.c 5.N.C 5.I.V 5.N.c	2.0 1.5 1.1 1.75 1.3 0.8	namniŋ	0	1235
1510	137_morning	morning	MonpaTembang	Monpa Tembang	namniŋ	namniŋ	n a m n i ŋ	tsha1245	27.333876	92.40513	Tshanglic	4 7 4 4 7 4	AXMBYN	NAMNIN	7	7.N.C 7.A.V 7.M.c 7.N.C 7.I.V 7.N.c	2.0 1.5 1.1 1.75 1.3 0.8	namniŋ	0	1235
1511	137_morning	morning	MonpaDirangDum	Monpa Dirang Dum	namniŋ	namniŋ	n a m n i ŋ	tsha1245	27.334341	92.293734	Tshanglic	4 7 4 4 7 4	AXMBYN	NAMNIN	3	3.N.C 3.A.V 3.M.c 3.N.C 3.I.V 3.N.c	2.0 1.5 1.1 1.75 1.3 0.8	namniŋ	0	1235
1512	137_morning	morning	MonpaSangti	Monpa Sangti	namneŋ	namneŋ	n a m n e ŋ	tsha1245	27.402266	92.314934	Tshanglic	4 7 4 4 7 4	AXMBYN	NAMNEN	6	6.N.C 6.A.V 6.M.c 6.N.C 6.E.V 6.N.c	2.0 1.5 1.1 1.75 1.3 0.8	namneŋ	0	1235
1513	137_morning	morning	MonpaDirang	Monpa Dirang	namniŋ	namniŋ	n a m n i ŋ	tsha1245	27.34959	92.27914	Tshanglic	4 7 4 4 7 4	AXMBYN	NAMNIN	2	2.N.C 2.A.V 2.M.c 2.N.C 2.I.V 2.N.c	2.0 1.5 1.1 1.75 1.3 0.8	namniŋ	0	1235
1514	137_morning	morning	MonpaTawangMonastery	Monpa Tawang Monastery	naleŋ	naleŋ	n a l e ŋ	dakp1242	27.586829	91.85796	Takpa
1515	137_morning	morning	MonpaZimithang	Monpa Zimithang	naleŋ	naleŋ	n a l e ŋ	dakp1242	27.335901	92.306528	Takpa
1516	137_morning	morning	MonpaChangprong	Monpa Changprong	naileiaŋ	naileiaŋ	n a i l e i a ŋ	dakp1242	27.578928	91.876393	Takpa
5039	137_morning	morning	SartangKhoitam	Sartang Khoitam	nuru	nuru	n u r u	khoi1252	27.358518	92.438415	Khobwa
5040	137_morning	morning	ChugParchu	Chug Parchu	namsaŋ	namsaŋ	n a m s a ŋ	chug1252	27.420054	92.234173	Khobwa
5041	137_morning	morning	SartangDarbuA	Sartang Darbu 1	nuru	nuru	n u r u	sart1249	27.329171	92.358727	Khobwa
5042	137_morning	morning	LishLish	Lish Lish	namsaŋ	namsaŋ	n a m s a ŋ	lish1235	27.368692	92.249809	Khobwa
5043	137_morning	morning	SherdukpenRupa	Sherdukpen Rupa	nuru	nuru	n u r u	sher1256	27.203981	92.398629	Khobwa
5044	137_morning	morning	SartangDarbuB	Sartang Darbu 2	nuru	nuru	n u r u	sart1249	27.329171	92.358727	Khobwa
5045	137_morning	morning	SartangKhoina	Sartang Khoina	jokpho	jokpho	j o k pʰ o	khoi1253	27.337381	92.529683	Khobwa
5046	137_morning	morning	BugunSingchung	Bugun Singchung	hamijaŋ	hamijaŋ	h a m i j a ŋ	sing1271	27.195773	92.473437	Khobwa
5047	137_morning	morning	BugunWangho	Bugun Wangho	hamijaŋ	hamijaŋ	h a m i j a ŋ	wang1301	27.231398	92.436886	Khobwa
5048	137_morning	morning	BugunBichom	Bugun Bichom	hamijaŋ	hamijaŋ	h a m i j a ŋ	bich1234	27.272159	92.574219	Khobwa
5049	137_morning	morning	BugunKaspi	Bugun Kaspi	hamijaŋ	hamijaŋ	h a m i j a ŋ	kasp1234	27.204143	92.549541	Khobwa
5050	137_morning	morning	BugunNamphri	Bugun Namphri	hamijaŋ	hamijaŋ	h a m i j a ŋ	namp1239	27.196633	92.504931	Khobwa
5051	137_morning	morning	SherdukpenShergaon	Sherdukpen Shergaon	niru	niru	n i r u	sher1256	27.104558	92.27076	Khobwa
6544	137_morning	morning	MijiNafra	Miji Nafra	meiduo	meiduo	m e i d u o	miji1239	27.373776	92.546071	Khobwa
6545	137_morning	morning	HrusoAkaJamiri	Hruso Aka Jamiri	saxa	saxa	s a x a	hrus1242	27.184929	92.599114	Khobwa
6546	137_morning	morning	NamreiNabolang	Namrei Nabolang	nəgou	nəgou	n ə g o u	miji1239	27.546333	92.797975	Khobwa
6547	137_morning	morning	NamreiBisai	Namrei Bisai	nəgoja	nəgoja	n ə g o j a	miji1239	27.682796	92.700031	Khobwa
6548	137_morning	morning	DammaiRurang	Dammai Rurang	midʒu	midʒu	m i dʒ u	miji1239	27.368455	92.500637	Khobwa
6549	137_morning	morning	DammaiDibin	Dammai Dibin	meduwo	meduwo	m e d u w o	miji1239	27.437363	92.531354	Khobwa
1517	138_mosquito	mosquito	MonpaKalaktang	Monpa Kalaktang	troŋtʃum	troŋtʃum	t r o ŋ tʃ u m	kala1376	27.104162	92.113017	Tshanglic	1 5 7 4 1 7 4	ACXMBYN	TRUNTYM	4	4.T.C 4.R.C 4.U.V 4.N.c 4.T.C 4.Y.V 4.M.c	2.0 1.5 1.5 1.1 1.75 1.3 0.8	troŋtʃum	0	1244
1518	138_mosquito	mosquito	MonpaBalemu	Monpa Balemu	troŋtʃum	troŋtʃum	t r o ŋ tʃ u m	kala1376	26.964717	92.164581	Tshanglic	1 5 7 4 1 7 4	ACXMBYN	TRUNTYM	1	1.T.C 1.R.C 1.U.V 1.N.c 1.T.C 1.Y.V 1.M.c	2.0 1.5 1.5 1.1 1.75 1.3 0.8	troŋtʃum	0	1244
1519	138_mosquito	mosquito	MonpaTomko	Monpa Tomko	toŋʃuŋ	toŋʃuŋ	t o ŋ ʃ u ŋ	kala1376	27.16536	92.23077	Tshanglic	1 7 4 3 7 4	AXMBYN	TUNSYN	8	8.T.C 8.U.V 8.N.c 8.S.C 8.Y.V 8.N.c	2.0 1.5 1.1 1.75 1.3 0.8	toŋʃuŋ	0	1246
1520	138_mosquito	mosquito	MonpaNamsu	Monpa Namsu	kroŋtʃuŋ	kroŋtʃuŋ	k r o ŋ tʃ u ŋ	kala1376	27.359505	92.34921	Tshanglic	1 5 7 4 1 7 4	ACXMBYN	KRUNTYN	5	5.K.C 5.R.C 5.U.V 5.N.c 5.T.C 5.Y.V 5.N.c	2.0 1.5 1.5 1.1 1.75 1.3 0.8	kroŋtʃuŋ	0	1244
1521	138_mosquito	mosquito	MonpaTembang	Monpa Tembang	kroŋtʃuŋ	kroŋtʃuŋ	k r o ŋ tʃ u ŋ	tsha1245	27.333876	92.40513	Tshanglic	1 5 7 4 1 7 4	ACXMBYN	KRUNTYN	7	7.K.C 7.R.C 7.U.V 7.N.c 7.T.C 7.Y.V 7.N.c	2.0 1.5 1.5 1.1 1.75 1.3 0.8	kroŋtʃuŋ	0	1244
1522	138_mosquito	mosquito	MonpaDirangDum	Monpa Dirang Dum	kuɾoŋtʃuŋbu	kuɾoŋtʃuŋbu	k u ɾ o ŋ tʃ u ŋ b u	tsha1245	27.334341	92.293734	Tshanglic	1 7 5 7 4 1 7 4 1 7	AXBYMBYMBZ	KYRUNTYNPY	3	3.K.C 3.Y.V 3.R.C 3.U.V 3.N.c 3.T.C 3.Y.V 3.N.c 3.P.C 3.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.1 1.75 0.8	kuɾoŋtʃuŋbu	0	1244
1523	138_mosquito	mosquito	MonpaSangti	Monpa Sangti	zamba	zamba	z a m b a	tsha1245	27.402266	92.314934	Tshanglic	3 7 4 1 7	AXMBZ	SAMPA	6	6.S.C 6.A.V 6.M.c 6.P.C 6.A.V	2.0 1.5 1.1 1.75 0.8	zamba	1	1245
1524	138_mosquito	mosquito	MonpaDirang	Monpa Dirang	kuɾoŋtʃuŋbu	kuɾoŋtʃuŋbu	k u ɾ o ŋ tʃ u ŋ b u	tsha1245	27.34959	92.27914	Tshanglic	1 7 5 7 4 1 7 4 1 7	AXBYMBYMBZ	KYRUNTYNPY	2	2.K.C 2.Y.V 2.R.C 2.U.V 2.N.c 2.T.C 2.Y.V 2.N.c 2.P.C 2.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.1 1.75 0.8	kuɾoŋtʃuŋbu	0	1244
1525	138_mosquito	mosquito	MonpaZimithang	Monpa Zimithang	pheli	pheli	pʰ e l i	dakp1242	27.335901	92.306528	Takpa
1526	138_mosquito	mosquito	MonpaChangprong	Monpa Changprong	phelu	phelu	pʰ e l u	dakp1242	27.578928	91.876393	Takpa
5052	138_mosquito	mosquito	SartangKhoitam	Sartang Khoitam	tampi	tampi	t a m p i	khoi1252	27.358518	92.438415	Khobwa
5053	138_mosquito	mosquito	ChugParchu	Chug Parchu	kroŋtʃu	kroŋtʃu	k r o ŋ tʃ u	chug1252	27.420054	92.234173	Khobwa
5054	138_mosquito	mosquito	SartangDarbuA	Sartang Darbu 1	tʃapimdʒoŋ	tʃapimdʒoŋ	tʃ a p i m dʒ o ŋ	sart1249	27.329171	92.358727	Khobwa
5055	138_mosquito	mosquito	LishLish	Lish Lish	koŋtʃuŋ	koŋtʃuŋ	k o ŋ tʃ u ŋ	lish1235	27.368692	92.249809	Khobwa
5056	138_mosquito	mosquito	SherdukpenRupa	Sherdukpen Rupa	kroŋtʃuŋ	kroŋtʃuŋ	k r o ŋ tʃ u ŋ	sher1256	27.203981	92.398629	Khobwa
5057	138_mosquito	mosquito	SartangDarbuB	Sartang Darbu 2	matʃhaɾ	matʃhaɾ	m a tʃʰ a ɾ	sart1249	27.329171	92.358727	Khobwa
5058	138_mosquito	mosquito	SartangKhoina	Sartang Khoina	timpuladʒo	timpuladʒo	t i m p u l a dʒ o	khoi1253	27.337381	92.529683	Khobwa
5059	138_mosquito	mosquito	BugunSingchung	Bugun Singchung	tʃikitʃoŋ	tʃikitʃoŋ	tʃ i k i tʃ o ŋ	sing1271	27.195773	92.473437	Khobwa
5060	138_mosquito	mosquito	BugunWangho	Bugun Wangho	tʃikitʃoŋ	tʃikitʃoŋ	tʃ i k i tʃ o ŋ	wang1301	27.231398	92.436886	Khobwa
5061	138_mosquito	mosquito	BugunBichom	Bugun Bichom	tʃikitʃoŋ	tʃikitʃoŋ	tʃ i k i tʃ o ŋ	bich1234	27.272159	92.574219	Khobwa
5062	138_mosquito	mosquito	BugunKaspi	Bugun Kaspi	mədʒou	mədʒou	m ə dʒ o u	kasp1234	27.204143	92.549541	Khobwa
5063	138_mosquito	mosquito	BugunNamphri	Bugun Namphri	tʃikdʒoŋ	tʃikdʒoŋ	tʃ i k dʒ o ŋ	namp1239	27.196633	92.504931	Khobwa
5064	138_mosquito	mosquito	SherdukpenShergaon	Sherdukpen Shergaon	kroŋtʃuŋ	kroŋtʃuŋ	k r o ŋ tʃ u ŋ	sher1256	27.104558	92.27076	Khobwa
