COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
337-8									
4295-8								k ao ²¹	
384-8								m i ³⁵	
385-8								z ao ²¹	
869-8								g ɤ ²¹	
2745-8								s e ³³	
4690-8									
4423-8								s u ⁵⁵	
5380-8									
2519-8									
4548-8								w ɛ ⁴²	
4397-8								p e ²¹	
6203-8									
2689-8								d ɯ ³¹	
2599-8								t ɯ ²¹	
2600-8								m a ⁵⁵	
1913-8									
1914-8								w ɛ ⁴⁴	
1903-8								w ɛ ³³	
6336-8									
473-8								w u ²¹	
4065-8								k ɤ ⁴²	
6554-8								j i ²¹	
3114-8								t e ⁴⁴	
4942-8								k ɤ ³⁵	
3615-8									
4197-8								g u ³³	
4198-8								ɲ i ²¹	
1474-8								ɲ ɤ ²¹	
6531-8								j i ⁴⁴	
4954-8									
4517-8								dz ɤ ³¹	
1173-8								j i ²¹	
6365-8									
6730-8									
924-8								m u ⁵⁵	
752-8									
4316-8								p i ³¹	
5181-8								ŋ ɛ ²¹	
5785-8									
4770-8								p u ³¹	
2755-8								p ao ³¹	
1298-8								x e ⁵⁵	
784-8									
3596-8								d ɯ ³¹	
1799-8									
5007-8								p i ³⁵	
5465-8								x e ⁴⁴	
170-8									
3150-8								t a ³⁵	
3780-8								w a ⁴²	
1706-8									
403-8								p a ³¹	
5329-8								k ɛ ⁴²	
1103-8									
1113-8								tɕʰ i ⁴²	
232-8									
5926-8									
5723-8								p a ⁴²	
5263-9									x a ³³
452-9									t ɯ ²¹
4342-9									t ɯ ²¹
4344-9									
5487-9									t ɯ ²¹
1401-9									
6496-9									
1064-9									l a ⁴²
1065-9									kʲ i ²¹
6617-9									t o ²¹
4367-9									t a ²¹
4378-9									ɕ y ⁵⁵
4379-9									l i ⁵⁵
3984-9									s e ³³
5086-9									
3333-9									s e ³³
2226-9									x a ⁵⁵
2373-9									
2363-9									s ɔ ³³
672-9									
673-9									k ɯ ²¹
2690-9									p o ²¹
6337-9									p a ³⁵
6319-9									
2617-9									s ɯ ³³
2066-9									s ɯ ³³
2094-9									s ɯ ³³
2096-9									kʲ ɛ ⁴²
798-9									p a ³²
6668-9									ɕ y ³³
4028-9									t ɛ ³³
6555-9									
2281-9									k ɤ ⁴⁴
701-9									
628-9									
3096-9									
3021-9									t o ²¹
2708-9									ɕ i ³³
3462-9									k a ³⁵
1932-9									s ɿ ³³
6469-9									ɕ i ³³
4454-9									ɲ i ²¹
4455-9									kʲ ɛ ³⁵
6926-9									n ɤ ³³
6927-9									ɲ i ²¹
3916-9									m u ³³
6822-9									n i ²¹
5417-9									
1959-9									x a ³¹
1960-9									t ɤ ³⁵
2899-9									x ɔ ²¹
3651-9									tsʰ o ³³
811-9									k u ²¹
1633-9									m e ²¹
1775-9									k ɤ ³³
5801-9									kʲ ɛ ⁴²
4769-9									l a ⁴²
3720-9									k a ³⁵
6446-9									m e ³³
1255-9									
3595-9									ɲ ɯ ⁴⁴
1600-9									p e ³³
242-9									
3739-9									k w a ²¹
5984-9									l a ²¹
838-9									s ɿ ³⁵
839-9									t o ²¹
3149-9									j i ³⁵
2829-9									
4602-9									
5225-9									l ɔ ²¹
3933-9									s ɤ ⁴²
5763-9									
2134-9									ɕ i ³³
5724-9									t ɯ ³⁵
5704-9									t o ²¹
5705-9									
5037-9									
5038-9									t a ³⁵
4332-9									
5447-9									
3702-9									s ɿ ³¹
1549-9									s ɿ ²¹
2394-9									k ɤ ³³
1-9									w e ³²
2947-9									t ɯ ³¹
4653-9									k ɛ ⁴²
4989-9									k ɛ ⁴²
3749-9									j o ⁴⁴
3452-9									
598-9									ŋ a ⁴⁴
638-9									
2819-9									p ɔ ³³
4477-9									
4487-9									
4666-9									
5661-9									t a ³²
4923-9									tɕ a ⁴²
4913-9									k ɯ ²¹
1143-9									m a ⁴⁴
4864-9									ɕ o ³⁵
3184-9									s ɯ ³¹
4591-9									
1431-9									s ɛ ⁴⁴
3323-9									k a ³⁵
6709-9									t ɯ ³²
903-9									m ɛ ³¹
5098-9									k ɯ ²¹
5994-9									k a ³⁵
6971-9									
763-9									
691-9									
1083-9									t o ³²
1421-9									k a ⁴²
6699-9									t ɯ
2628-9									s a ³⁵
1696-9									x ɔ ²¹
6179-9									k a ³⁵
6180-9									
6658-9									s e ³³
1231-9									s ɤ ³¹
4265-9									
2787-9									
3247-9									
252-9									t a ³²
6004-9									k a ³¹
4728-9									s a ³⁵
3843-9									w a ³³
4965-9									
5641-9									t a ³²
3280-9									s ɔ ³³
1390-9									
2156-9									w a ³³
3433-9									ɕ i ³¹
552-9									s ɿ ³¹
4845-9									t ɯ x
4846-9									t ɯ ³³
2292-9									m ɯ ³¹
6635-9									ɲ i ⁴⁴
3994-9									t ɯ ²¹
3031-9									t a ³³
6078-9									k u ³³
1644-9									
2435-9									ɲ i ⁴⁴
1676-9									
6281-9									k e ³⁵
5915-9									
1560-9									ɕ i ³³
575-9									t o ³¹
5319-9									s e ³³
2797-9									k a ³⁵
6991-9									
3513-9									t ɔ ²¹
5205-9									
6109-9									
2056-9									m a ⁴²
6099-9									k u ³³
6119-9									p ɔ ²¹
1978-9									ts a ³³
3973-9									m a ⁵⁵
2046-9									tsʰ o ³³
5622-9									ɕ i ³⁵
648-9									
6789-9									p ɛ ³¹
618-9									x ɯ
2384-9									m a ³²
1124-9									k a ³⁵
1125-9									
4178-9									k u ³³
1686-9									k a ³⁵
1495-9									
4090-9									ɕ i ³³
4802-9									x a ⁵⁵
1764-9									kʰ u ³³
3270-9									m e ³³
1884-9									kʲ ɛ ⁴²
1203-9									k ɯ ³³
6645-9									w a ³⁵
608-9									
2889-9									
5350-9									
6158-9									
4306-9									s ɿ ²¹
4891-9									k e ²¹
6436-9									k u ³³
6213-9									s a ³⁵
2320-9									ɕ i ⁴⁴
5253-9									f ɤ ³³
5108-9									
4100-9									
6018-9									
1352-9									ŋ ɯ ²¹
4228-9									p a ⁴⁴
4247-9									
75-9									
118-9									
2866-9									m ɛ ³³
64-9									k ɔ ³³
43-9									
128-9									ŋ ɔ ³¹
7023-9									n ɔ ³¹
7012-9									n a ⁵⁵
4497-9									t a ³²
2928-9									m i ³⁵
148-9									u ³³
1623-9									
2648-9									
2649-9									l a ⁴²
6242-9									l o ²¹
3943-9									s e ³³
1026-9									k e ³⁵
6404-9									k ɯ ³³
585-9									
1731-9									w a ⁴²
5510-9									l a ³⁵
5360-9									
879-9									k o ³⁵
880-9									l ɛ ⁵⁵
271-9									p i ²¹
3565-9									ɕ i ⁴⁴
3896-9									m i ³²
3897-9									
1816-9									
3343-9									
1864-9									s e ⁴²
2026-9									m a ²¹
6223-9									x a ³³
6224-9									m a ²¹
337-9									
4295-9									k o ²¹
384-9									m e ³⁵
385-9									z ɯ ²¹
869-9									k ɤ ²¹
2745-9									s ɿ ³³
4690-9									
4423-9									s ɔ ³⁵
5380-9									
4436-9									
2519-9									
4975-9									m i ³²
4548-9									w a ³²
4397-9									p e ²¹
6203-9									
2689-9									t ɯ ²¹
2599-9									t ɯ ²¹
2600-9									m a ³⁵
1913-9									
1914-9									w a ³¹
1903-9									w a ³³
6336-9									
473-9									o ²¹
4065-9									k ɤ ³³
6554-9									j i ³⁵
3114-9									t ɛ ³³
4942-9									k ɤ ³⁵
3615-9									
4197-9									k u ³³
4198-9									ɲ i ²¹
1474-9									n ɤ ³³
6531-9									j ɯ ³³
4954-9									
4517-9									ts a ³³
1173-9									j i ³⁵
6365-9									
6730-9									
6380-9									
924-9									m a ³⁵
752-9									
4316-9									p i ²¹
5181-9									ŋ ɛ ²¹
5785-9									
4770-9									p ɔ ³¹
2755-9									p ɔ ²¹
1298-9									x a ⁵⁵
784-9									
3596-9									t ɯ ³¹
1799-9									
5007-9									p i ³⁵
5465-9									x a ⁵⁵
170-9									
3150-9									t a ³⁵
3780-9									w a ⁴²
1706-9									
403-9									p a ³¹
5329-9									k e ⁴²
1103-9									
1113-9									s ɿ ²¹
232-9									
5925-9									t ɯ x
5926-9									
5723-9									p a ⁴²
