COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
5810-15															p ʔ ə l ɛ	
93-15															d ɔ	
260-15															p i d i m	
385-15															dʒ e n m ɛ n	
1336-15															d o g o	
1769-15															t ɛ m b ɛ	
2162-15															b ɛ l ɛ	
2635-15															s i j o	
2735-15															d a n d a	
3031-15															d ɛ g ɛ	
5605-15															t u m a	
63-15															g a l a	
296-15															dʒ a m a	
762-15															b ɔ n a n g u	
1432-15															t a l ɛ	
1474-15															t ɔ	
2044-15															d i m b e	
2713-15															t ɛ m i n d ɛ	
3219-15															p u s u	
3425-15															j o	
4120-15															g o l o	
4423-15															t u l ɛ	
4629-15															n u j u	
4759-15															n o j	
4904-15															d o ŋ ɔ	
4960-15															g ʔ ə n ɛ	
4980-15															p i o	
5339-15															p a g a w	
5549-15															t ɔ b i j a	
5905-15															t i n u	
5922-15															b e l a	
5938-15															a d u r̃ a	
1-15															p e	
483-15															g o d u	
629-15															t o n	
667-15															ɛ w ɛ	
1254-15															z a n d u l u	
1542-15															n ɔ	
2901-15															t u ŋ j ɛ	
2957-15															m a n d u	
3048-15															b e	
3251-15															s i j b a r a	
3885-15															d e n	
5081-15															b i n d u	
43-15															s aː	
135-15															t u n u	
221-15															ɛ s u	
650-15															b o d o	
716-15															j ɛ	
1152-15															t i b ɛ	
1789-15															r̃ u m a	
1862-15															i z i	
2636-15															m	
2880-15															k u n d u	
2924-15															p o ə l ɛ	
2941-15															b i j a l	
3113-15															t u g u	
3136-15															j a l a	
3405-15															ɔ m ɔ	
3572-15															b ɛ r u	
3751-15															p e	
3811-15															l	
3959-15															t o l u	
4066-15															dʒ ɔ n u	
4535-15															s i j u g ɔ	
5180-15															s ɛ m b ɛ	
5751-15															t i j ɛ	
5981-15															b a r a	
25-15															a s i j ɛ g ɛ	
114-15															d ɔ ɛ	
702-15															ɔ g ɔ ŋ ɔ̃ː	
872-15															e n dʒ ɛ	
952-15															k u l	
1941-15															k i l	
2179-15															ɛ	
2351-15															p a p a	
2442-15															r̃ u m a	
2496-15															r̃ u u	
3448-15															b u u d u	
3482-15															b i s i j i d ɛ	
3588-15															k ɔ l ɔ	
4101-15															b a r a	
4293-15															z ɔ b ɔ	
4520-15															b e d u	
4740-15															ɛ n	
5982-15															g u d u	
196-15															tʃ u ə l ɛ	
408-15															j o m b u	
789-15															g a m a	
1070-15															l u g o	
1298-15															g r̃ m p a	
1942-15															j̃	
1989-15															ŋ i n ɛ	
2306-15															a m a	
2514-15															s o n u	
2817-15															ŋ a	
3015-15															b a n d a	
3132-15															d u ŋ	
3905-15															r̃ d	
3976-15															o m z i	
4039-15															d ɔ n	
4152-15															z i	
4278-15															k u ɲ u	
4334-15															s i j ɔ l	
4648-15															j ɛ	
5200-15															ɛ l	
5318-15															d l ɔ ɔ	
5866-15															k a d a	
66-15															g a	
432-15															tʃ a n	
1108-15															s o	
1237-15															i n dʒ ɛː	
1748-15															j ɛ	
1823-15															g o l o	
2143-15															b a	
2392-15															l o s u m	
2579-15															oː d	
3198-15															s ɛ m ɛ	
3534-15															k i n ɛ	
3944-15															g ɔ ɛ	
4024-15															z i b e	
4259-15															g o m ɛ	
4337-15															s o ŋ	
5447-15															g i d e	
5830-15															j ɛ	
5868-15															g a	
285-15															n ɛ	
348-15															tʃ e r ɛ	
998-15															w ɛ	
1578-15															n o m g o	
1668-15															b i n e	
1970-15															p u l a	
2396-15															n	
2553-15															b a ŋ u	
2978-15															k u l a	
3256-15															ɛ m ɛ	
3301-15															i p a	
3498-15															n e	
715-16																d u
1089-16																n aː
1319-16																n ɔ
1398-16																s u ŋ u
1557-16																g ɛ r̃ ɛ
1626-16																w a g a
1840-16																t i n u
2247-16																g o o
4677-16																k u r ɛ j
5162-16																m i n ɛ
5406-16																t n aː
359-16																g a l a
1577-16																g ɛ r̃ ɛ
2196-16																n a l a
2230-16																s u g o
2533-16																p a l a
3605-16																k a n a
3866-16																o dʒ u
4553-16																t a g a
4822-16																k u m o
5254-16																d u l ɔ
503-16																g ɛ r̃ ɛ
1356-16																m a
1881-16																n ɛ u m i dʒ ɛ
2084-16																j a a b a
2420-16																k u l ɔ
3218-16																b u u dʒ ɔ
3372-16																n a m a
3718-16																a l a
4135-16																b a n
4694-16																g u dʒ i
807-16																o g
2320-16																k a ŋ ɛ
2476-16																g e
2842-16																d u g a w
3719-16																m ɔ
4081-16																d a m a b a
4313-16																n ɛ m
4460-16																s ɔ j
5514-16																n ɛ n ɛ
5810-16																p i r u
93-16																d aː
260-16																b ɛ r ɛ
890-16																a m ɛ r̃ ɛ
1336-16																t e g e
1703-16																b a
1769-16																t ɛ m ɛ
2162-16																b ɛ l ɛ
2635-16																s o
2735-16																d a n a
3031-16																d ɛ g ɛ
4591-16																t a g a
5301-16																p ɛ r u
5605-16																t i w̃ ɛ
63-16																k a l a
296-16																g a m a
463-16																d u m
1432-16																t a r u
1474-16																ɔ t
1788-16																s a
2044-16																d i m ɛ
3219-16																p a dʒ u
3425-16																j u
4120-16																k o l o
4184-16																n a
4423-16																d u r̃ ɔ
4960-16																dʒ i n a dʒ u
4980-16																d iː
5059-16																g u j̃
5125-16																ɔ n ɔ
5339-16																p a w g a w
5549-16																t a b a
5771-16																dʒ u g u
5905-16																t i n u
5922-16																b i r ɛ
1-16																ɛ p
483-16																g ɛ s u
629-16																t o n
667-16																i b ɛ
1254-16																g a n d u r u
1683-16																s i j eː
2551-16																l a
2901-16																t u ŋ i
3251-16																s a n a
3885-16																d ɔ r ɔ
4402-16																j ɛ n ɛ
5081-16																b i n u
5622-16																p ɛ l ɛ j
6006-16																p u r̃ ɔ
43-16																s aː
158-16																m ɔ n u
194-16																b i
221-16																ɛ s u
650-16																b o o
716-16																j ɛ
1374-16																g u n ɔ
1452-16																g i r a
1862-16																i dʒ ɛ s u
2083-16																g a n a
2108-16																n a j
2618-16																g ɛ l ɛ n ɛ
2636-16																m
2924-16																p o l ɔ
2941-16																b i l
3113-16																t e g e
3136-16																j a l a
3572-16																b ɛ r u
3751-16																ɛ̃ p
3811-16																l e
3959-16																t o l ɔ
4066-16																g ɔ n ɔ
4888-16																s a m n a
5180-16																s ɛ m ɛ
5583-16																t a m a
5981-16																a l a
25-16																a s ɛ g ɛ
702-16																ɔ g ɔ n ɔ
851-16																g ɔ m ɔ
872-16																e ɲ ɛ
952-16																k u r ɔ
1941-16																k i dʒ ɛ l i
3448-16																b u u dʒ ɔ
3482-16																m i s i d iː
3497-16																n aː
3588-16																k ɔ r ɔ
4101-16																a l a
4202-16																g o l o n o
4293-16																dʒ ɔ b ɔ
4520-16																p ɛ dʒ u
4609-16																k u l ɔ
4740-16																g u n ɔ
4781-16																s aː g a
5982-16																k u s u
526-16																a g a
545-16																i r u
789-16																ãː g
931-16																b ɛ
1052-16																n aː m
1070-16																l u g o
1298-16																g u r u m b aː
1989-16																m ɛ n ɛ
2145-16																dʒ o o
2306-16																a m a
2666-16																s u g u
2817-16																a m g a
3015-16																n a n a
3639-16																t u wː ɔ
3774-16																t u r u
3905-16																n u
3976-16																s aː
4039-16																d o j
4260-16																ɔ m u
4278-16																k u ɲ u
4361-16																t e g ɛ
5200-16																l ɛ
5318-16																d u l ɔ
5673-16																d ɛ m ɛ
5752-16																t ɛː
5866-16																g a ɔ a
5887-16																j aː n a
432-16																k a n
685-16																b o o
744-16																l a w a
1646-16																ɔ g u
1745-16																g e j ɛ
2066-16																n a a
2216-16																j aː
2265-16																u ɔ r ɔ
2579-16																ɔ a j
2958-16																m ɔ
3198-16																s ɛ m ɛ
3534-16																g ɛ n ɛ
3684-16																k i n u
3812-16																p ɛ n ɛ
3944-16																k ɔ r u
4024-16																dʒ i b a
4240-16																w e l ɔ
4337-16																s u m
5828-16																j aː n a
245-16																t ɔ l ɔ
285-16																n ɛ
348-16																k ɛ r ɛ
409-16																j i r u
998-16																ɔ a
1002-16																l ɛ
1026-16																l i
1172-16																g u l o
1238-16																i g u
1275-16																t aː
1524-16																k oː
1612-16																n u m
2288-16																ɛ r̃ ɛ
2334-16																ɛ s u
2396-16																n ɛ
2553-16																p a ŋ u
2759-16																ɛ g ɛ
2798-16																iː l ɛ
3256-16																ɛ m a
3407-16																ɛ m
