COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
1254-9									dʒ i n d Ø u							
1415-9									ɲ g ɛ							
1542-9									n Ø g							
1683-9									s ɛ dʒ dʒ							
1898-9									Ø u Ø o g							
2551-9									Ø o							
2901-9									Ø u n dʒ ɛ							
3251-9									s i Ø i							
3885-9									d ɛ Ø ɛ							
4402-9									j ɛ							
5081-9									b ɛ n dʒ dʒ dʒ ɛ							
5622-9									Ø ɛ d ɛ l ɛ j							
43-9									s aː							
158-9									Ø ɔ ɲ u							
194-9									b ɛ							
221-9									ɛ dʒ u							
716-9									j ɔ							
1374-9									k ɔ Ø g ɔ							
1452-9									g aː Ø i							
1789-9									n u Ø ɔ							
1862-9									ɛ dʒ Ø							
2108-9									n a dʒ dʒ							
2618-9									k u Ø Ø							
2636-9									Ø g							
2941-9									b ɛ r̃ i							
3113-9									Ø ɛ g ɛ							
3136-9									j i Ø i							
3572-9									b ɛ r̃ u							
3811-9									l g							
3959-9									Ø o l u							
4066-9									g ɔ Ø ɔ							
4888-9									s i Ø dʒ n a							
5180-9									s ɛ Ø b ɛ							
5583-9									Ø i Ø dʒ a							
5981-9									i Ø i dʒ							
25-9									i s ɛ g ɛ							
114-9									d ɔ ɔ							
702-9									ɔ g ɔ dʒ g Ø ɔ							
851-9									g u dʒ dʒ							
872-9									ɛ n dʒ ɛ							
952-9									k u Ø dʒ dʒ ɔ							
1941-9									k ɛ l ɛ							
2442-9									n u Ø i							
3448-9									b ɛ d u							
3497-9									n aː							
3588-9									k ɔ Ø ɔ							
4101-9									i Ø dʒ j̃ i							
4202-9									g o Ø o dʒ dʒ							
4293-9									Ø ɔ b ɔ							
4520-9									Ø ɛ d							
4609-9									k ɔ Ø ɔ g							
4740-9									g u n ɔ							
4921-9									n i Ø b g aː							
5982-9									g u dʒ d u							
978-9									Ø i Ø g							
1052-9									n aː Ø b ɛ							
1070-9									l u g oː							
1942-9									ɛ							
1989-9									Ø ɛ n ɛ							
2145-9									dʒ Ø dʒ							
2306-9									i Ø b i							
2456-9									k ɔ Ø u							
2514-9									d u dʒ u							
2666-9									s u g i							
3132-9									d u Ø							
3300-9									ɛ w aː							
3774-9									Ø u Ø u							
3976-9									dʒ dʒ s a							
4039-9									d oː n							
4152-9									k ɛ r̃							
4260-9									ɔ Ø dʒ ɛ							
4278-9									k u ɲ dʒ u							
4361-9									Ø ɛ g ɛ							
4570-9									g ɔ							
5673-9									d ɛ g g ɛ							
5752-9									Ø ɛː							
66-9									k i							
521-9									k Ø dʒ u g							
685-9									b o Ø ɔ							
744-9									l ɔ b ɔ							
1108-9									s ɔ							
1745-9									dʒ ɛ j ɛ							
2066-9									n i o							
2216-9									j i dʒ							
2265-9									u Ø ɛ							
2392-9									o Ø u							
2902-9									j u							
2958-9									Ø oː Ø dʒ							
3197-9									k aː							
3943-9									Ø a l u							
4219-9									Ø ɛ Ø ɛ							
4337-9									Ø ɔ Ø dʒ dʒ							
5197-9									ɛ Ø u							
5531-9									ɛ Ø ɛ							
5733-9									n i							
348-9									k u Ø u							
409-9									g oː Ø o							
562-9									Ø u ɔ							
1022-9									Ø ɛ n ɛ							
1170-9									Ø ɔ n Ø ɛ							
1238-9									ɛ dʒ o							
1578-9									n o Ø i i							
1612-9									n u Ø dʒ g							
2288-9									ɛ Ø i							
2334-9									ɛ Ø u							
2396-9									n							
2759-9									ɛ g i							
2978-9									k u l ɔ							
3088-9									ɛ Ø u							
3252-9									ɛ Ø b ɛ							
3287-9									i n i							
3407-9									ɛ Ø							
3790-9									Ø i w							
4052-9									b i d i							
4220-9									k u							
4383-9									k ɛ g g							
4440-9									Ø i							
4651-9									d ɛ Ø ɛ							
4711-9									i Ø i							
4778-9									s i Ø ɛ ɛ ɛ							
4821-9									k ɛ							
5228-9									b ɛ n d ɛ							
5272-9									Ø ɛ g ɛ							
5319-9									d Ø Ø u							
5375-9									Ø aː n ɛ							
5465-9									Ø o Ø oː							
5497-9									ɛ w							
5641-9									l ɔ j							
5692-9									i n i							
5715-9									g ɛ l ɛ							
389-9									n Ø							
448-9									n Ø g							
563-9									Ø u g i							
613-9									Ø ɛ g							
787-9									n ɛ Ø ɛ							
915-9									Ø							
1126-9									n i							
1208-9									g i Ø o							
1502-9									d o d dʒ							
1669-9									d ɛ Ø ɛ Ø ɛ							
1969-9									j ɛ g ɛ Ø ɔ							
1971-9									g Ø u Ø ɔ							
2030-9									k ɔ Ø ɔ							
2354-9									Ø ɛ Ø ɛ							
2500-9									ɛ g ɔ							
3011-9									b i n i							
3159-9									j o Ø o							
3199-9									k o Ø o Ø							
3319-9									b o s i Ø							
715-10										Ø Ø Ø						
1089-10										n a Ø Ø						
1319-10										n Ø Ø ɔ						
1398-10										n Ø Ø Ø r Ø Ø						
1557-10										g i Ø Ø						
1626-10										b a g a						
1840-10										t i n Ø						
2247-10										g u Ø						
4677-10										Ø Ø Ø e Ø Ø						
5162-10										Ø i Ø r u						
5406-10										t u n i						
359-10										g a l u Ø						
1577-10										g Ø Ø u						
2230-10										n i g Ø						
2533-10										b a Ø Ø i						
3605-10										Ø a n a						
3866-10										Ø o Ø Ø						
4822-10										Ø Ø Ø b o						
5254-10										Ø Ø ɔ						
503-10										Ø i r a Ø						
1356-10										Ø a Ø Ø						
1881-10										n Ø Ø Ø Ø Ø						
2084-10										Ø u Ø Ø Ø						
2420-10										Ø Ø Ø ɛː						
3218-10										b Ø Ø Ø Ø Ø						
3372-10										n a Ø a						
4135-10										b a Ø Ø Ø						
4694-10										g Ø Ø Ø						
807-10										Ø o Ø b Ø						
2320-10										Ø a n i						
2476-10										Ø u Ø o						
2842-10										i g Ø Ø						
3719-10										Ø Ø						
4081-10										a Ø b Ø Ø						
4313-10										n ɛː Ø Ø Ø						
4460-10										Ø Ø Ø Ø						
5514-10										n ɛː n u						
5810-10										Ø i Ø r ɛː						
93-10										Ø						
260-10										Ø Ø Ø l Ø						
385-10										Ø ɛ Ø b ɛː Ø						
890-10										o a Ø b Ø Ø Ø						
1336-10										t e g Ø						
1703-10										b u Ø						
1769-10										t ɛː Ø b ɛː						
2162-10										b ɛː l ɛː						
2635-10										Ø o						
2735-10										a n Ø Ø Ø Ø						
3031-10										ɛː g ɛː						
4591-10										t u Ø i						
5301-10										Ø ɛː l Ø						
5605-10										t i Ø ɛː Ø						
63-10										g a Ø a						
296-10										Ø a Ø b Ø						
463-10										Ø Ø b Ø						
762-10										b a n a Ø Ø Ø Ø Ø						
1432-10										t a l Ø						
1474-10										t ɔ Ø Ø o						
2044-10										i Ø b ɛː						
2713-10										t i Ø Ø ɛː l ɛː Ø i						
3219-10										a Ø Ø						
3425-10										Ø o						
4120-10										Ø o Ø o						
4423-10										ɔ Ø ɔ						
4629-10										Ø u Ø u						
4759-10										n Ø Ø Ø Ø						
4904-10										n Ø Ø Ø Ø ɔ						
4960-10										g Ø n a Ø Ø						
4980-10										t Ø Ø Ø						
5059-10										g Ø Ø o						
5125-10										l ɔ n Ø i						
5339-10										Ø a g a						
5549-10										t a Ø Ø o						
5905-10										t i Ø Ø						
5922-10										b i r Ø						
5938-10										Ø a Ø n Ø Ø u						
1-10										Ø i						
483-10										g Ø Ø Ø						
629-10										ɔ						
667-10										ɛː b ɛː						
1254-10										Ø a Ø l Ø						
1415-10										Ø o ɛː						
1542-10										n o Ø l						
1683-10										n Ø Ø o						
1898-10										Ø u r Ø o						
2551-10										Ø Ø						
2901-10										t Ø Ø g ɛː						
2957-10										Ø a n Ø Ø						
3048-10										b Ø Ø Ø						
3251-10										b a Ø u						
3885-10										ɛː Ø ɔ						
4402-10										Ø Ø						
5622-10										Ø i Ø Ø Ø ɛː Ø						
43-10										Ø a Ø Ø						
135-10										t Ø n Ø Ø						
221-10										ɛː Ø Ø						
1152-10										t Ø b i						
1374-10										l ɔ o Ø ɔ						
1452-10										g a r a						
1789-10										n Ø Ø a						
1862-10										Ø Ø Ø						
2636-10										Ø						
2880-10										Ø Ø n Ø Ø g ɔ						
2924-10										Ø o Ø Ø						
3113-10										t u g u						
3136-10										Ø a Ø a						
3572-10										b ɛː r Ø						
3751-10										b a Ø						
3811-10										Ø ɛː						
3959-10										t o l Ø						
4066-10										g ɔ Ø ɔ						
4535-10										n Ø g ɔ						
5180-10										Ø ɛː Ø b ɛː						
5583-10										t a Ø g a						
5981-10										a Ø a o						
25-10										a r Ø Ø ɛː g ɛː						
114-10										ɔ Ø o						
702-10										ɔ g ɔ Ø Ø n ɔ						
851-10										g ɔ o Ø						
872-10										ɛː n Ø ɛː						
2179-10										n Ø Ø						
2351-10										b a Ø Ø						
2442-10										n Ø Ø a						
2496-10										n Ø o						
3448-10										Ø Ø Ø Ø						
3482-10										Ø i n Ø Ø Ø Ø ɛː						
3497-10										Ø n u Ø Ø						
4101-10										a Ø Ø Ø a						
4293-10										Ø ɔ b ɔ						
4520-10										b u l Ø						
4609-10										Ø ɔ r ɔ g ɔ						
5982-10										g Ø Ø Ø						
196-10										Ø Ø Ø e						
526-10										a Ø a g a						
931-10										b ɛː Ø						
2306-10										a Ø Ø a						
2514-10										u Ø u						
2666-10										n Ø g Ø						
2817-10										a n g a						
3015-10										n a n u						
3132-10										Ø Ø n g l						
3774-10										t Ø r Ø						
3905-10										n u l						
4334-10										n ɔ Ø						
4570-10										Ø u g ɔ o						
5200-10										ɛː Ø Ø						
5318-10										Ø ɔ l ɔ						
5532-10										l Ø n Ø						
5752-10										t i						
5866-10										Ø a g Ø u						
5887-10										Ø u Ø o						
66-10										Ø a						
432-10										Ø a Ø l						
685-10										Ø ɔ Ø Ø						
744-10										Ø Ø b Ø						
1124-10										e Ø o o e						
1237-10										Ø n Ø i						
1646-10										ɔ g Ø						
1823-10										g ɛː Ø ɛː						
2143-10										b a						
2216-10										Ø a Ø l						
3197-10										l ɔ						
3812-10										n Ø Ø Ø Ø						
3943-10										b a Ø Ø						
4024-10										dʒ i Ø u						
4259-10										g ɔ Ø ɛː						
4738-10										g Ø n Ø u						
5447-10										g Ø Ø						
5828-10										Ø u g Ø						
5868-10										Ø a l l						
245-10										t ɔ Ø ɔ						
285-10										Ø a						
998-10										Ø ɔ						
1172-10										g Ø Ø Ø						
1578-10										Ø Ø Ø						
1668-10										b Ø n Ø						
2063-10										Ø Ø i						
2288-10										ɛː Ø a						
2978-10										Ø Ø Ø ɔ						
3252-10										i Ø Ø i Ø						
3551-10										Ø Ø Ø						
3683-10										Ø i Ø Ø						
4052-10										Ø u Ø u						
4440-10										t i Ø						
5229-10										b a n l Ø						
5391-10										Ø Ø g						
5423-10										ɔ Ø Ø						
178-10										Ø o Ø b ɛː Ø Ø						
347-10										Ø ɛː Ø Ø						
568-10										n a n Ø Ø g o						
569-10										n a n Ø Ø g Ø						
1204-10										Ø Ø Ø Ø						
1923-10										g ɔ n i						
2109-10										Ø Ø Ø i g						
2268-10										Ø e Ø e						
2338-10										Ø i Ø Ø						
2619-10										Ø r u						
2773-10										b a Ø Ø Ø Ø ɛː						
2999-10										Ø ɔ g Ø						
3176-10										dʒ ɔ Ø ɔ						
3199-10										Ø ɔ Ø ɔ Ø						
3283-10										u Ø u						
715-11											Ø Ø Ø Ø					
1089-11											Ø Ø Ø Ø					
1319-11											Ø Ø Ø Ø					
1398-11											Ø Ø Ø Ø Ø Ø Ø					
1557-11											Ø Ø Ø Ø					
1626-11											Ø Ø Ø Ø					
1840-11											t Ø Ø Ø					
2247-11											Ø Ø Ø					
4677-11											Ø Ø Ø e Ø Ø					
5162-11											Ø Ø Ø Ø Ø					
5406-11											t Ø Ø Ø Ø					
1577-11											Ø Ø Ø Ø					
2196-11											Ø Ø Ø Ø					
2230-11											Ø Ø Ø Ø					
2533-11											Ø Ø Ø Ø Ø					
3605-11											Ø Ø Ø Ø Ø					
3866-11											Ø Ø Ø Ø					
4553-11											t Ø Ø Ø Ø					
4822-11											Ø Ø Ø Ø Ø					
5254-11											Ø Ø Ø Ø					
503-11											Ø Ø n Ø Ø					
1356-11											Ø Ø Ø Ø					
1881-11											Ø Ø Ø Ø Ø Ø					
2084-11											Ø Ø Ø Ø Ø					
2420-11											Ø Ø Ø Ø					
3218-11											Ø Ø Ø Ø Ø Ø					
3372-11											Ø Ø Ø Ø					
3718-11											Ø Ø Ø Ø					
4135-11											Ø Ø Ø Ø Ø					
807-11											Ø ɛː Ø Ø Ø					
2320-11											Ø Ø Ø e					
2476-11											Ø Ø Ø Ø					
2842-11											Ø Ø Ø Ø Ø					
3719-11											Ø Ø					
4081-11											Ø Ø Ø Ø Ø Ø					
4313-11											Ø Ø Ø Ø Ø					
4460-11											Ø Ø Ø Ø					
5514-11											Ø Ø Ø Ø Ø					
5810-11											Ø Ø Ø Ø ɛː					
260-11											Ø Ø Ø Ø e					
890-11											Ø Ø Ø Ø Ø Ø Ø					
1336-11											t Ø Ø Ø					
1703-11											Ø Ø Ø					
2735-11											Ø Ø Ø Ø Ø Ø Ø					
4591-11											t e Ø e					
63-11											Ø Ø Ø Ø					
463-11											Ø Ø Ø Ø Ø					
762-11											Ø Ø Ø Ø Ø Ø Ø Ø Ø					
1788-11											Ø Ø Ø Ø					
2713-11											t Ø Ø Ø Ø Ø Ø Ø Ø Ø					
3425-11											Ø Ø					
4120-11											Ø Ø Ø Ø					
4184-11											Ø Ø Ø Ø					
4423-11											Ø Ø Ø Ø					
4759-11											Ø Ø Ø Ø Ø					
4980-11											t Ø Ø Ø					
5125-11											Ø Ø Ø Ø Ø					
5339-11											Ø Ø Ø Ø					
5549-11											t Ø Ø Ø Ø					
5771-11											Ø Ø Ø Ø Ø					
5938-11											Ø Ø Ø Ø Ø Ø Ø Ø					
1415-11											Ø Ø Ø					
1542-11											n Ø Ø Ø					
1683-11											Ø Ø Ø Ø					
2957-11											Ø Ø Ø Ø Ø					
3048-11											Ø ɛ Ø Ø					
4402-11											Ø Ø					
5081-11											Ø Ø Ø Ø Ø Ø Ø					
6006-11											Ø Ø Ø Ø					
135-11											t Ø n Ø Ø					
158-11											Ø Ø Ø Ø Ø					
650-11											Ø Ø Ø Ø					
716-11											Ø Ø					
1152-11											t Ø Ø Ø					
1374-11											Ø Ø Ø Ø Ø					
1789-11											n Ø Ø Ø					
2083-11											Ø Ø Ø Ø Ø					
2618-11											Ø Ø Ø Ø					
2880-11											Ø Ø Ø Ø Ø Ø Ø					
3405-11											Ø Ø Ø Ø Ø					
3572-11											Ø Ø Ø Ø					
3751-11											Ø Ø Ø					
3811-11											Ø Ø					
4535-11											Ø Ø Ø Ø					
4888-11											Ø Ø Ø Ø n Ø					
5583-11											t Ø Ø Ø Ø					
5751-11											t Ø Ø Ø					
2179-11											n Ø Ø					
2442-11											n Ø Ø Ø					
2496-11											Ø Ø n					
4781-11											Ø Ø Ø Ø Ø					
196-11											Ø Ø Ø Ø					
408-11											Ø Ø Ø Ø Ø					
526-11											Ø Ø Ø Ø Ø Ø					
789-11											Ø Ø Ø e					
978-11											t Ø Ø Ø					
999-11											Ø Ø					
1298-11											Ø Ø Ø Ø Ø Ø Ø					
3015-11											n Ø n Ø Ø					
3132-11											Ø Ø Ø Ø Ø					
3300-11											Ø Ø Ø					
3639-11											t Ø Ø Ø					
3977-11											Ø Ø ɛː Ø Ø Ø					
3978-11											Ø Ø Ø Ø e					
4648-11											Ø Ø					
5532-11											Ø Ø n Ø					
432-11											Ø Ø Ø Ø					
446-11											Ø Ø Ø Ø n Ø Ø Ø e					
1124-11											Ø Ø Ø Ø Ø					
1237-11											Ø Ø Ø Ø Ø					
1579-11											Ø Ø Ø Ø Ø Ø					
1748-11											Ø e					
2774-11											Ø Ø Ø Ø					
2902-11											Ø ɛː					
3198-11											Ø Ø Ø Ø					
3550-11											Ø Ø Ø Ø Ø Ø					
3943-11											Ø Ø Ø Ø					
4219-11											Ø Ø Ø Ø Ø					
4259-11											Ø Ø Ø Ø					
4611-11											Ø Ø Ø Ø					
4983-11											Ø Ø Ø Ø Ø					
5656-11											Ø Ø Ø Ø Ø					
5830-11											Ø Ø					
285-11											n Ø					
1023-11											Ø ɛː					
1074-11											Ø Ø Ø e Ø					
1172-11											Ø Ø Ø Ø					
1187-11											Ø Ø Ø Ø					
1205-11											Ø Ø					
1454-11											Ø Ø Ø Ø Ø					
1524-11											Ø Ø Ø Ø					
1612-11											Ø Ø Ø Ø Ø					
1668-11											Ø Ø Ø Ø					
1841-11											Ø Ø					
1970-11											Ø Ø Ø Ø					
2671-11											n Ø Ø					
2977-11											Ø Ø Ø Ø Ø					
3287-11											Ø n Ø					
3772-11											t Ø Ø Ø					
4363-11											Ø Ø Ø Ø					
4442-11											t Ø Ø Ø					
4479-11											Ø e					
5038-11											Ø Ø Ø Ø					
5424-11											Ø Ø Ø Ø					
5793-11											t Ø Ø Ø Ø Ø					
6007-11											Ø Ø Ø Ø					
347-11											Ø Ø Ø Ø					
1057-11											Ø Ø n Ø					
1257-11											Ø Ø Ø Ø Ø Ø					
1433-11											Ø Ø Ø Ø					
1501-11											Ø Ø Ø Ø					
1727-11											Ø ɛː					
1899-11											Ø Ø Ø Ø					
2067-11											Ø Ø Ø Ø					
2268-11											Ø Ø Ø ɛː					
2372-11											Ø Ø Ø e					
2599-11											Ø Ø Ø Ø					
2756-11											Ø Ø Ø Ø					
2775-11											Ø Ø Ø Ø Ø Ø					
2863-11											Ø Ø Ø ɛː					
3254-11											Ø Ø Ø Ø Ø Ø					
3318-11											Ø Ø Ø Ø Ø					
715-12												d i r̃ r̃				
1089-12												n n				
1319-12												n n n i				
1398-12												s u g u l n u				
1557-12												g i r e				
1626-12												Ø a g				
1840-12												Ø i n r̃				
2247-12												g Ø r̃				
4677-12												k u l ɔ j n				
5162-12												m i l u				
5406-12												Ø a n l u				
359-12												g a l u n				
1577-12												g i r e				
2196-12												n a l				
2230-12												s i g ɔ				
2533-12												b a r u				
3605-12												k a n l a				
3866-12												n ɔ s u				
4553-12												Ø a g u				
4822-12												k u m b oː				
5254-12												d u l ɔ				
503-12												k i l e				
1356-12												m a n n				
2084-12												j a r̃ p o				
2420-12												k u l n				
3218-12												p u r̃ dʒ u				
3718-12												a r u				
4135-12												b a n u				
4694-12												g u s n n u				
807-12												k oː m				
2320-12												k a n Ø				
2476-12												k ɔː n n				
3719-12												m ɔː				
4460-12												s u j				
5514-12												n o n d o				
5810-12												p i l u				
93-12												d ɔ				
385-12												dʒ ɛ m b o				
890-12												a m u r u				
1769-12												Ø o m b o				
2162-12												b ɛ l o				
2635-12												s ɔ				
3031-12												d ɛ g o				
4591-12												Ø a r a				
5301-12												p o r u				
5605-12												Ø i m o				
63-12												k a r u				
296-12												dʒ a m u				
463-12												d u m b				
762-12												b a n a n g u n n				
1432-12												Ø aː l u				
1474-12												Ø u n				
2044-12												d i m b e				
2713-12												Ø o m o i n d o r o				
3219-12												p a dʒ i				
4120-12												k ɔ l ɔ				
4184-12												n o r̃				
4423-12												d ɔ l ɔ				
4629-12												n u j oː				
4904-12												ɲ u Ø				
4960-12												dʒ i n a dʒ ɔ				
4980-12												Ø ɔ				
5125-12												n ɔ n dʒ u				
5549-12												Ø a Ø n				
5771-12												dʒ u g u n				
5905-12												Ø i r̃ u				
5922-12												b i r o				
1-12												p o				
629-12												d ɔ				
667-12												o Ø o				
1254-12												dʒ a n d u r u				
1415-12												ɲ n Ø				
2551-12												r u				
2901-12												Ø u n g u				
3885-12												d Ø r̃ o				
5622-12												p e r u r̃ e j				
6006-12												p u r̃ ɔː				
43-12												s a n				
158-12												m n ɔ s u				
194-12												b ɛ n				
1789-12												n u m ɔ				
2618-12												k i l o				
3113-12												Ø e g e				
3136-12												j a r a				
3751-12												p o j				
3959-12												Ø ɔ l u				
4888-12												s a m i n				
5180-12												s o m b o				
5583-12												Ø a Ø g a				
25-12												n n a s ɛ g ɛ				
114-12												d ɔ j ɔ				
702-12												ɔ g ɔ ɲ u Ø ɔ				
952-12												k u r n ɔ				
1941-12												k iː l u				
2351-12												p a p a				
3448-12												b ɔ n d u				
3482-12												m i s u d ɛ				
3497-12												n a				
3588-12												k ɔ l ɔ				
4101-12												a l aː				
4202-12												g Ø l ɔ r̃				
4293-12												dʒ ɔ Ø ɔ				
4520-12												p e dʒ u				
4609-12												k ɔ r				
4740-12												g u n ɔ n				
4781-12												s a dʒ i				
526-12												a n g a				
545-12												i r u				
931-12												b ɛ n				
999-12												j o				
1989-12												m o n u				
2145-12												dʒ Ø				
2306-12												a m n a				
3015-12												n a n d a				
3300-12												e Ø e				
3639-12												Ø a Ø ɔ				
3774-12												Ø u r u				
3905-12												n aː r̃				
3976-12												s i				
4039-12												d ɔ r̃ u				
4152-12												g i n n				
4260-12												ɔ Ø n a				
4334-12												s ɔ l				
4570-12												g ɛ j				
5200-12												Ø l o				
5752-12												Ø i				
66-12												g a				
744-12												n a Ø a				
1646-12												ɔ g u				
1745-12												dʒ Ø j Ø				
2066-12												n a Ø a				
2958-12												m u m n				
3197-12												g a				
3812-12												p i n i				
4337-12												s ɔ m				
5531-12												n i l e				
5868-12												g a				
245-12												Ø ɔ l ɔ				
1002-12												r o				
1026-12												Ø i				
1187-12												r̃ Ø Ø Ø				
1238-12												i dʒ u				
1454-12												Ø Ø l e r̃				
1524-12												k ɔ l ɔ				
2288-12												ɛ r̃ o				
2553-12												b aː Ø u				
2759-12												ɛ g o				
2978-12												g i l ɔ				
3088-12												j ɛ r̃ u				
3256-12												Ø Ø Ø				
3551-12												b ɔ j				
4052-12												b s				
4220-12												g ɔ				
4383-12												g i				
4651-12												d i Ø e				
4821-12												g u				
5228-12												b ɔ n Ø Ø				
5319-12												Ø Ø s u				
5375-12												m a n aː				
5465-12												m i j ɔ				
5481-12												j ɔ g ɔ				
5641-12												l e j				
5692-12												a n a				
5715-12												g u l ɔ				
448-12												n o Ø				
567-12												j i i				
915-12												iː				
1057-12												g Ø Ø Ø				
1208-12												g a m a				
1502-12												d i n n				
1669-12												d e m n i r e				
1684-12												s ɔː Ø i				
1864-12												g ɔ g Ø l Ø				
1969-12												Ø Ø g Ø r ɔ				
2030-12												k u Ø ɔ				
2338-12												s i Ø				
3283-12												o r̃ o				
3325-12												b ɔ n d i				
715-13													d ɛ			
1089-13													n a o			
1319-13													n i			
1398-13													s u Ø u n u			
1557-13													g i Ø u			
1626-13													g a g a			
1840-13													t ɛ n ɛ			
2247-13													g iː			
4677-13													k u l o j			
5162-13													w̃ i j u			
5406-13													t aː n g u			
359-13													g a l u			
1577-13													g o Ø o			
2196-13													n a l			
2230-13													s u g u			
2533-13													b a Ø a			
3605-13													k a n a			
3866-13													o s u			
4553-13													t a g u			
4822-13													k u w̃ b u			
5254-13													d u l ɔ			
503-13													k i u			
1356-13													w̃ a			
2084-13													j aː p o			
2420-13													k u l ɔ			
3218-13													p u g u			
3372-13													n a w̃ a			
3718-13													Ø			
4135-13													b a r̃ u			
4694-13													g u g u			
807-13													k o w̃			
2320-13													k r̃ ɛ			
2476-13													k u			
2842-13													dʒ i g u			
3719-13													w̃ ɔ			
4081-13													dʒ a w̃ b o			
4313-13													n eː j			
4460-13													s u			
5514-13													r̃ ɛ n ɛ			
5810-13													p i l u			
93-13													d ɔ			
260-13													b ɛ n Ø ɛ			
385-13													dʒ ɛ w̃ b ɛ			
1336-13													t iː g o			
1703-13													b			
1769-13													t ɛ w̃ b o			
2162-13													b eː l eː			
2635-13													s o			
3031-13													d ɛ g ɛ			
4591-13													t eː Ø iː			
5301-13													p ɛ l u			
5605-13													t i w̃ u			
63-13													k a Ø a			
762-13													b a n a k u			
1432-13													t l u			
1474-13													t ɔ			
1788-13													s u u			
2044-13													d ɛ w̃ u			
2713-13													t eː w̃ d ɛ Ø ɛ			
3219-13													p aː s u			
3425-13													j ɔ			
4120-13													k u l u			
4184-13													n u			
4423-13													d u r ɔ			
4629-13													n u ŋ ɔ			
4980-13													t ɔ			
5059-13													g u Ø o			
5125-13													ɔ ɲ g u			
5339-13													p a g a			
5905-13													t ɛ n u			
5922-13													b i Ø eː			
5938-13													a dʒ o n a			
1-13													p ɛː			
483-13													g u s u			
667-13													ɛ b ɛ			
1254-13													dʒ a n u Ø u			
1415-13													ɲ ɛː			
1683-13													s ɛ			
2901-13													t u n u			
3251-13													b a Ø a			
3885-13													ɛ r̃ ɛ			
4402-13													j u			
5081-13													p o n g j j o			
43-13													s a ɛ			
194-13													b ɛ ɛ			
221-13													ɛ dʒ u			
650-13													b u s u			
716-13													j ɛ			
1374-13													k ɔ n g ɔ			
1452-13													g Ø			
1789-13													n u w̃ u			
2083-13													k n u			
2108-13													n j			
2618-13													k ɛ l ɛ			
2636-13													w̃ i			
2924-13													p ɛ l u			
2941-13													b u l u			
3113-13													t iː g iː			
3572-13													b ɛː Ø u			
3811-13													l eː			
3959-13													t o l u			
4066-13													g ɔ ɔ			
5180-13													s ɛ w̃ b o			
5751-13													t i j ɛ			
5981-13													a r a			
872-13													ɛ ɲ dʒ ɛ			
952-13													k u Ø ɔ			
1941-13													k ɛ r u			
2442-13													n u w̃ ɔ			
3448-13													b Ø d u			
3497-13													dʒ n a ɛ ɛ			
4101-13													a r a			
4202-13													g ɔ l ɔ			
4293-13													dʒ ɔ b ɔ			
4520-13													p iː dʒ u			
4740-13													g u n u n			
4781-13													s r̃ g a			
5982-13													g u r̃ g u			
408-13													j a w̃ b o			
526-13													g			
545-13													i Ø u			
789-13													g ɛ n			
931-13													b eː ɛ aː			
999-13													j ɛ			
1298-13													g u l o b a			
1942-13													j u			
1989-13													w̃ ɛ n e			
2145-13													g Ø			
2306-13													a w̃ ɛ a			
2817-13													a ŋ g aː			
3015-13													r̃ a r̃ a			
3639-13													t u Ø a			
3774-13													t u Ø u			
3976-13													ɛ ɛ dʒ eː			
4152-13													k eː u			
4260-13													ɔ w̃ b u			
4334-13													ɛ s ɔ			
4648-13													j u			
5200-13													ɛ l eː			
5318-13													dʒ ɔ l ɔ			
5532-13													i n ɛː			
5673-13													dʒ ɛ w̃ b ɛ			
5866-13													g a Ø a			
5887-13													j a l			
66-13													k a			
685-13													s u n u			
744-13													Ø			
1579-13													w̃ b ɛ l u			
1646-13													ɔ g u			
1748-13													j u			
2066-13													n			
2216-13													j a ɛ			
2265-13													u l u			
2902-13													j u			
2958-13													w̃ u ɛ			
3534-13													dʒ Ø n eː			
3684-13													k i n dʒ ɛ			
3944-13													k u l ɔ			
4024-13													g i b a			
4219-13													dʒ u m b u			
4240-13													g Ø Ø u			
4611-13													g ɛ w̃ u			
5828-13													j a l			
5868-13													k a ɲ j			
245-13													t ɔ l ɔ			
285-13													n a			
348-13													k eː r̃ eː			
1002-13													Ø ɛ			
1023-13													j			
1026-13													l i ɛ ɛ			
1074-13													n i g i l			
1172-13													g Ø l o			
1238-13													ɛ g u			
1275-13													dʒ i			
1612-13													n u b ɔ			
2396-13													n g			
2553-13													b a n			
2759-13													ɛ g ɛ			
3256-13													ɛ w̃			
3287-13													a n u			
3407-13													eː w̃			
3551-13													b o n g o			
4383-13													k u			
4442-13													t o j Ø			
4651-13													d i ŋ			
5423-13													Ø s Ø			
5424-13													g ɔ l ɔ			
5481-13													j u g u			
5715-13													g ɛ r̃ i			
389-13													n			
567-13													ɲ i n o			
915-13													Ø			
1057-13													g eː r̃ ɛ			
1727-13													j Ø			
1971-13													b u dʒ u			
2338-13													s ɛː			
2354-13													dʒ ɛ l eː			
2500-13													eː g eː			
2598-13													Ø u Ø			
3159-13													j n			
3325-13													b ɔ n ɛ ɔ			
715-14														d Ø		
1089-14														Ø i Ø		
1319-14														Ø Ø		
1398-14														s u Ø aː aː		
1557-14														Ø Ø r Ø		
1626-14														Ø a Ø a		
