COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
4423-11											Ø Ø Ø Ø					
4759-11											Ø Ø Ø Ø Ø					
4980-11											t Ø Ø Ø					
5125-11											Ø Ø Ø Ø Ø					
5339-11											p Ø Ø Ø					
5549-11											t Ø Ø Ø Ø					
5771-11											Ø u Ø Ø Ø					
5938-11											Ø Ø Ø u Ø Ø Ø Ø					
1415-11											Ø Ø Ø					
1542-11											n Ø Ø Ø					
1683-11											Ø Ø Ø Ø					
2957-11											Ø Ø Ø Ø Ø					
3048-11											Ø Ø Ø Ø					
4402-11											Ø Ø					
5081-11											Ø Ø n Ø Ø Ø Ø					
6006-11											p Ø Ø Ø					
135-11											t u Ø Ø u					
158-11											Ø Ø Ø Ø Ø					
650-11											Ø Ø Ø Ø					
716-11											Ø					
1152-11											t Ø Ø					
1374-11											Ø Ø Ø Ø Ø					
1789-11											Ø u Ø Ø					
2083-11											Ø Ø Ø Ø					
2618-11											Ø Ø Ø					
2880-11											Ø Ø Ø Ø Ø Ø Ø					
3405-11											Ø Ø Ø					
3572-11											Ø Ø Ø Ø					
3751-11											p ɛ					
3811-11											Ø Ø					
4535-11											Ø u Ø Ø					
4888-11											Ø Ø Ø Ø n Ø					
5583-11											t Ø Ø Ø Ø					
5751-11											t Ø Ø					
2179-11											Ø Ø Ø					
2442-11											Ø u Ø Ø					
2496-11											Ø Ø Ø					
4781-11											Ø Ø Ø Ø Ø					
196-11											Ø u Ø Ø					
408-11											j Ø Ø Ø Ø					
526-11											Ø Ø Ø Ø Ø Ø					
789-11											Ø Ø Ø e					
978-11											t Ø Ø Ø					
999-11											j					
1298-11											Ø u Ø Ø Ø Ø Ø					
3015-11											n Ø n Ø Ø					
3132-11											Ø u Ø Ø Ø					
3300-11											Ø					
3639-11											t Ø Ø Ø					
3977-11											Ø Ø ɛː Ø Ø Ø					
3978-11											Ø Ø Ø Ø Ø					
4648-11											j Ø					
5532-11											Ø Ø Ø Ø					
432-11											Ø Ø Ø Ø					
446-11											Ø Ø Ø Ø Ø Ø Ø Ø e					
1124-11											Ø Ø Ø Ø Ø					
1237-11											Ø Ø Ø Ø Ø					
1579-11											Ø Ø Ø u Ø Ø					
1748-11											j e					
2774-11											Ø Ø Ø					
2902-11											j					
3198-11											Ø Ø Ø					
3550-11											Ø Ø Ø Ø Ø Ø					
3943-11											Ø Ø Ø Ø					
4219-11											Ø Ø Ø					
4259-11											Ø Ø Ø Ø					
4611-11											Ø Ø Ø ɛː					
4983-11											Ø Ø Ø Ø					
5656-11											Ø Ø Ø Ø Ø					
5830-11											Ø Ø					
285-11											n Ø					
1023-11											j Ø					
1074-11											Ø Ø Ø e Ø					
1172-11											Ø u Ø Ø					
1187-11											Ø Ø Ø Ø					
1205-11											j Ø					
1454-11											Ø Ø Ø Ø					
1524-11											Ø Ø Ø Ø					
1612-11											Ø Ø Ø Ø Ø					
1668-11											Ø Ø Ø Ø					
1841-11											Ø Ø					
1970-11											p Ø Ø Ø					
2671-11											j Ø Ø					
2977-11											Ø Ø Ø Ø Ø					
3287-11											Ø j Ø					
715-12												d ɔ j n				
1089-12												n				
1319-12												n n n Ø				
1398-12												s u ŋ u l n u				
1557-12												g i r e				
1626-12												b a g aː				
1840-12												Ø i ŋ ɔ				
2247-12												g Ø n				
4677-12												k u l ɔ j n				
5162-12												m i n l e				
5406-12												Ø a n d u				
359-12												g a l u n				
1577-12												g i r e				
2196-12												n a r̃				
2230-12												s i g				
2533-12												b a r u				
3605-12												k a n d a				
3866-12												n ɔ dʒ u				
4553-12												Ø a g u				
4822-12												k u m b oː				
5254-12												d u l ɔ				
503-12												k i l e n				
1356-12												m a j̃ n				
2084-12												j n b o				
2420-12												k u l ɔ				
3218-12												p u n u dʒ u				
3718-12												a r i				
4135-12												b a n i n				
4694-12												g u dʒ n n u				
807-12												k oː m n u				
2320-12												k a ŋ Ø				
2476-12												k Ø n n				
3719-12												m i				
4460-12												s u j				
5514-12												n o n d o				
5810-12												p i n l u				
93-12												d ɔ				
385-12												dʒ ɛ m b o n				
890-12												n a m b i r u				
1769-12												Ø o m b o				
2162-12												b ɛ l o				
2635-12												s ɔ				
3031-12												d ɛ g o				
4591-12												Ø a l u				
5301-12												p o l u				
5605-12												Ø i Ø o n				
63-12												k a r i				
296-12												dʒ a m b i				
463-12												d u m b u				
762-12												b a n a n k u n n				
1432-12												Ø a l u				
1474-12												Ø ɔ j̃ n n				
2044-12												d i m e				
2713-12												Ø Ø m n o n d o r o				
3219-12												p dʒ u				
4120-12												k l				
4184-12												n o u n				
4423-12												d ɔ r̃ ɔ				
4629-12												n u n ɔ				
4904-12												n n u Ø n ɔ				
4960-12												dʒ i n a dʒ ɔ				
4980-12												Ø ɔ				
5125-12												n ɔ n dʒ ɔ				
5549-12												Ø a b n a				
5771-12												dʒ u g u n				
5905-12												Ø i l u				
5922-12												b i r o				
1-12												p o				
629-12												d ɔ n				
667-12												o b o				
1254-12												dʒ a n d u l u				
1415-12												ɲ n o				
2551-12												r u				
2901-12												Ø u ŋ g ɔ				
3885-12												Ø Ø l o				
5622-12												p e a j e j				
6006-12												p ɛ r̃				
43-12												s n n				
158-12												m ɔ dʒ u				
194-12												b ɛ n				
1789-12												n u m ɔ				
2618-12												k ɛ l o				
3113-12												Ø e g e				
3136-12												j a r a				
3751-12												p o j				
3959-12												Ø ɔ l u				
4888-12												s a m u n				
5180-12												s o m b o				
5583-12												Ø a Ø g u				
25-12												u u a s o g o				
114-12												d ɔ n ɔ				
702-12												ɔ g ɔ ɲ ɔ Ø				
952-12												k u r n n ɔ				
1941-12												k iː l u				
2351-12												p a p a				
3448-12												b ɔ u d u				
3482-12												m i s ɛ d n n n i				
3497-12												n a				
3588-12												k ɔ l ɔ				
4101-12												a l aː				
4202-12												g Ø l ɔ				
4293-12												dʒ ɔ b ɔ				
4520-12												p Ø dʒ u				
4609-12												k ɔ r n ɔ				
4740-12												g u n ɔ n				
4781-12												s a n dʒ u				
526-12												a n g a				
545-12												i r u				
931-12												b ɛ				
999-12												j o				
1989-12												m o n u				
2145-12												dʒ Ø n				
2306-12												a m u a				
3015-12												n a n d a				
3300-12												o b e				
3639-12												Ø a b ɔ				
3774-12												Ø u r u				
3905-12												n u o				
3976-12												u n s u				
4039-12												d ɔ r̃ u				
4152-12												g u l ɛ n				
4260-12												ɔ m n a				
4334-12												n s ɔ n				
4570-12												n u g ɔ n j				
5200-12												ɛ l o				
5752-12												Ø n				
66-12												k a				
744-12												n a b a				
1646-12												ɔ g u				
1745-12												dʒ Ø j Ø				
2066-12												n a n a				
2958-12												m u b				
3197-12												k a				
3812-12												p i ŋ i				
4337-12												s ɔ m u u				
5531-12												n i l e				
5868-12												k a				
245-12												Ø ɔ l n				
1002-12												r o				
1026-12												l i n n				
1187-12												ɔ ɔ r̃ ɔ				
1238-12												i dʒ u				
1454-12												s Ø l e ɔ				
1524-12												g ɔ l ɔ				
2288-12												ɛ l o				
2553-12												b aː Ø i				
2759-12												ɛ g o				
2978-12												k u l u				
3088-12												n ɛ l u				
3256-12												ɔ Ø o				
715-13													ɛ			
1089-13													n a			
1319-13													n ɔ			
1398-13													s u u n u			
1557-13													g i r ɛĩ			
1626-13													g a g a			
1840-13													t i			
2247-13													g eː			
4677-13													k u l o j			
5162-13													m i o ɛ			
5406-13													t aː n u			
359-13													g a l u			
1577-13													g oː r ɛĩ			
2196-13													n a l			
2230-13													s u g u			
2533-13													b a r a			
3605-13													k a n a			
3866-13													o s u			
4553-13													t a g			
4822-13													k u m n o			
5254-13													u l ɔ			
503-13													k i j ɔ			
1356-13													m a ɛ n			
2084-13													j aː b oː			
2420-13													k u l			
3218-13													p ɔ dʒ u			
3372-13													n a m a			
3718-13													a r a			
4135-13													b a n u u			
4694-13													g u s u			
807-13													k oː m u ɔ			
2320-13													k a ɲ ɛĩ			
2476-13													k ɔ			
2842-13													i g u j			
3719-13													m ɔ			
4081-13													a m b o			
4313-13													n ɛ			
4460-13													s o ɔ			
5514-13													n ɛ n ɛ			
5810-13													p i u l u			
93-13													ɔ			
260-13													b ɛ r ɛĩ			
385-13													dʒ ɛ m b ɛ			
1336-13													t ɛĩ g ɛĩ			
1703-13													b a			
1769-13													t ɛ m b oː			
2162-13													b ɛ l ɛ			
2635-13													s o			
3031-13													ɛ g ɛ			
4591-13													t eː r eː			
5301-13													p ɛ l u			
5605-13													t i m ɔ u			
63-13													k a r a			
762-13													b a n a k u			
1432-13													t a l u			
1474-13													t ɔ			
1788-13													s o			
2044-13													i m n ɔ			
2713-13													t eː m i i i ɛ r ɛ			
3219-13													p aː s u			
3425-13													j u			
4120-13													k o l o			
4184-13													ɲ o ɔ			
4423-13													ɔ l ɔ			
4629-13													n u ŋ n ɔ			
4980-13													t ɔ u u			
5059-13													g u l			
5125-13													ɔ ɲ g ɔ			
5339-13													p a g a			
5905-13													t i r̃			
5922-13													b i r ɛ			
5938-13													a u n a			
1-13													p eː			
483-13													g u s u			
667-13													ɛ b ɛ			
1254-13													dʒ a n u l u			
1415-13													ɲ eː			
1683-13													s ɛ			
2901-13													t u ɲ n u			
3251-13													s a r a			
3885-13													ɛ r ɛ			
4402-13													j			
5081-13													p oː n g j j oː			
43-13													s a			
194-13													b ɛ i			
221-13													e s u			
650-13													b ɔ s ɔ			
716-13																
1374-13													k ɔ n ɔ			
1452-13													g a r a			
1789-13													n u m u			
2083-13													k a j n u			
2108-13													n a j j			
2618-13													k ɛ l ɛ			
2636-13													m			
2924-13													p l u			
2941-13													b u r u			
3113-13													t ɛĩ g ɛĩ			
3572-13													b ɛ r u			
3811-13													l eː			
3959-13													t o l u			
4066-13													g ɔ r ɔ			
5180-13													s ɛ m n oː			
5751-13													t i j ɛ			
5981-13													a r a			
872-13													e ɲ g e			
952-13													k u r ɛ ɛ ɔ			
1941-13													k i l			
2442-13													n ɔ m ɔ			
3448-13													b Ø u			
3497-13													ɔ n a			
4101-13													a r̃ a			
4202-13													g o l o			
4293-13													dʒ ɔ b ɔ			
4520-13													b ɛĩ g u			
4740-13													g u n ɔ n			
4781-13													s a j g a			
5982-13													g u g u			
408-13													j a m b o			
526-13													a a g a			
545-13													i r u			
789-13													g ɛ n			
931-13													b eː ɛ j			
999-13													j ɛĩ			
1298-13													g ɔ u ɔ b a			
1942-13													j u			
1989-13													m i n ɛ			
2145-13													g Ø			
2306-13													a m n a			
2817-13													a ŋ g aː			
3015-13													r̃ a n a			
3639-13													t ɔ j a			
3774-13													t u r u			
3976-13													ɛ s			
4152-13													k u u i			
4260-13													ɔ m u			
4334-13													i s ɔ n			
4648-13													j u			
5200-13													ɛ l a			
5318-13													ɔ l ɔ			
5532-13													i n eː			
5673-13													e m b e			
5866-13													k a ɔ i r a			
5887-13													j a ɔ			
66-13													k a			
685-13													b ɔ ɔ			
744-13													n a b a			
1579-13													j m b ɔ l ɔ			
1646-13													ɔ g u			
1748-13													u			
2066-13													n a n a			
2216-13													j a j			
2265-13													u l ɔ			
2902-13													j ɔ			
2958-13													m ɔ ɛ			
3534-13													t ɛ n ɛ			
3684-13													k i n dʒ ɛ			
3944-13													k u l ɛ			
4024-13													g i b a			
4219-13													ɛ m b ɛ			
4240-13													g Ø r u			
4611-13													k ɛ m o			
5828-13													j a ɔ ɔ			
5868-13													Ø a ɲ u			
245-13													t ɔ l ɔ			
285-13													n a			
348-13													k ɛ r̃ ɛ			
1002-13													r ɛ			
1023-13													j ɛ			
1026-13													l i n n			
1074-13													n i g i k			
1172-13													g ɔ l o			
1238-13													i g u			
1275-13													t i			
1612-13													n ɔ ɔ ɔ			
2396-13													n u			
2553-13													b a n			
2759-13													ɛ g ɛ			
3256-13													ɛ m a			
3287-13													a n u			
3407-13													eː m			
715-14														d Ø Ø Ø		
1089-14														n i s		
1319-14														n Ø Ø ɛ		
1398-14														s u g ɛ Ø Ø		
1557-14														g Ø r Ø		
1626-14														b a g u		
1840-14														Ø n s		
2247-14														g Ø Ø		
4677-14														k u r Ø Ø Ø		
5162-14														Ø Ø Ø Ø ɛ		
5406-14														Ø n d u		
359-14														g a r Ø		
2196-14														n a Ø a		
2230-14														s u g Ø		
2533-14														b a r Ø a		
3605-14														k a n d a		
3866-14														s Ø dʒ u		
4553-14														a Ø g Ø		
4822-14														k u Ø b Ø		
503-14														k Ø Ø Ø		
1356-14														Ø a Ø		
1881-14														n u Ø ɛ		
2084-14														Ø Ø Ø		
2420-14														k u r ɔ		
3372-14														n i Ø i		
3718-14														Ø a r a		
4135-14														b i n		
4694-14														g u dʒ Ø Ø u		
807-14														k Ø Ø		
2476-14														k o Ø Ø		
2842-14														d Ø g u		
3719-14														Ø ɔ		
4081-14														d i Ø b Ø		
4313-14														n ɛ Ø s ɛ		
4460-14														s ɔ Ø		
5810-14														Ø Ø r Ø		
93-14														d ɔ		
260-14														b ɛ r ɛ		
385-14														dʒ ɛ Ø ɛ Ø		
1703-14														b Ø		
2162-14														b ɛ r ɛ		
2635-14														s Ø		
2735-14														d i n ɛ ɛ ɛ a		
3031-14														d ɛ g ɛ		
5301-14														Ø ɛ r u		
5605-14														Ø Ø Ø		
296-14														s a Ø b a		
1432-14														a r		
1474-14														ɔ Ø Ø Ø		
1788-14														s Ø		
2044-14														d Ø Ø Ø		
3425-14														Ø		
4184-14														m Ø ɛ		
4423-14														d ɔ Ø ɔ		
4629-14														n u n Ø ɔ		
4904-14														n Ø u n i		
4980-14														Ø		
5059-14														g u l Ø		
5339-14														Ø i g i		
5905-14														Ø Ø Ø		
5922-14														b Ø r ɛ		
5938-14														i d u n Ø Ø		
483-14														g Ø s u		
629-14														d Ø ɛ ɛ		
1254-14														dʒ a s d u r u		
1898-14														Ø u Ø Ø		
3251-14														b i r i		
5622-14														Ø ɛ Ø Ø Ø		
158-14														Ø Ø ɔ s u		
194-14														b Ø Ø		
1452-14														g Ø r i		
2083-14														k Ø Ø Ø		
2108-14														n e ɛ n		
2924-14														Ø Ø l		
3572-14														b ɛ r u		
3751-14														Ø ɛ n		
3959-14														Ø l u		
4066-14														g Ø Ø ɔ		
25-14														ɛ i s ɛ g ɛ		
952-14														k u r u		
2351-14														b a b i		
3482-14														Ø Ø s Ø d Ø Ø Ø ɛ		
3497-14														s n Ø Ø i		
3588-14														k ɔ r ɔ		
4101-14														a Ø i		
4520-14														Ø Ø dʒ u		
4609-14														g ɔ r ɔ		
4740-14														g u n ɔ Ø		
545-14														Ø r u		
931-14														b Ø Ø Ø		
978-14														ɔ Ø ɛ		
999-14														ɛ		
1052-14														n Ø Ø b o		
1070-14														l u g Ø		
2456-14														k ɔ l Ø		
2514-14														d u dʒ u		
3774-14														u r u		
3905-14														n ɛ ɛ		
4039-14														d ɔ n		
4334-14														s ɔ Ø		
4361-14														Ø g Ø		
4570-14														ɛ ɛ g ɔ Ø Ø		
5752-14														ɛ		
5887-14														Ø i Ø		
521-14														k ɔ dʒ u ɛ		
685-14														s o Ø		
1108-14														Ø Ø e		
2066-14														n a n a		
2216-14														Ø Ø		
2392-14														Ø l Ø s o		
2774-14														k Ø Ø Ø		
2958-14														Ø o Ø ɛ		
3339-14														k a r a		
3944-14														k Ø ɛ		
4024-14														s Ø b i		
4219-14														Ø Ø Ø		
4240-14														Ø l		
5197-14														Ø r u		
5531-14														Ø Ø Ø a		
5733-14														n Ø		
5828-14														Ø i Ø		
409-14														g Ø r u		
562-14														s o Ø ɔ		
1002-14														r ɛ		
1022-14														Ø Ø l Ø		
1023-14														Ø Ø		
2288-14														Ø Ø Ø		
2759-14														Ø g ɛ		
2798-14														Ø ɛ Ø ɛ s		
3088-14														Ø Ø Ø o		
3287-14														e n e		
3407-14														Ø Ø		
3463-14														b Ø		
715-15															ɔ dʒ dʒ	
1089-15															n Ø Ø dʒ	
1319-15															n Ø ɛː	
1398-15															s u g u l Ø o	
1557-15															g ɛ iː	
1626-15															w a g a	
1840-15															t a n dʒ	
2247-15															g o dʒ	
4677-15															k u l o Ø	
5162-15															Ø ɛ dʒ Ø ɛ	
5406-15															t Ø n u	
359-15															g a l Ø Ø	
1577-15															g ɛ iː	
2196-15															n a l a	
2230-15															s ɛ g o	
2533-15															b a b Ø a	
3605-15															k a n a	
3866-15															Ø o Ø u	
4553-15															t a Ø g Ø u	
4822-15															k u Ø Ø o	
5254-15															u l ɔ	
503-15															Ø ɛ Ø u Ø	
1356-15															Ø a Ø Ø	
1881-15															n u Ø Ø dʒ dʒ	
2084-15															j Ø dʒ b ɛ	
2420-15															k u l ɔ	
3218-15															p u Ø dʒ Ø u	
3372-15															n a Ø a	
4135-15															b a j Ø	
4694-15															g u Ø Ø dʒ u	
807-15															k o Ø b Ø	
2842-15															ɛ g ɔ Ø	
3719-15															Ø Ø	
4081-15															a Ø b Ø Ø	
4313-15															n ɛ Ø dʒ dʒ	
5514-15															n ɛ n ɛː	
5810-15															p ɛ Ø l u	
93-15															ɔ	
260-15															b ɛ dʒ ɛ	
385-15															dʒ ɛ Ø b ɛ Ø	
1336-15															t iː g iː	
1769-15															t ɛ Ø Ø ɛ	
2162-15															b ɛ l ɛ	
2635-15															s o	
2735-15															Ø a n dʒ b b a	
3031-15															ɛ g ɛ	
5605-15															t ɛ Ø ɛ Ø	
63-15															k a l a	
296-15															Ø a Ø Ø a	
762-15															b a n a b k Ø Ø	
1432-15															t a l iː	
1474-15															t ɔ j Ø	
2044-15															a Ø Ø iː	
2713-15															t iː Ø Ø Ø b ɛ ɛ	
3219-15															b Ø Ø u	
3425-15															j o	
4120-15															k o l o	
4423-15															ɔ Ø ɔ	
4629-15															n ɔ iː Ø Ø	
4759-15															n o Ø Ø	
4904-15															n dʒ Ø j Ø Ø	
4960-15															g ɛ n Ø	
4980-15															t ɔ Ø Ø	
5339-15															p a g a	
5549-15															t a Ø dʒ a	
5905-15															t a j o	
5922-15															b ɛ b ɛ	
5938-15															Ø a u n Ø Ø a	
1-15															p ɛ	
483-15															g o Ø ɔ	
629-15															ɔ dʒ dʒ	
667-15															ɛ b ɛ	
1254-15															dʒ a Ø u l	
1542-15															Ø dʒ Ø Ø	
2901-15															t ɔ j Ø ɛ	
2957-15															Ø a n Ø i	
3048-15															b i Ø	
3251-15															s a j a	
3885-15															Ø ɛː ɛː	
5081-15															b ɛ n dʒ Ø Ø Ø	
43-15															s Ø Ø dʒ	
135-15															t ɔ n ɔ	
221-15															ɛ Ø ɔ	
650-15															b o Ø o	
716-15															j ɔ	
1152-15															t i Ø ɛ	
1789-15															n u Ø a	
1862-15															i Ø ɛ	
2636-15															Ø dʒ	
2880-15															k ɔ n Ø Ø Ø Ø	
2924-15															p o l dʒ	
2941-15															b ɛ l u	
3113-15															t iː g iː	
3136-15															j a l a	
3405-15															Ø ɛ Ø ɛ Ø	
3572-15															b ɛ ɔ	
3751-15															p ɛ	
3811-15															l ɛ	
3959-15															t o l	
4066-15															g ɔ j ɔ	
4535-15															s u w oː	
5180-15															s ɛ Ø Ø ɛ	
5751-15															t i ɛ	
5981-15															a Ø a Ø	
25-15															dʒ l a s ɛ g ɛ	
114-15															ɔ Ø iː	
702-15															ɔ g ɔ b Ø Ø oː	
872-15															ɛ n dʒ ɛ	
952-15															k l Ø Ø ɔ	
1941-15															k a l a	
2179-15															Ø ɛː	
2351-15															p a o a	
2442-15															n u Ø Ø	
2496-15															n ɔ Ø	
3448-15															b ɔ dʒ u	
3482-15															Ø i s i Ø dʒ Ø dʒ ɛ	
3588-15															k ɔ l ɔ	
4101-15															a Ø a	
4293-15															ɔ b ɔ	
4520-15															p iː Ø	
4740-15															g n ɔ j	
5982-15															k ɔ Ø Ø ɔ	
196-15															k ɔ l a	
408-15															u Ø b ɔ	
789-15															g a Ø iː	
1070-15															l Ø g o	
1298-15															g u Ø Ø Ø b Ø	
1942-15															j iː	
1989-15															Ø ɛ n ɛ	
2306-15															a Ø Ø a	
2514-15															Ø Ø Ø	
2817-15															a j g Ø	
3015-15															n a n a	
3132-15															Ø j Ø Ø	
3905-15															j o dʒ	
3976-15															Ø s Ø	
4039-15															ɔ j Ø	
4152-15															ɛ iː iː Ø	
4278-15															k ɔ dʒ Ø ɔ	
4334-15															Ø s ɔ l	
4648-15															ɛ	
5200-15															ɛ l ɛ	
5318-15															ɔ l ɔ	
5866-15															Ø a Ø Ø w Ø	
66-15															k a	
432-15															Ø a Ø Ø	
1108-15															w w j oː	
1237-15															b i n Ø ɛ	
1748-15															ɛ	
1823-15															g ɛː l ɛː	
2143-15															b a	
2392-15															dʒ o Ø Ø	
2579-15															ɔ Ø	
3198-15															s o Ø ɛ	
3534-15															ɛ Ø ɛ	
3944-15															k ɔ l ɛ	
4024-15															dʒ a b a	
4259-15															g oː Ø Ø	
4337-15															s ɔ Ø dʒ dʒ	
5447-15															g Ø Ø Ø	
5830-15															ɛ	
5868-15															k a Ø Ø	
285-15															n ɛ	
348-15															k ɛ Ø ɛ	
998-15															w ɛ	
1578-15															n Ø Ø dʒ o	
1668-15															b i n iː	
1970-15															p ɔ l a	
2396-15															n ɛ	
2553-15															b a Ø a	
2978-15															k Ø l a	
3256-15															ɛ Ø a	
3301-15															Ø ɛ b a	
3498-15															Ø Ø	
715-16																d i
1089-16																n a
1319-16																n ɛː
1398-16																s u g u l u
1557-16																g i r ɛ
1626-16																w a g a
1840-16																t i ŋ
2247-16																g o
4677-16																k u r
5162-16																m i ɛ l ɛ
5406-16																t a n ɔ
359-16																g a l
1577-16																g i r e
2196-16																n a l a
2230-16																s u g o
2533-16																b a r a
3605-16																k a n a
3866-16																ɔ dʒ u
4553-16																t a ɛ g
4822-16																k u m o
5254-16																d u l ɔ
503-16																k i l ɛ
1356-16																m a ɛ
1881-16																n u ɔ
2084-16																j a b ɛ
2420-16																k u l ɔ
3218-16																p u dʒ u
3372-16																ɲ a m a
3718-16																ɛ a r a
4135-16																b a n ɛ
4694-16																g u dʒ ɛ ɛ u
807-16																k o m ɛ
2320-16																k a ŋ ɛ
2476-16																k ɛ
2842-16																d i g u
3719-16																m
4081-16																d a m b ɛ aː
4313-16																n ɛ m
4460-16																s ɔ j
5514-16																n ɛ n ɛ
5810-16																p i ɛ l u
93-16																d ɔ
260-16																b ɛ r ɛ
890-16																a m i r̃ u
1336-16																t g iː
1703-16																b a
1769-16																t ɛ m b ɛ
2162-16																b ɛ l ɛ
2635-16																s o
2735-16																d a n o
3031-16																d ɛ g ɛ
4591-16																t o r a
5301-16																p ɛ r u
5605-16																t i m iː ɛ
63-16																k a r a
296-16																dʒ a m a
463-16																d u m u
1432-16																t a r u
1474-16																t ɔ
1788-16																s a iː iː
2044-16																d i m e
3219-16																p a dʒ u
3425-16																j ɔ
4120-16																k o l o
4184-16																ɲ a ɛ
4423-16																d ɔ r̃ ɔ
4960-16																g i n a o
4980-16																t iː
5059-16																g u r o
5125-16																ɔ ɲ ɔ
5339-16																p a g a
5549-16																t a b a
5771-16																dʒ u g u
5905-16																t i u
5922-16																b i r ɛ
1-16																p i
483-16																g o dʒ u
629-16																d ɔ
667-16																ɛ b ɛ
1254-16																dʒ a n d u r u
1683-16																s ɛ
2551-16																r̃ o
2901-16																t u ŋ u
3251-16																p a r̃ a
3885-16																t ɛ r ɛ
4402-16																i
5081-16																b i n r u
5622-16																p ɛ j ɛ j
6006-16																p i l
43-16																s a
158-16																m ɔ ɲ u
194-16																b ɛ b
221-16																ɛ dʒ u
650-16																b dʒ ɛ
716-16																j aː
1374-16																k ɔ ŋ ɔ
1452-16																g a r a
1862-16																i dʒ u
2083-16																k a ɛ ɲ a
2108-16																n a
2618-16																k ɛ l ɛ
2636-16																m
2924-16																p o l u
2941-16																b i l u
3113-16																t e g e
3136-16																j a r a
3572-16																b ɛ r u
3751-16																p ɛ
3811-16																l iː
3959-16																t o r u
4066-16																g aː r ɔ
4888-16																s a m u n a
5180-16																s ɛ m b ɛ
5583-16																t a m j a
5981-16																a ɲ a
25-16																a s ɛ g ɛ
702-16																ɔ g ɔ ɲ u m o
851-16																g ɔ m ɔ
872-16																ɛ ɲ ɛ
952-16																k u r ɛ ɛ ɔ
1941-16																k i l i
3448-16																b u d u
3482-16																m i s i d ɛ
3497-16																n a
3588-16																k ɔ r ɔ
4101-16																a l j a
4202-16																g o l o ɛ
4293-16																dʒ ɔ b ɔ
4520-16																p e dʒ u
4609-16																k ɔ r ɔ
4740-16																g u n ɔ
4781-16																s dʒ a
5982-16																g u dʒ dʒ u
526-16																a g a
545-16																i r u
789-16																g n
931-16																b ɛ b
1052-16																n a m
1070-16																l u g o
1298-16																g u u m b a
1989-16																m ɛ n ɛ
2145-16																dʒ o u
2306-16																a m b a
2666-16																s ɛ j ɛ
2817-16																a ŋ g
3015-16																n a n a
3639-16																t u b a
3774-16																t u r u
3905-16																n ɛ ɛ
3976-16																j j s
4039-16																d ɔ j
4260-16																ɔ m u
4278-16																k u ɲ dʒ u
4361-16																t ɛ g ɛ
5200-16																ɛ l
5318-16																ɔ l ɔ
5673-16																d ɛ m b ɛ
5752-16																t i
5866-16																a Ø a
5887-16																j a r̃ o
432-16																a n o
685-16																b ɔ l ɔ
744-16																l a b a
1646-16																ɔ g u
1745-16																dʒ j ɛ
2066-16																n a m aː
2216-16																a
2265-16																u l ɔ
2579-16																d ɔ w
2958-16																m ɔ ɛ u
3198-16																s Ø Ø
3534-16																t ɛ n ɛ
3684-16																g i ɲ a
3812-16																p i n i
3944-16																k ɔ n ɛ
4024-16																dʒ i b a
4240-16																w iː l u
4337-16																s ɔ n
5828-16																a r̃ o
245-16																t ɔ l ɔ
285-16																r̃ ɛ
348-16																k ɛ r ɛ
409-16																n oː r u
998-16																w
1002-16																l ɛ
1026-16																l i
1172-16																g ɔ l o
1238-16																i s u
1275-16																t aː
1524-16																k o ɛ ɛ
1612-16																n u m b ɔ
2288-16																o o
2334-16																ɛ dʒ u
2396-16																n j
2553-16																b aː ŋ
2759-16																iː g ɛ
2798-16																Ø l ɛ
3256-16																ɛ m ɛː
3407-16																ɛ m
