COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
293-19																			f ə r ə z
373-19																			kʼ m a l
408-19																			b o r ai̯
414-19																			d ə b a ʔ u ʔ a
601-19																			ʔ a r u b
642-19																			n ɨ f a s
60-19																			n aː f ə s ai̯
115-19																			l a m
209-19																			s m t
242-19																			ʔ a m ɨ s t
415-19																			z ɨ n a b
450-19																			z ə r
490-19																			t ə b ə
638-19																			s ɨ r e
645-19																			kʼ a l
75-19																			ʔ a m b ɨ l
160-19																			d aː r ə kʼ
208-19																			ʔ ɨ n kʼ i l a
214-19																			ʔ a b
218-19																			ʔ i z i n
378-19																			ʔ a n g ə t
379-19																			z ə ə
409-19																			g a t aː r
497-19																			t aː n
646-19																			ʔ a t ə
164-19																			b aː kʼ i
210-19																			d ai̯ j ə n
215-19																			ʔ a j aː b a t
256-19																			t u mː o
285-19																			m i t a d
380-19																			ʔ j w a
412-19																			s a j n
496-19																			s ə n b ə t
64-19																			d a n u
67-19																			w i r
169-19																			b ə r aː z aː z e
251-19																			f i ə kʼ
294-19																			m u kʼ
461-19																			t ai̯
547-19																			w a z a t
597-19																			ʔ aː o n aː a
7-19																			ʔ a l g a
158-19																			kʼ aː m i s
168-19																			ʔ o m a r
296-19																			aː ʔ e t
375-19																			s ə b
385-19																			w i t ə t
500-19																			ʔ m n i ʔ
541-19																			kʼ aː t i n
6-19																			m ə l g a m a
113-19																			b u n
123-19																			ʃ aː m aː
330-19																			kʼ ə l d
491-19																			d ɨ n g ə t
106-19																			m ə a
254-19																			dʒ i m a t o
339-19																			b ə kʼ l
460-19																			ʔ h a t a
602-19																			m ɨ n
652-19																			ʔ ai̯ ʔ t ʔ j ʔ ʔ ai̯
2-19																			u Ø u m
