COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
601-14														ə Ø Ø Ø					
642-14														Ø Ø f s					
60-14														Ø ə f ə s ə Ø					
115-14														Ø r a Ø					
209-14														s ə Ø Ø Ø					
242-14														Ø Ø s Ø					
415-14														Ø Ø Ø Ø					
450-14														Ø ə Ø					
490-14														Ø ə Ø Ø Ø					
638-14														s Ø Ø i					
645-14														Ø r					
75-14														Ø Ø Ø					
160-14														Ø aː Ø aː Ø					
208-14														Ø Ø Ø Ø aː Ø					
214-14														f					
218-14														Ø Ø Ø Ø					
378-14														Ø g aː Ø					
379-14														Ø aː Ø Ø aː Ø					
409-14														Ø Ø Ø ə Ø ə					
497-14														Ø aː Ø					
598-14														Ø Ø i Ø					
646-14														Ø Ø aː					
164-14														f aː Ø Ø Ø Ø					
210-14														Ø ə Ø Ø Ø Ø Ø					
215-14														t f Ø Ø					
256-14														Ø ə Ø					
285-14														Ø Ø Ø Ø					
332-14														Ø g Ø Ø					
380-14														Ø Ø Ø					
412-14														s Ø Ø Ø					
496-14														Ø aː Ø s ə Ø f ə Ø					
64-14														Ø Ø Ø					
169-14														f Ø Ø Ø aː Ø aː Ø Ø					
251-14														f Ø Ø Ø Ø					
294-14														Ø Ø aː Ø					
461-14														Ø i					
547-14														Ø ə Ø a Ø					
597-14														i Ø Ø Ø Ø ə Ø Ø					
655-14														Ø Ø s Ø					
7-14														Ø g					
158-14														Ø aː Ø Ø s					
168-14														Ø Ø Ø					
296-14														Ø Ø i Ø Ø Ø					
372-14														Ø ə Ø f ə Ø					
374-14														f aː Ø Ø Ø Ø Ø Ø Ø					
385-14														Ø Ø Ø Ø Ø					
411-14														Ø Ø Ø s					
6-14														Ø aː Ø Ø Ø					
17-14														Ø Ø Ø Ø					
123-14														s i Ø aː Ø					
330-14														Ø ə Ø Ø					
421-14														f Ø Ø Ø					
448-14														Ø Ø Ø Ø Ø s Ø Ø f Ø Ø					
449-14														Ø Ø aː Ø					
491-14														Ø Ø i g ə Ø					
545-14														Ø Ø s Ø Ø					
596-14														Ø ə g aː					
653-14														f Ø Ø Ø Ø					
4-14														g Ø Ø Ø Ø Ø					
8-14														Ø aː f aː Ø Ø					
339-14														Ø aː Ø Ø Ø					
460-14														ə Ø Ø Ø					
489-14														f Ø aː Ø Ø Ø Ø					
552-14														Ø Ø					
602-14														Ø Ø					
652-14														i Ø Ø t a					
119-14														Ø g Ø					
340-14														g Ø Ø Ø Ø Ø					
458-14														Ø Ø Ø g Ø Ø Ø					
459-14														Ø s Ø					
486-14														Ø ə Ø ə Ø ə					
607-14														Ø Ø Ø a Ø					
609-14														ʔ Ø g					
647-14														Ø Ø Ø Ø Ø					
10-14														Ø Ø Ø aː Ø					
15-14														Ø Ø Ø Ø Ø Ø					
18-14														ʔ Ø Ø Ø Ø ə					
73-14														Ø Ø Ø Ø Ø Ø Ø Ø					
110-14														Ø a Ø Ø Ø a					
121-14														Ø Ø Ø Ø					
152-14														Ø					
167-14														g Ø Ø Ø					
255-14														Ø Ø ə Ø Ø Ø Ø					
297-14														g aː Ø Ø Ø r					
299-14														g aː Ø Ø Ø r					
328-14														s aː Ø aː f ə					
334-14														Ø Ø ə s					
338-14														Ø Ø Ø Ø r Ø					
342-14														Ø i Ø a					
344-14														Ø Ø s Ø Ø					
410-14														Ø Ø Ø Ø					
540-14														Ø Ø					
550-14														Ø ə Ø Ø Ø r					
109-14														g ə i Ø Ø					
61-15															d ə m				
63-15															ʔ a s ɨ Ø ə				
107-15															g aː m ə l a				
112-15															d a b ə n ə				
331-15															n ɨ g ə u s				
377-15															b ə ə kʼ ə ə l				
381-15															ʔ ə tʃː t				
417-15															r u z				
451-15															s ə n ə ə ə t				
454-15															ʔ ə ʔ Ø ɨ r ə ə				
484-15															s ɨ t i s t				
535-15															ʔ ə ʃ i r				
543-15															s u s t				
593-15															ʔ ə m ə Ø s				
640-15															m ə a n ə				
1-15															d ə b ai̯ r ə ə				
65-15															Ø u t ə ə ə				
163-15															s ə Ø ə				
212-15															ʔ u n				
244-15															ʔ ə r ə ə				
248-15															m ə u l tʃː				
293-15															f ə r ə s				
373-15															kʼ ə u m a				
414-15															d u Ø ə ə ə ə				
601-15															ʔ ə r tʃː				
642-15															a a n ɨ f a s				
60-15															n ə Ø ə s ə a				
115-15															ə a r a ə m				
209-15															s ɨ ə uː t				
242-15															ʔ a n ɨ s t				
415-15															z ɨ n a b				
450-15															z ə r				
490-15															tʃː ə b a ə a				
638-15															s ɨ r uː ə				
645-15															kʼ a Ø				
75-15															ʔ a m a i l				
160-15															d ə r ə kʼ tʃː				
214-15															ʔ a b tʃː				
218-15															ʔ ɨ ə z u n				
378-15															ʔ a n g ə t				
379-15															Ø ə tʃː ə tʃː				
409-15															ʔ a tʃː t ə r				
497-15															t ə n				
646-15															ʔ a n t a				
164-15															b ə kʼ ə ə				
210-15															d ə ʔ a Ø n				
215-15															ʔ a tʃː n n a t				
256-15															t u Ø ə				
285-15															m ɨ t a d				
332-15															ʔ ɨ dʒ ə r				
380-15															ʔ ə ʔ tʃː a				
412-15															s ə ɨ n				
496-15															a a a s ə n t ə t				
67-15															ʔ i r				
169-15															b i r a ə z ə b ə				
251-15															f ɨ kʼ ə				
294-15															m a u kʼ				
461-15															a a Ø ə				
547-15															ʔ i z a a				
655-15															ɨ Ø t				
158-15															kʼ ə m a i s				
168-15															ʔ tʃː m a r				
296-15															ʔ Ø n a uː tʃː				
374-15															Ø eː kʼ a u l u				
375-15															s ə b a a				
385-15															Ø ɨ Ø ə t				
541-15															kʼ ə Ø i n				
17-15															ʔ ɨ Ø i r				
113-15															b u n a				
123-15															s ə m ə a				
252-15															r ə Ø ə b ə				
330-15															kʼ ə tʃː d				
421-15															Ø i Ø a				
449-15															ʔ ə Ø eː				
491-15															d ɨ n g u t				
653-15															Ø ə t ə a				
8-15															kʼ ə Ø ə t tʃː				
106-15															m ə s ə a				
254-15															dʒ i m ə t				
290-15															ʔ ə Ø ə Ø ə a				
339-15															Ø ə kʼ i l ə				
602-15															m ɨ n				
652-15															ʔ Ø t a Ø a tʃː				
2-15															t ə Ø l Ø n				
3-15															ʔ i r tʃː a				
213-15															ʔ ə r aː s				
459-15															ʔ a s u				
211-15															m ɨ s a t				
328-15															s ə Ø ə b ə				
333-15															m ɨ ʃ i r a				
612-15															a r Ø b				
109-15															g tʃː n Ø a				
61-16																Ø ə m			
63-16																a n s ɨ m s			
107-16																b ɨ m a j a			
112-16																Ø a b ə n			
331-16																n ɨ b kʼ a n s			
377-16																b s a kʼ s s j Ø			
381-16																ʔ a s kʼ kʼ Ø s			
417-16																r a Ø			
451-16																s a s s s b a Ø s			
454-16																Ø a s n ɨ r s s			
484-16																s ɨ Ø ɨ s Ø s s			
535-16																ʔ a r ɨ r s s			
543-16																n Ø kʼ kʼ n Ø s			
593-16																h a m s a s			
640-16																m s a n s			
65-16																Ø a b ə ə			
163-16																s ə n ə ə ə			
212-16																ʔ Ø n s			
244-16																ʔ a r b s s a Ø s			
248-16																m Ø j s s Ø			
293-16																Ø ə r ə n			
373-16																kʼ kʼ ɨ m a j			
408-16																b a ə a r s			
414-16																Ø a b ə a			
601-16																s r ʔ b a			
642-16																kʼ a n ɨ Ø a s			
209-16																s a a s a ə Ø s			
242-16																ʔ a m s ɨ s Ø s			
415-16																Ø ɨ n a b			
450-16																Ø ə r h s			
638-16																s ɨ r n s əi̯ s			
75-16																Ø a m kʼ ɨ j s			
208-16																ʔ ɨ n kʼ Ø kʼ kʼ kʼ			
214-16																ʔ a b s			
218-16																ʔ ɨ ə Ø ɨ n s			
409-16																Ø a s Ø ə r s			
497-16																n ə n			
598-16																r a kʼ Ø ʔ Ø			
646-16																ʔ a kʼ s n ə s			
256-16																n a m a			
332-16																ʔ ə s b ɨ r s			
496-16																s s h h h s ə n b ə Ø			
67-16																b a r kʼ			
655-16																m a s ə Ø s n			
372-16																Ø ə n Ø ə r			
375-16																s ə b s s			
411-16																s s Ø ɨ r s s a n			
500-16																ʔ u m s n s			
541-16																kʼ aː n ɨ n			
17-16																ʔ a r a s			
113-16																b a n			
252-16																r a h ə b ə kʼ			
330-16																kʼ ə j Ø s			
545-16																Ø ɨ s ɨ n h			
106-16																m i s Ø a s			
254-16																Ø Ø m ə s n kʼ			
460-16																Ø Ø Ø n Ø			
602-16																m ɨ n s kʼ			
2-16																a a j Ø m s s			
213-16																ʔ a r ɨ n ɨ ɨ			
298-16																Ø Ø ʔ Ø n a			
647-16																a Ø kʼ kʼ a Ø			
211-16																m ə Ø a t			
333-16																m ɨ n ɨ r ə			
612-16																ʔ a r ʔ b			
61-17																	Ø ə m		
63-17																	ʔ Ø s ɨ m kʼ		
107-17																	Ø o m o Ø a		
112-17																	Ø Ø Ø ə n Ø		
331-17																	n ɨ Ø Ø s kʼ		
377-17																	b kʼ i kʼ kʼ Ø Ø Ø		
381-17																	ʔ Ø kʼ kʼ kʼ Ø Ø		
417-17																	r Ø Ø		
451-17																	s o kʼ kʼ kʼ b Ø t Ø		
454-17																	Ø Ø kʼ t ɨ r kʼ kʼ		
484-17																	s ɨ s ɨ s t kʼ kʼ		
535-17																	ʔ Ø mː ɨ r		
543-17																	o kʼ kʼ s t kʼ		
593-17																	Ø Ø m kʼ Ø s		
640-17																	m kʼ Ø n kʼ		
1-17																	Ø Ø b ə ʔ ə		
65-17																	s u b		
163-17																	s ə mː kʼ ə kʼ		
212-17																	ʔ əi̯ n		
244-17																	ʔ Ø r kʼ Ø t		
248-17																	m kʼ u Ø Ø Ø Ø		
293-17																	Ø ə r ə s		
373-17																	kʼ ɨ m Ø Ø		
408-17																	b Ø kʼ kʼ r Ø		
414-17																	Ø u b Ø		
601-17																	ʔ ə r Ø b Ø Ø ə		
642-17																	kʼ kʼ n ɨ Ø Ø s		
60-17																	n ə Ø ə s ə kʼ		
115-17																	Ø a m		
209-17																	s ɨ u ɨ t		
415-17																	Ø ɨ n Ø b		
450-17																	Ø ə r Ø kʼ kʼ		
638-17																	Ø ɨ r n kʼ i kʼ		
645-17																	kʼ a Ø		
75-17																	Ø Ø m kʼ ə Ø Ø		
214-17																	ʔ Ø b Ø kʼ		
218-17																	ʔ ɨ Ø Ø ə n		
409-17																	Ø Ø kʼ t ə ʔ ə		
598-17																	Ø Ø o t		
164-17																	b ə kʼ kʼ ə kʼ		
332-17																	ʔ ɨ kʼ Ø ə r		
412-17																	s a Ø Ø Ø		
496-17																	kʼ kʼ kʼ kʼ s ə Ø b ə mː kʼ ə kʼ kʼ		
158-17																	kʼ ə m kʼ i s kʼ		
372-17																	Ø o n Ø o r		
375-17																	s ə b		
411-17																	kʼ kʼ t ə r kʼ Ø s		
500-17																	ʔ u Ø u n		
541-17																	kʼ ə t ɨ n		
113-17																	b Ø n		
330-17																	kʼ ə Ø Ø kʼ kʼ		
448-17																	kʼ ə Ø Ø n kʼ n Ø ə t		
106-17																	m ə kʼ Ø Ø		
290-17																	Ø Ø Ø ə Ø ə		
552-17																	Ø a kʼ kʼ kʼ		
2-17																	Ø u Ø Ø m kʼ kʼ		
213-17																	ʔ a r o mː kʼ		
647-17																	t Ø Ø Ø t		
211-17																	m ɨ s Ø		
334-17																	Ø Ø n b Ø Ø Ø		
109-17																	Ø u Ø ʔ Ø		
61-18																		d ə m	
63-18																		ʔ a s ɨ m	
107-18																		g a m aː l ə	
112-18																		d aː m ə n ə	
331-18																		n ɨ g u s	
377-18																		b ə kʼ l	
381-18																		ʔ a d	
417-18																		r u z	
451-18																		s ə n a t	
454-18																		ʔ a n Ø ɨ r	
484-18																		s ɨ t ɨ s t	
535-18																		ʔ a s ɨ r	
543-18																		s i s t	
593-18																		ʔ a m u s	
640-18																		m a n	
1-18																		d aː b e l a ə	
65-18																		Ø u t	
163-18																		s ə Ø a	
212-18																		ʔ Ø n	
244-18																		ʔ ə r ə t	
248-18																		m u w a	
293-18																		f ə r ə z	
373-18																		kʼ i m a w	
408-18																		b a r ə	
414-18																		d u b a kʼ a	
601-18																		ʔ a r m b	
642-18																		n ɨ f a s	
60-18																		n ə Ø ə s ə	
115-18																		l a m	
209-18																		s ɨ m i t	
242-18																		ʔ a m ɨ s t	
415-18																		z ɨ n a m	
450-18																		z ə r	
490-18																		t ə b a ə	
638-18																		s ɨ r	
645-18																		kʼ a l	
75-18																		a m i l	
160-18																		d ə r ə kʼ	
208-18																		ʔ ɨ n kʼ n uː	
214-18																		ʔ a t	
218-18																		ʔ i z i n	
378-18																		ʔ a n g ə t	
379-18																		z ə ə	
497-18																		t ə n	
646-18																		ʔ ə n t ai̯	
164-18																		b ə kʼ ə	
210-18																		ə ʔ ə n	
215-18																		ʔ a n n n ə t	
256-18																		t uː m ə	
285-18																		m ɨ d a d	
332-18																		ʔ ə g ɨ r	
380-18																		ʔ ə ʔ a	
412-18																		s a n	
496-18																		s ə n b ə t	
64-18																		d a n a	
67-18																		w i r	
169-18																		i r e z e z ə	
251-18																		f i kʼ e	
294-18																		m Ø kʼ	
461-18																		Ø i	
547-18																		ʔ ə z a t	
597-18																		m eː n g ə n ə Ø ə	
655-18																		m i ʃ t	
7-18																		ʔ a Ø g e	
158-18																		kʼ ə m i s	
168-18																		ʔ ə m a r	
296-18																		i n t a	
374-18																		b e kʼ Ø Ø ə	
375-18																		s ə b	
385-18																		w ɨ Ø ə t	
411-18																		t ə r a s	
541-18																		kʼ ə Ø ɨ n	
17-18																		ʔ ɨ ʔ i l	
113-18																		b u n a	
123-18																		ʃ Ø m ə	
252-18																		r ə Ø ə ə	
330-18																		kʼ ə a d	
421-18																		b i ʃ e	
491-18																		d ɨ n g u t	
653-18																		b ə ə t	
8-18																		kʼ ə b ə Ø ə	
106-18																		m ə s e	
254-18																		dʒ i m ə a t	
290-18																		ʔ a dʒ ə z ə	
339-18																		b ə kʼ ɨ l	
489-18																		b ə r Ø ə m a	
552-18																		z ə uː uː	
602-18																		m ɨ n	
2-18																		a u l u Ø	
3-18																		ʔ ɨ r ə	
213-18																		ʔ ə r aː ʃ	
459-18																		ʔ a s ə ə	
647-18																		t ə m m m m	
76-18																		m w ə s a	
152-18																		ʔ a Ø	
328-18																		s ə d ə b a	
333-18																		m ɨ ʃ ɨ r ə	
338-18																		m ə Ø a n	
612-18																		ʔ aː r b	
61-19																			d ə m
63-19																			ʔ aː t i m
107-19																			g o m aː l aː
112-19																			d a b ə n a
331-19																			n g u s
377-19																			b aː kʼ l
381-19																			ʔ a d
417-19																			r u z
451-19																			s aː b a t
454-19																			ʔ a t r
484-19																			s ɨ d ɨ s t
535-19																			ʔ a s ɨ r
543-19																			ʃ i ʃ t
593-19																			a m u s
640-19																			m a
1-19																			d aː b ai̯ r ai̯
65-19																			t u b
163-19																			s aː t i
212-19																			ʔ eː n
244-19																			ʔ a r b ə t
248-19																			m u j a
293-19																			f ə r ə z
373-19																			kʼ m a l
408-19																			b o r ai̯
414-19																			d ə b ʔ ʔ ʔ a
601-19																			ʔ a r u b
642-19																			n ɨ f aː s
60-19																			n aː f ə s ai̯
115-19																			l aː m
209-19																			s m t
242-19																			ʔ a m ɨ s t
415-19																			z ɨ n aː m
450-19																			z ə r
490-19																			t ə b i
638-19																			s ɨ r e
645-19																			kʼ aː l
75-19																			aː m ʔ l
160-19																			d ə r ə kʼ
208-19																			ʔ ɨ n kʼ i kʼ a
214-19																			ʔ aː b
218-19																			ʔ i z i n
378-19																			ʔ a n g ə r
379-19																			z ə ə
409-19																			g a t aː r
497-19																			t aː
646-19																			ʔ a t ə
164-19																			b aː kʼ i
210-19																			d ai̯ j ə n
215-19																			ʔ a j aː b a t
256-19																			t u mː o
285-19																			m i Ø aː d
380-19																			ʔ j u w
412-19																			s a j n
496-19																			s ə n b ə t
64-19																			d aː n ə
67-19																			w i r
169-19																			b ɨ r aː z aː z e
251-19																			f i ə ʔ
294-19																			m u kʼ
461-19																			t ai̯
547-19																			w a z o
597-19																			n aː n aː m aː
7-19																			ʔ a l g a
158-19																			kʼ aː m i s
168-19																			ʔ o m aː r
296-19																			aː u e u
375-19																			s ə b
385-19																			w i t ə
500-19																			ʔ m ʔ n i ʔ
541-19																			kʼ aː t i n
6-19																			m ə Ø g a m h
113-19																			b u n
123-19																			ʃ aː m aː
330-19																			kʼ ə a d
491-19																			d i n g ə t
106-19																			m ə aː
254-19																			dʒ u m aː ʔ o
339-19																			b ə kʼ Ø
460-19																			ʔ ʔ h a ʔ a
602-19																			m ɨ n
652-19																			ʔ ai̯ u t u j u u ai̯
2-19																			u Ø a n
213-19																			ʔ r a ʃ
298-19																			ʔ ʔ ʔ a a
459-19																			ʔ aː r aː aː
486-19																			n ə t ə kʼ ə
152-19																			ʔ a
211-19																			m ə s a t
328-19																			s ə d ə b ai̯
333-19																			m ɨ mː ɨ r
540-19																			l aː b a
