COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
115-13													Ø Ø Ø Ø Ø Ø						
209-13													Ø Ø Ø Ø Ø Ø Ø Ø						
242-13													Ø Ø Ø Ø Ø Ø Ø Ø						
415-13													Ø Ø Ø Ø Ø						
450-13													Ø Ø Ø Ø Ø Ø						
490-13													Ø Ø Ø Ø Ø Ø Ø						
638-13													Ø Ø Ø Ø Ø Ø Ø						
645-13													Ø Ø Ø						
75-13													Ø Ø Ø Ø Ø Ø Ø						
160-13													Ø Ø Ø Ø Ø Ø						
208-13													Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø						
214-13													Ø Ø Ø Ø Ø						
218-13													Ø Ø Ø Ø Ø Ø Ø						
378-13													Ø Ø Ø Ø Ø Ø Ø Ø						
379-13													Ø Ø Ø Ø Ø Ø Ø Ø						
409-13													Ø Ø Ø Ø Ø Ø Ø						
497-13													Ø Ø Ø Ø Ø						
598-13													Ø Ø Ø Ø Ø Ø Ø						
646-13													Ø Ø Ø Ø Ø Ø Ø						
164-13													Ø Ø Ø Ø Ø Ø Ø						
210-13													Ø Ø Ø Ø Ø Ø Ø						
215-13													Ø Ø Ø Ø Ø Ø Ø Ø						
256-13													Ø Ø Ø Ø						
285-13													Ø Ø Ø Ø Ø						
332-13													Ø Ø Ø Ø Ø Ø Ø						
380-13													Ø Ø Ø Ø Ø Ø						
496-13													Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø						
67-13													Ø Ø Ø Ø Ø Ø						
169-13													Ø Ø Ø Ø Ø Ø Ø Ø Ø						
251-13													Ø Ø Ø Ø Ø Ø						
294-13													Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø						
461-13													Ø Ø Ø Ø						
547-13													Ø Ø Ø Ø Ø						
597-13													Ø Ø Ø Ø Ø Ø Ø Ø Ø						
655-13													Ø Ø Ø Ø Ø Ø Ø						
7-13													Ø Ø Ø Ø Ø						
158-13													Ø Ø Ø Ø Ø Ø Ø						
168-13													Ø Ø Ø Ø Ø						
296-13													Ø Ø Ø Ø Ø Ø Ø						
372-13													Ø Ø Ø Ø Ø Ø						
374-13													Ø Ø Ø Ø Ø Ø Ø Ø Ø						
385-13													Ø Ø Ø Ø Ø						
411-13													Ø Ø Ø Ø Ø Ø Ø Ø Ø						
500-13													Ø Ø Ø Ø Ø Ø						
541-13													Ø Ø Ø Ø Ø						
6-13													Ø Ø Ø Ø Ø Ø Ø						
17-13													Ø Ø Ø Ø Ø						
123-13													Ø Ø Ø Ø Ø Ø						
252-13													Ø Ø Ø Ø Ø Ø Ø						
330-13													Ø Ø Ø Ø Ø Ø						
421-13													Ø Ø Ø Ø						
448-13													Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø						
449-13													Ø Ø Ø Ø Ø Ø						
491-13													Ø Ø Ø Ø Ø Ø						
545-13													Ø Ø Ø Ø Ø Ø						
596-13													Ø Ø Ø Ø						
653-13													Ø Ø Ø Ø Ø						
4-13													Ø Ø Ø Ø Ø Ø Ø						
8-13													Ø Ø Ø Ø Ø Ø Ø Ø						
290-13													Ø Ø Ø Ø Ø Ø Ø						
460-13													Ø Ø Ø Ø Ø Ø						
489-13													Ø Ø Ø Ø Ø Ø Ø Ø						
552-13													Ø Ø Ø Ø Ø						
652-13													Ø Ø Ø Ø Ø Ø Ø Ø Ø						
3-13													Ø Ø Ø Ø Ø Ø						
119-13													Ø Ø Ø Ø Ø Ø Ø						
213-13													Ø Ø Ø Ø Ø Ø Ø						
298-13													Ø Ø Ø Ø Ø Ø						
340-13													Ø Ø Ø Ø Ø Ø						
458-13													Ø Ø Ø Ø Ø Ø Ø						
459-13													Ø Ø Ø Ø Ø Ø Ø Ø						
607-13													Ø Ø Ø Ø Ø Ø						
609-13													Ø Ø Ø Ø						
647-13													Ø Ø Ø Ø Ø Ø Ø Ø						
10-13													Ø Ø Ø Ø Ø Ø						
15-13													Ø Ø Ø Ø Ø Ø Ø						
18-13													Ø Ø Ø Ø Ø Ø						
73-13													Ø Ø Ø Ø Ø Ø Ø Ø						
76-13													Ø Ø Ø Ø Ø Ø Ø						
121-13													Ø Ø Ø Ø						
152-13													Ø Ø Ø Ø						
167-13													Ø Ø Ø Ø						
255-13													Ø Ø Ø Ø Ø Ø Ø						
297-13													Ø Ø Ø Ø Ø Ø						
299-13													Ø Ø Ø Ø Ø Ø						
328-13													Ø Ø Ø Ø Ø Ø Ø						
334-13													Ø Ø Ø Ø Ø Ø Ø						
338-13													Ø Ø Ø Ø Ø Ø Ø Ø Ø						
342-13													Ø Ø Ø Ø						
344-13													Ø Ø Ø Ø Ø						
410-13													Ø Ø Ø Ø Ø Ø						
540-13													Ø Ø Ø Ø						
550-13													Ø Ø Ø Ø Ø Ø						
612-13													Ø Ø Ø Ø Ø Ø Ø						
153-13													Ø Ø Ø Ø Ø Ø Ø Ø Ø						
219-13													Ø Ø Ø Ø Ø						
301-13													Ø Ø Ø Ø Ø Ø						
326-13													Ø Ø Ø Ø Ø Ø						
594-13													Ø Ø Ø Ø Ø Ø						
74-13													Ø Ø Ø Ø Ø						
120-13													Ø Ø Ø Ø Ø						
122-13													Ø Ø Ø Ø						
154-13													Ø Ø Ø Ø Ø Ø Ø Ø Ø						
300-13													Ø Ø Ø Ø Ø						
610-13													Ø Ø Ø Ø Ø Ø Ø						
118-13													Ø Ø Ø Ø						
221-13													Ø Ø Ø Ø Ø Ø						
455-13													Ø Ø Ø Ø Ø Ø						
495-13													Ø Ø Ø Ø Ø						
498-13													Ø Ø Ø Ø Ø Ø Ø						
61-14														Ø aː Ø					
63-14														Ø Ø Ø Ø Ø					
107-14														g Ø aː Ø					
112-14														Ø Ø aː Ø					
331-14														Ø Ø g Ø Ø Ø Ø					
377-14														Ø Ø aː Ø Ø aː Ø Ø					
381-14														Ø Ø Ø Ø Ø					
417-14														Ø Ø Ø					
451-14														Ø aː Ø Ø Ø Ø Ø					
454-14														Ø Ø Ø Ø Ø Ø					
484-14														Ø Ø Ø Ø Ø Ø Ø Ø					
535-14														Ø Ø Ø Ø Ø					
543-14														Ø Ø Ø Ø Ø Ø Ø					
593-14														Ø Ø aː Ø					
640-14														Ø Ø Ø Ø					
1-14														Ø aː Ø aː Ø aː Ø					
65-14														Ø Ø Ø Ø Ø Ø					
163-14														Ø aː Ø Ø Ø aː					
212-14														Ø Ø Ø					
244-14														Ø Ø Ø Ø Ø Ø					
248-14														Ø Ø Ø Ø Ø Ø					
293-14														Ø aː Ø aː Ø					
373-14														Ø Ø aː Ø Ø					
408-14														Ø Ø Ø Ø					
414-14														Ø aː Ø					
601-14														Ø Ø Ø Ø Ø Ø Ø					
642-14														Ø Ø Ø Ø Ø Ø					
60-14														Ø aː Ø aː Ø aː Ø					
115-14														aː Ø Ø					
209-14														Ø Ø Ø Ø Ø Ø Ø Ø					
242-14														Ø Ø Ø Ø Ø Ø					
415-14														Ø Ø Ø Ø					
450-14														Ø aː Ø Ø Ø Ø					
490-14														Ø Ø Ø Ø Ø Ø Ø					
638-14														Ø Ø Ø Ø Ø Ø Ø					
645-14														Ø Ø					
75-14														Ø Ø Ø Ø					
160-14														Ø aː Ø aː Ø Ø					
208-14														aː Ø Ø Ø aː Ø Ø Ø					
214-14														Ø Ø					
218-14														Ø Ø Ø Ø Ø					
378-14														Ø g Ø aː Ø Ø					
379-14														Ø aː Ø Ø Ø aː Ø Ø					
409-14														g Ø Ø Ø aː Ø aː					
497-14														Ø aː Ø Ø					
598-14														Ø Ø Ø Ø Ø Ø					
646-14														Ø Ø Ø aː Ø					
164-14														Ø aː Ø Ø Ø Ø Ø					
210-14														Ø Ø Ø Ø Ø Ø aː					
215-14														Ø Ø Ø Ø Ø					
256-14														Ø Ø Ø					
285-14														Ø Ø Ø Ø					
332-14														Ø Ø g Ø Ø Ø					
380-14														aː Ø Ø Ø					
412-14														Ø Ø Ø Ø Ø					
496-14														aː Ø Ø Ø Ø aː Ø Ø aː Ø Ø Ø Ø Ø					
64-14														Ø Ø Ø Ø Ø					
169-14														Ø Ø Ø Ø aː Ø aː Ø Ø					
251-14														Ø Ø Ø Ø Ø					
294-14														Ø Ø Ø Ø Ø aː Ø Ø Ø Ø Ø					
461-14														Ø Ø Ø					
547-14														Ø Ø Ø					
597-14														Ø Ø g Ø Ø aː Ø					
655-14														Ø Ø Ø Ø Ø Ø Ø					
7-14														Ø g					
158-14														Ø aː Ø Ø Ø					
168-14														Ø Ø Ø					
296-14														Ø Ø Ø Ø Ø Ø Ø					
372-14														Ø aː Ø Ø aː Ø					
374-14														Ø Ø Ø Ø Ø Ø Ø Ø Ø					
385-14														Ø Ø Ø Ø Ø					
411-14														Ø Ø Ø Ø Ø Ø Ø Ø					
6-14														Ø aː Ø Ø Ø					
17-14														Ø Ø Ø Ø					
123-14														Ø Ø Ø aː Ø Ø					
330-14														Ø aː Ø Ø Ø Ø					
421-14														Ø Ø Ø Ø					
448-14														Ø Ø Ø Ø Ø Ø Ø Ø					
449-14														Ø Ø aː Ø					
491-14														Ø Ø Ø g aː Ø					
545-14														Ø Ø Ø Ø Ø Ø					
596-14														Ø aː g aː					
653-14														Ø Ø Ø Ø Ø					
4-14														g Ø aː Ø Ø Ø aː					
8-14														Ø aː Ø aː Ø Ø Ø Ø					
339-14														Ø aː Ø Ø Ø aː					
460-14														Ø Ø Ø Ø Ø Ø					
489-14														Ø Ø aː Ø Ø Ø Ø					
552-14														Ø Ø Ø Ø					
602-14														Ø Ø Ø Ø					
652-14														Ø Ø Ø Ø Ø Ø Ø Ø					
119-14														Ø g Ø					
340-14														g Ø Ø Ø Ø Ø					
458-14														Ø Ø Ø g Ø Ø Ø					
459-14														Ø Ø Ø Ø Ø Ø					
486-14														Ø aː Ø aː Ø aː Ø					
607-14														Ø Ø Ø Ø					
609-14														Ø g					
647-14														Ø Ø Ø Ø Ø Ø Ø Ø					
10-14														Ø Ø Ø Ø aː Ø					
15-14														Ø Ø Ø Ø Ø Ø					
18-14														Ø Ø Ø Ø Ø Ø					
73-14														Ø Ø Ø Ø Ø Ø Ø Ø					
110-14														Ø aː Ø Ø Ø					
121-14														Ø Ø Ø Ø					
152-14														Ø Ø					
167-14														g Ø Ø Ø					
255-14														Ø Ø Ø Ø Ø Ø Ø					
297-14														g Ø Ø Ø Ø Ø					
299-14														g Ø Ø Ø Ø Ø					
328-14														Ø aː Ø aː Ø aː Ø					
334-14														Ø Ø aː Ø					
338-14														Ø Ø Ø Ø Ø Ø Ø Ø Ø					
342-14														Ø Ø Ø					
344-14														Ø Ø Ø Ø Ø					
410-14														Ø Ø Ø Ø					
540-14														Ø Ø Ø					
550-14														Ø Ø Ø Ø Ø Ø					
109-14														g Ø Ø Ø aː					
153-14														Ø aː Ø Ø aː Ø Ø Ø					
219-14														g Ø Ø Ø					
250-14														Ø Ø Ø Ø Ø aː Ø Ø					
289-14														aː Ø Ø Ø Ø					
301-14														Ø Ø Ø Ø Ø					
594-14														g Ø Ø Ø Ø Ø					
74-14														g Ø Ø Ø Ø					
122-14														Ø Ø					
154-14														Ø Ø Ø aː Ø aː Ø aː					
220-14														Ø Ø Ø Ø					
245-14														Ø Ø aː Ø aː Ø Ø					
549-14														Ø Ø Ø Ø Ø Ø g Ø Ø					
643-14														g Ø Ø Ø Ø					
420-14														Ø Ø Ø Ø					
509-14														Ø Ø Ø Ø					
61-15															d ə Ø				
63-15															ʔ aː s i Ø				
107-15															g aː a ə Ø ə				
112-15															d ə b ə n ə				
331-15															n i g a a s				
377-15															b ə kʼ ə Ø Ø				
381-15															ʔ ə				
417-15															r uː z				
451-15															Ø ə b ə				
454-15															ʔ ə s i r				
484-15															Ø ɨ ʔ ɨ Ø				
535-15															ʔ ə ʃ ɨ r				
543-15															s u s				
593-15															ʔ ə Ø Ø Ø				
640-15															Ø a aː rː				
1-15															d ə b ə r u a				
65-15															Ø Ø b a a a				
163-15															Ø ə ə				
212-15															ʔ a n				
244-15															ʔ ə r b u				
248-15															Ø u uː a				
293-15															Ø ə r ə s				
373-15															kʼ u Ø ə Ø				
414-15															d u Ø a a a a ə				
601-15															ʔ ɨ r b				
642-15															a a rː ɨ Ø ə Ø				
60-15															rː ə Ø ə Ø ə a				
115-15															a r aː Ø				
209-15															Ø ə n uː a				
242-15															ʔ ə ɨ Ø				
415-15															z i n aː b				
450-15															z ə r				
490-15															a ə b a a a				
638-15															Ø i a uː ə				
645-15															kʼ ə Ø				
75-15															ʔ aː Ø a ɨ r				
160-15															d ə r ə kʼ a				
214-15															ʔ aː b a				
218-15															ʔ u a z u n				
378-15															a ə n g ə				
379-15															Ø ə a a ə a				
409-15															g aː ə r a				
497-15															ə n				
646-15															ʔ ə ə				
164-15															b ə kʼ ə a				
210-15															d ə ʔ a Ø n				
215-15															ə a a a a				
256-15															u Ø ə				
285-15															Ø i d aː d				
332-15															Ø dʒ ə r				
380-15															a ə ʔ				
412-15															Ø ə a Ø n				
496-15															a a a Ø ə rː b ə				
67-15															ʔ ɨ r				
169-15															b ɨ r a ə z ə Ø ə				
251-15															Ø ə kʼ ə				
294-15															Ø a a kʼ ə				
461-15															a a Ø ə				
547-15															ʔ ɨ z ɨ a				
655-15															a i Ø				
158-15															kʼ ə Ø a a s				
168-15															ʔ a Ø aː r				
296-15															Ø a a uː a				
374-15															Ø ə Ø a u Ø u				
375-15															s ə b a a				
385-15															Ø ɨ Ø a				
541-15															kʼ ə Ø i n				
17-15															ʔ ɨ Ø i r				
113-15															b Ø n a				
123-15															Ø ə a Ø a				
252-15															r ə Ø ə b ə				
330-15															kʼ ə a d				
421-15															Ø ɨ Ø a				
449-15															ʔ ə Ø eː				
491-15															d i n g u				
653-15															Ø ə a ə a				
8-15															kʼ ə Ø ə a				
106-15															Ø ə s ə a				
254-15															dʒ i Ø ə				
290-15															Ø ə Ø ə Ø ə a				
339-15															b a kʼ i Ø ə				
602-15															Ø i n				
652-15															ʔ Ø a Ø a a				
2-15															d Ø Ø Ø n				
3-15															ʔ ɨ r a a				
213-15															ʔ ə r aː s				
459-15															Ø aː Ø u				
211-15															Ø ɨ Ø a				
328-15															Ø ə Ø ə b ə a				
333-15															Ø i ʃ ɨ r a				
612-15															aː r Ø b				
109-15															g a n Ø a				
247-15															ʔ ɨ rː kʼ Ø Ø Ø u Ø				
615-15															Ø ɨ				
62-15															Ø ə Ø ə a ə				
456-15															Ø ə n b ə				
498-15															Ø Ø Ø Ø kʼ Ø a				
509-15															ʔ a a a r				
61-16																Ø ɨ m			
63-16																r a n kʼ ɨ m kʼ			
107-16																b ɨ m a j kʼ			
112-16																Ø a ɲ ɨ Ø a			
331-16																Ø ə b kʼ a n kʼ			
377-16																ɲ kʼ a kʼ kʼ kʼ j Ø			
381-16																r a kʼ kʼ kʼ Ø kʼ			
417-16																ʔ a Ø			
451-16																n a kʼ kʼ kʼ ɲ kʼ r kʼ			
454-16																Ø a r r ɨ ʔ kʼ kʼ			
484-16																n ɨ Ø ɨ n r kʼ kʼ			
535-16																Ø a r ɨ ʔ kʼ kʼ			
543-16																n Ø j kʼ n r kʼ			
593-16																h a m kʼ a n			
640-16																m kʼ a Ø kʼ			
65-16																Ø a ɲ r kʼ r			
163-16																n ɨ r kʼ kʼ r			
212-16																Ø Ø Ø kʼ			
244-16																r a ʔ ɲ kʼ kʼ r r kʼ			
248-16																m kʼ Ø j kʼ kʼ Ø			
293-16																Ø ɨ ʔ ɨ n			
373-16																kʼ kʼ a m a j			
408-16																ɲ a kʼ kʼ ʔ r			
414-16																Ø a ɲ a a a a a			
601-16																r r ʔ kʼ ɲ a r kʼ			
642-16																kʼ kʼ Ø r Ø a r			
209-16																r a m kʼ a kʼ Ø kʼ			
242-16																Ø a m kʼ ɨ n Ø kʼ			
415-16																Ø ɨ Ø a ɲ			
450-16																Ø ɨ ʔ kʼ kʼ			
638-16																r ə Ø kʼ kʼ ai̯ kʼ			
75-16																Ø a m kʼ ə j kʼ			
208-16																r a Ø kʼ a Ø kʼ kʼ kʼ r			
214-16																r a ɲ kʼ kʼ			
218-16																r ɨ kʼ Ø kʼ Ø kʼ			
409-16																Ø a r Ø a ʔ r			
497-16																r a r			
598-16																r a j Ø kʼ Ø			
646-16																r a kʼ kʼ r r kʼ			
256-16																r a m a			
332-16																r ə kʼ b ə ʔ kʼ			
496-16																kʼ kʼ h h h r ɨ Ø ɲ ɨ Ø			
67-16																ɲ a ʔ kʼ			
655-16																m a kʼ kʼ Ø kʼ r			
372-16																Ø ɨ Ø Ø ɨ ʔ			
375-16																r ɨ ɲ r r			
411-16																kʼ kʼ r a ʔ kʼ kʼ a n			
500-16																r ə m kʼ Ø r r			
541-16																kʼ ɨ r ɨ Ø			
17-16																r a r a ʔ			
113-16																ɲ a r r			
252-16																Ø a h a ɲ r kʼ			
330-16																kʼ ɨ j Ø kʼ			
545-16																Ø ə r r m h			
106-16																m ɨ kʼ r a kʼ			
254-16																Ø Ø m r r r kʼ			
460-16																Ø a Ø a r Ø			
602-16																m ɨ Ø kʼ kʼ			
2-16																h kʼ a j Ø m kʼ kʼ			
213-16																Ø a ʔ ɨ r kʼ kʼ			
298-16																Ø a r a r a			
647-16																a r Ø kʼ kʼ a r r			
211-16																m ə Ø ɨ Ø			
333-16																m ɨ n ɨ ʔ r			
612-16																r a ʔ kʼ ɲ kʼ			
289-16																kʼ kʼ j ɨ Ø kʼ			
326-16																m Ø Ø kʼ r ɨ			
154-16																Ø a Ø ɨ ʔ ɨ r ɨ kʼ			
247-16																r ə Ø r a ʔ a ʔ Ø Ø			
286-16																n ɨ b a r ʔ Ø			
418-16																ɲ ɨ ʔ ɲ ɨ ʔ ɨ			
615-16																m ai̯			
288-16																ʔ ɨ Ø a n r			
416-16																Ø ɨ Ø ɨ Ø			
456-16																r a r r n a r ɲ a Ø r			
61-17																	Ø i Ø		
63-17																	r Ø s ɨ Ø kʼ		
107-17																	Ø o Ø o Ø Ø		
112-17																	Ø Ø Ø ə Ø Ø		
331-17																	Ø ɨ Ø kʼ Ø s kʼ		
377-17																	Ø kʼ i ʔ kʼ Ø Ø Ø		
381-17																	r Ø kʼ kʼ Ø Ø kʼ		
417-17																	Ø Ø Ø		
451-17																	s o kʼ kʼ kʼ Ø kʼ Ø kʼ		
454-17																	Ø Ø kʼ s ɨ Ø kʼ kʼ		
484-17																	s ɨ s ɨ s t kʼ kʼ		
535-17																	r Ø mː ɨ Ø kʼ		
543-17																	o kʼ kʼ s t kʼ		
593-17																	Ø Ø Ø kʼ Ø s		
640-17																	Ø kʼ Ø Ø kʼ		
1-17																	Ø Ø Ø ə Ø Ø kʼ		
65-17																	s Ø kʼ kʼ kʼ kʼ		
163-17																	s i mː kʼ o kʼ		
212-17																	r Ø Ø		
244-17																	ʔ Ø Ø Ø kʼ kʼ Ø t		
248-17																	Ø kʼ Ø Ø kʼ kʼ Ø		
293-17																	Ø i Ø i s		
373-17																	Ø kʼ ɨ Ø Ø Ø		
408-17																	Ø Ø Ø kʼ Ø Ø		
414-17																	Ø Ø Ø kʼ kʼ kʼ kʼ Ø		
601-17																	r Ø Ø Ø Ø Ø Ø kʼ		
642-17																	kʼ kʼ Ø ɨ Ø Ø s		
60-17																	Ø i Ø ə s Ø kʼ		
115-17																	kʼ Ø Ø Ø kʼ Ø		
209-17																	s ɨ u kʼ i kʼ t		
415-17																	Ø ɨ Ø Ø Ø		
450-17																	Ø i Ø kʼ kʼ kʼ		
638-17																	ɨ Ø Ø kʼ kʼ		
645-17																	Ø Ø Ø		
75-17																	Ø o Ø kʼ Ø kʼ		
214-17																	r Ø Ø Ø t		
218-17																	r Ø kʼ Ø ɨ Ø		
409-17																	Ø Ø kʼ kʼ o Ø kʼ		
598-17																	Ø kʼ Ø kʼ o mː		
164-17																	Ø Ø Ø kʼ o kʼ		
332-17																	r ɨ kʼ Ø ɨ Ø		
412-17																	s Ø Ø Ø Ø		
496-17																	kʼ kʼ kʼ kʼ kʼ s i Ø Ø i mː kʼ kʼ kʼ kʼ		
158-17																	Ø Ø Ø kʼ s kʼ		
372-17																	Ø o Ø Ø o Ø		
375-17																	s i Ø		
411-17																	kʼ kʼ t i Ø kʼ Ø s		
500-17																	r Ø Ø Ø Ø		
541-17																	Ø i Ø ɨ Ø		
113-17																	Ø Ø Ø Ø		
330-17																	Ø i Ø Ø kʼ kʼ		
448-17																	Ø ɨ Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø		
106-17																	Ø i kʼ Ø Ø		
290-17																	Ø Ø Ø ə Ø Ø Ø		
552-17																	Ø ɨ Ø kʼ kʼ		
2-17																	Ø Ø Ø Ø Ø Ø kʼ kʼ		
213-17																	Ø Ø Ø o mː kʼ kʼ		
647-17																	t Ø Ø kʼ Ø kʼ t kʼ		
211-17																	Ø ɨ s kʼ		
334-17																	Ø Ø Ø Ø Ø s Ø		
109-17																	Ø Ø Ø ʔ Ø		
153-17																	Ø Ø Ø Ø mː Ø Ø Ø Ø		
289-17																	kʼ kʼ Ø ɨ Ø kʼ		
326-17																	Ø i kʼ Ø t Ø		
247-17																	r ɨ Ø Ø Ø Ø Ø Ø Ø		
286-17																	s i Ø Ø kʼ Ø Ø Ø		
418-17																	Ø i Ø Ø i Ø		
615-17																	Ø Ø		
288-17																	Ø Ø kʼ Ø s		
416-17																	Ø Ø Ø Ø		
61-18																		d ə m	
63-18																		ʔ a s i m Ø	
107-18																		g a m e l a	
112-18																		d a m ə n ə	
331-18																		n i g a s Ø	
377-18																		b Ø ə kʼ Ø l ə	
381-18																		ʔ a Ø Ø Ø d Ø	
417-18																		r i z	
451-18																		Ø ə b Ø uː a Ø Ø Ø	
454-18																		ʔ ə Ø ʃ i r Ø Ø	
484-18																		Ø i ə i Ø Ø Ø	
535-18																		ʔ ə ʃ i r Ø Ø	
543-18																		s Ø s Ø	
593-18																		ʔ ə m Ø Ø Ø	
640-18																		m a ə Ø	
1-18																		d e b ə l a	
65-18																		Ø uː b	
163-18																		Ø ə Ø Ø Ø a	
212-18																		ʔ Ø n Ø	
244-18																		ʔ ə r b ə Ø	
248-18																		m Ø uː w u a	
293-18																		Ø ə r ə z	
373-18																		kʼ Ø i m a w	
408-18																		b a uː ɨ l ə	
414-18																		d ə b ə	
601-18																		ʔ ə r b uː uː Ø	
642-18																		Ø Ø rː i Ø a Ø	
60-18																		rː ə Ø ə Ø ə Ø	
115-18																		l a m	
209-18																		Ø ai̯ m i	
242-18																		Ø ə m ə i Ø ə Ø	
415-18																		z i n a b	
450-18																		z ə l Ø Ø uː	
490-18																		ə b ə Ø	
638-18																		Ø i r Ø ai̯	
645-18																		kʼ a l	
75-18																		a m i l Ø	
160-18																		d ə r ə kʼ n	
208-18																		ʔ i n kʼ Ø Ø u ʔ uː Ø	
214-18																		ʔ a b Ø	
218-18																		ʔ i z i n Ø	
378-18																		ʔ ə n g ə r	
379-18																		z ə Ø i Ø ə Ø i	
497-18																		ə Ø Ø n	
646-18																		ʔ ə Ø m ai̯ Ø	
164-18																		b ə kʼ Ø Ø ə	
210-18																		Ø ə ʔ ə n ə	
215-18																		ʔ a rː a b Ø	
256-18																		uː Ø ə	
285-18																		m i d a d	
332-18																		ʔ ə uː g Ø Ø uː	
380-18																		ʔ ə ʔ a Ø	
412-18																		Ø a Ø i n	
496-18																		Ø Ø Ø ə rː b ə d Ø Ø Ø Ø	
64-18																		d a m ə a	
67-18																		ʔ i Ø Ø r Ø	
169-18																		b Ø r z e z e z ə	
251-18																		Ø i kʼ ai̯ Ø Ø	
294-18																		m Ø Ø uː kʼ Ø Ø Ø	
461-18																		Ø Ø	
547-18																		ʔ ə z a ʔ	
597-18																		m eː ə m ə Ø ə	
655-18																		m i Ø Ø ʃ Ø	
7-18																		a l g a	
158-18																		kʼ ə m Ø s ə	
168-18																		ʔ m a r	
296-18																		ə ə ʔ uː uː a	
374-18																		b ai̯ Ø Ø ə Ø Ø Ø ə	
375-18																		s ə b Ø Ø	
385-18																		ʔ i Ø ə	
411-18																		Ø Ø Ø Ø Ø Ø a s	
541-18																		kʼ ə Ø i n	
17-18																		ʔ i ʔ i l	
113-18																		b uː n	
123-18																		ʃ Ø m ə Ø Ø	
252-18																		ə Ø ə b ə Ø	
330-18																		kʼ ə l d Ø Ø	
421-18																		b uː ʃ ə	
491-18																		d i n g u n	
653-18																		Ø ə Ø Ø	
8-18																		kʼ ə b ə Ø uː uː ə	
106-18																		m ə s Ø ə Ø	
254-18																		dʒ Ø m a ʔ Ø	
290-18																		ʔ ə g ə z ə	
339-18																		b ə kʼ i l	
489-18																		b Ø ə l Ø ə m a	
552-18																		z ə Ø uː uː	
602-18																		m i n ə	
2-18																		m uː Ø i Ø ə ə	
3-18																		ʔ Ø r Ø Ø ə	
213-18																		ʔ ə r a ʃ Ø	
459-18																		ʔ a Ø Ø Ø ə Ø ə	
647-18																		Ø ə Ø m a m m m	
76-18																		m ʔ ə Ø a	
152-18																		Ø a Ø Ø	
328-18																		Ø ə d ə b a	
333-18																		m i ʃ i r ə	
338-18																		m ə Ø ʔ Ø m a rː	
612-18																		ʔ a r b Ø Ø	
594-18																		g uː ə ə eː	
247-18																		ʔ i rː kʼ uː Ø a Ø Ø	
418-18																		b ə r b ə r Ø	
615-18																		m Ø	
62-18																		Ø ə l Ø Ø ə	
456-18																		a n Ø ə n b ai̯ d	
498-18																		b ə Ø ə kʼ ə	
509-18																		ʔ a m m r	
61-19																			d ə m
63-19																			ʔ aː t i m
107-19																			g o m aː j aː
112-19																			d a m ə a
331-19																			g w u s
377-19																			b kʼ j
381-19																			ʔ a d
417-19																			r u z
451-19																			s aː b t
454-19																			ʔ a ʔ i r
484-19																			s ɨ d ɨ s
535-19																			ʔ a s ɨ r
543-19																			ʃ i ʃ
593-19																			n m u s
640-19																			m w a
1-19																			d aː b ai̯ l ai̯
65-19																			Ø u b
163-19																			s ə t i
212-19																			ʔ eː
244-19																			ʔ a r a t
248-19																			m u j u
293-19																			Ø ə r ə z
373-19																			kʼ m aː l
408-19																			b o r ai̯
414-19																			d ə b a
601-19																			ʔ a r u b j j j
642-19																			Ø aː s
60-19																			n ai̯ Ø ə s ai̯
115-19																			l aː m
209-19																			s m
242-19																			ʔ a m s t
415-19																			z ɨ j aː b
450-19																			z ə r
490-19																			ə b i
638-19																			s r e
645-19																			kʼ aː l
75-19																			n aː m b Ø
160-19																			d ə r ə kʼ
208-19																			ʔ ɨ kʼ i kʼ aː
214-19																			ʔ aː b u
218-19																			ʔ i z n
378-19																			ʔ aː g ə r
379-19																			z aː ə
409-19																			g a t i u
497-19																			t aː
646-19																			ʔ a t ə
164-19																			b e kʼ i
210-19																			d ai̯ j ə n
215-19																			ʔ o j aː b a d
256-19																			t u mː o
285-19																			m ɨ Ø aː d
380-19																			ʔ j u w
412-19																			s a j
496-19																			s ə n b ə d
64-19																			d aː m ə
67-19																			w i r
169-19																			b ɨ r aː z aː z e
251-19																			Ø i ə kʼ
294-19																			m u kʼ
461-19																			t ai̯
547-19																			w a z o
597-19																			n aː g aː m ə
7-19																			ʔ aː Ø g aː
158-19																			kʼ aː m i s
168-19																			ʔ o m aː r
296-19																			aː u e u
375-19																			s ə b
385-19																			w i t ə
500-19																			r m ʔ i ʔ
541-19																			kʼ ə t i
6-19																			m ə Ø g a m a
113-19																			b u n
123-19																			ʃ aː m aː
330-19																			kʼ ə l d
491-19																			d n g ə t
106-19																			m ə aː
254-19																			dʒ i m aː ʔ o
339-19																			b ə kʼ i l
460-19																			ʔ i Ø a
602-19																			m ɨ
652-19																			ʔ ai̯ u t u j u u ai̯
2-19																			u Ø a m
213-19																			ʔ r a ʃ
298-19																			ʔ Ø a
