COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
454-17																	ħ a sː i r		
484-17																	ʃ ɨ dː u ʃ t ə		
535-17																	ʕ a s ə r t ə		
543-17																	s ə l ə s t ə		
593-17																	ħ a mː u s		
640-17																	m ə n		
1-17																	d ə mː i r u		
65-17																	tʼ u b		
163-17																	s ə t ə j ə		
212-17																	ʕ ai̯ n i		
244-17																	ʔ a r b a ʕ t ə		
248-17																	m ɨ l u ʔ		
293-17																	f ə r ə s		
373-17																	q u m a l		
408-17																	b ɨ ʕ ɨ r ai̯		
414-17																	d u bː a		
601-17																	r ə b u ʕ		
642-17																	n ɨ f a s		
60-17																	n ə f ə s ə		
115-17																	l a m		
209-17																	ʃ ɘ m o n t ə		
415-17																	z ɨ n a b		
450-17																	z ə r ʔ i		
638-17																	s ɨ r n ai̯		
645-17																	q a l		
75-17																	ħ a m l i		
214-17																	ʔ a bː o		
218-17																	ʔ ɨ z n i		
409-17																	ʕ a t ə r		
598-17																	k ɨ l t ə		
164-17																	b ə x ə j ə		
332-17																	ʔ ɨ g r i		
412-17																	ʃ ə ħ a n ə		
496-17																	s ə n b ə t		
158-17																	q ə m ɨ ʃ		
372-17																	k ə n f ə r		
375-17																	s ə b ʔ ai̯		
411-17																	m ə t r ə ʔ a s		
500-17																	ʔ ɨ m n i		
541-17																	q ə tʼː i n		
113-17																	b u n		
330-17																	q ə l d i		
448-17																	q ə d a m		
106-17																	m ɨ s a ʔ		
290-17																	ħ a g ə z ə		
552-17																	ʔ ɨ zː i		
2-17																	k u lː u		
213-17																	ħ a r ə s t ai̯		
647-17																	k ə t a tʃ		
211-17																	m ɨ ʃ ə t		
334-17																	ʔ a n b ə sː a		
109-17																	n u n tʃʼ i		
153-17																	w ə sː ə n ə		
289-17																	l ɨ bː i		
326-17																	m i ʔ t i		
247-17																	ʔ ɨ n kʼ u r a r i t		
286-17																	s ə g u r i		
418-17																	b ə r b ə r ə		
615-17																	m ai̯		
288-17																	r ɨ ʔ s i		
416-17																	q ə j ɨ ħ		
61-18																		d ə m	
63-18																		ʔ a tʼ ɨ m	
107-18																		g aː m eː l a	
112-18																		d a b ə n a	
331-18																		n ɨ g u s	
377-18																		b o kʼ l o	
381-18																		ʔ a d	
417-18																		r u z	
451-18																		s a b t	
454-18																		ʔ a n tʃʼ ɨ r	
484-18																		s ɨ dː ɨ s t	
535-18																		ʔ a sː ɨ r	
543-18																		ʃ e ʃ t	
593-18																		x a m u s	
640-18																		m a	
1-18																		d ə b ə l ə	
65-18																		tʼ u b	
163-18																		s ə tʃ e	
212-18																		ʔ i n	
244-18																		ʔ a r a t	
248-18																		m u lː i	
293-18																		f ə r ə z	
373-18																		kʼ u m a l	
408-18																		b oː r a	
414-18																		d ə b a ʔ u lː a	
601-18																		ʔ a r b ɨ j ə	
642-18																		n ɨ f a s	
60-18																		n ə f ə s ə	
115-18																		l a m	
209-18																		s u mː u t	
242-18																		ʔ a mː ɨ s t	
415-18																		z ɨ l a m	
450-18																		z aː r	
490-18																		tʼ o b e	
638-18																		s ɨ r e	
645-18																		kʼ a l	
75-18																		ʔ a m l	
160-18																		d ə r ə kʼ ə	
208-18																		ʔ ɨ n kʼ ʔ o t	
214-18																		ʔ a bː o t	
218-18																		ʔ ɨ z ɨ n	
378-18																		ʔ a n g ə t	
379-18																		ʒ i tʼː ə ɲ	
497-18																		t ə n	
646-18																		ʔ a t ə	
164-18																		b ə tʃ e	
210-18																		d ə h ə n o	
215-18																		ʔ ɨ n tʼ a b i t	
256-18																		t u mː ə	
285-18																		m ɨ t a d	
332-18																		ʔ ɨ n g i r	
380-18																		ʔ a h u	
412-18																		s a h a n	
496-18																		s ə n b ə t	
64-18																		d a bː o	
67-18																		w ɨ r	
169-18																		b ɨ r ə z ə z ə	
251-18																		f e kʼ	
294-18																		m u kʼ a m u kʼ	
461-18																		tʼ ai̯	
547-18																		w ə z i	
597-18																		ʔ u n g ə t ə ɲː e	
655-18																		m ɨ ʃ t	
7-18																		ʔ a l g a	
158-18																		kʼ ə m i s	
168-18																		ʔ u m a r	
296-18																		j u h ə	
374-18																		b o kʼː o lː o	
375-18																		s ə b	
385-18																		w ɨ tʼ ə t	
411-18																		t ə r a s	
541-18																		kʼ ə tʃʼ ɨ n	
17-18																		ʔ ɨ x ɨ l	
113-18																		b u n o	
123-18																		ʃ e m e	
252-18																		r ə h aː b ə	
330-18																		kʼ aː l d	
421-18																		b u ʃ a	
491-18																		d ɨ n g ə t	
653-18																		f ə tː i	
8-18																		kʼ ə b ə tː o	
106-18																		m ə tʼ a	
254-18																		dʒ i m a t	
290-18																		ʔ a g ə z ə	
339-18																		b aː kʼː ɨ l	
489-18																		b o r tʃʼ ɨ mː a	
552-18																		z i	
602-18																		m ɨ n	
2-18																		h u l ɨ m	
3-18																		k i r e	
213-18																		ʔ a r a ʃ	
459-18																		ʔ a s ə b o	
647-18																		t u t	
76-18																		ʔ ɨ m b o sː ə	
152-18																		ʔ a zː o	
328-18																		s ə d ə b ə	
333-18																		m ɨ s r	
338-18																		m ɨ n a k o	
612-18																		ʔ a r b	
594-18																		g ɨ n	
247-18																		ʔ ɨ n kʼ u r a r i t	
418-18																		b ə r b ə r e	
615-18																		m əi̯	
62-18																		f ə l a	
456-18																		ʔ a n s ə n b ə t	
498-18																		b o tʃʼ ə kʼ ə	
509-18																		ʔ ai̯ r	
61-19																			d ə m
63-19																			ʔ a tʼ ɨ m
107-19																			g aː l a
112-19																			d aː b aː n aː
331-19																			n ɨ g u s
377-19																			b o kʼ o l u
381-19																			ʔ a n d
417-19																			r u z
451-19																			s ə b ɨ t
454-19																			ʔ a n tʃʼ ɨ r
484-19																			s ɨ dː ɨ s t
535-19																			ʔ a sː ɨ r
543-19																			ʃ e ʃ t
593-19																			ʔ a m uː s
640-19																			m a
1-19																			d ə b ə l ə
65-19																			tʼ u b
163-19																			s ə tʃ i
212-19																			ʔ i n
244-19																			ʔ a r ə t
248-19																			m u l i
293-19																			f ə r ə z
373-19																			kʼ ɨ m ai̯
408-19																			b uː r ə
414-19																			d u b a
601-19																			ʔ ɨ r oː b
642-19																			n ɨ f a s
60-19																			n ə f ə s ə
115-19																			l a m
209-19																			s ɨ mː u t
242-19																			ʔ a mː ɨ s t
415-19																			z ɨ n a b
450-19																			z ə r ə
490-19																			tʼ o b uː
638-19																			s ɨ r e
645-19																			kʼ a l
75-19																			ʔ a m ɨ l
160-19																			d ə r ə kʼ
208-19																			ʔ ɨ n kʼ ə kʼ u
214-19																			ʔ a b u
218-19																			ʔ ɨ z ɨ n
378-19																			ʔ a n g ə t
379-19																			ʒ aː tʼː ə ɲ
409-19																			ʔ a n t ə r ə
497-19																			t ə n
646-19																			ʔ a t ə
164-19																			b aː tʃ i
210-19																			d ə h ə n o
215-19																			ʔ ɨ n t ə b i t
256-19																			t u m ə
285-19																			m ɨ t a d
380-19																			ʔ a h u
412-19																			s a h a n
496-19																			s ə n b ə t
64-19																			d a bː o
67-19																			w ɨ r
169-19																			b i r ə z ə z ə
251-19																			f i kʼ
294-19																			m uː kʼ
461-19																			t ai̯
547-19																			w ə z
597-19																			ʔ u n g ə t ə ɲ ə
7-19																			ʔ a l g ə
158-19																			kʼ ə m i s
168-19																			ʔ u m a r
296-19																			j aː w ɨ t i
375-19																			s ə b
385-19																			w ɨ tʼ ə t
500-19																			ʔ u m u n
541-19																			kʼ ə tʃʼ ɨ n
6-19																			m ə l k ə mː a
113-19																			b u n a
123-19																			ʃ i m i
330-19																			kʼ ə l d
491-19																			d ɨ n g ə t
106-19																			m aː t aː
254-19																			dʒ i m ə t
339-19																			b a kʼ ɨ l
460-19																			ʔ i t
602-19																			m ɨ n
652-19																			ʔ ai̯ t e
2-19																			h u lː u
213-19																			ʔ a r aː ʃ i
298-19																			ʔ u t
459-19																			ʔ a s o b u
486-19																			n ə tʼ ə kʼ ə
152-19																			ʔ a zː o
211-19																			m ɨ ʃ i t
328-19																			s ə d ə b ə
333-19																			m ɨ ʃ ɨ r
540-19																			l e b a
594-19																			g i
154-19																			f ə r ə s ə
247-19																			ʔ ɨ n kʼ u r a r i t
286-19																			t ɨ g ə r
418-19																			b ə r b aː r i
615-19																			m əi̯
62-19																			f ə l ə
288-19																			ʔ a h ə r
416-19																			kʼ aːi̯
456-19																			ʔ a n ə s ə n b ə t
509-19																			ʔ a r i t
5-19																			g ə b ɨ s
